Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NY
10916,NY,6.867,47964.16354,10/16/2013,,
10516,NY,4.32,22301.32742,08/12/2013,,
12463,NY,6,29911.93305,10/03/2014,,
10983,NY,6.75,28939.79523,10/03/2014,,
14712,NY,7.5,26107.18772,09/30/2014,,
11413,NY,5.13,22265.01925,11/28/2014,,
10301,NY,5.5,22991.61495,08/05/2014,,
14850,NY,6.75,27298.75481,04/21/2014,,
12304,NY,6.25,31510.2159,02/25/2014,,
13323,NY,5.39,25788.53871,12/31/2013,,
14850,NY,4.41,19038.51169,12/31/2013,,
10977,NY,5.16,34550.55066,03/30/2011,,
10989,NY,6.5,29573.16922,09/30/2013,,
12150,NY,6.5,32580.50993,11/05/2014,,
10306,NY,6.54,32479.52405,06/27/2014,,
12144,NY,12,59725.13204,11/18/2013,,
14020,NY,6.89,28561.10965,09/30/2013,,
12020,NY,8.04,56325.77921,07/29/2014,,
13068,NY,6.885,30938.58878,04/15/2014,,
10595,NY,4.25,21424.11802,12/22/2014,,
14469,NY,8.1,40548.74892,06/12/2014,,
12015,NY,8.75,43621.56903,10/21/2014,,
14850,NY,50.248,319269.9258,08/19/2014,,
10312,NY,9.81,47826.37878,09/19/2014,,
14228,NY,24.36,122798.0035,12/17/2014,,
10598,NY,11.515,57293.29634,05/29/2014,,
14850,NY,5.175,36452.35274,10/29/2013,,
10314,NY,7.848,38636.64871,09/19/2014,,
10468,NY,49,197111.9677,12/01/2014,,
12746,NY,7,24692.08646,07/15/2014,,
11365,NY,5.232,27757.30083,12/10/2013,,
10562,NY,51.09,302028.015,07/26/2013,,
10994,NY,9.81,45193.22153,06/24/2014,,
12206,NY,28.16,141874.5771,04/02/2014,,
10307,NY,6.54,33783.94124,07/21/2014,,
10992,NY,6.25,24777.05121,10/28/2014,,
10804,NY,9,51676.65519,04/17/2014,,
14221,NY,3.76,13367.05336,11/12/2013,,
10580,NY,3.675,18665.7055,12/31/2013,,
12763,NY,2.115,10451.18576,06/12/2014,,
12804,NY,9,34026.54038,12/17/2014,,
12156,NY,7.84,39084.92585,10/15/2014,,
10567,NY,7.25,30946.47205,11/24/2014,,
11209,NY,4.75,22267.52838,08/22/2014,,
10591,NY,8.4,35261.98515,03/20/2014,,
12020,NY,7.35,37997.00684,10/16/2013,,
10029,NY,7.92,40432.60049,12/27/2012,,
10970,NY,6.63,24068.34068,09/23/2014,,
13201,NY,3.06,14559.09869,09/19/2013,,
10949,NY,8.91,28426.20562,07/25/2014,,
12571,NY,10.26,38215.59671,06/30/2014,,
12828,NY,4.41,21942.11349,05/29/2014,,
12816,NY,8.25,34297.38547,09/11/2014,,
13208,NY,4.02,22825.56407,11/19/2013,,
14712,NY,15.3,56389.34411,11/26/2014,,
12589,NY,6.48,25521.19324,09/04/2014,,
14170,NY,6.58,23014.19762,06/24/2013,,
10604,NY,10.2,35992.51827,12/22/2014,,
12196,NY,9.8,50651.83171,07/03/2013,,
10924,NY,6.5,32340.98361,05/30/2014,,
12186,NY,10.6,58333.50411,12/03/2013,,
10923,NY,6.86,32371.17562,03/17/2014,,
12180,NY,8.75,43621.56903,10/06/2014,,
13788,NY,28.56,141264.3455,03/11/2014,,
11203,NY,6,28106.25238,09/10/2014,,
13326,NY,10.6,52710.26693,10/31/2013,,
13126,NY,49.35,325156.4591,10/31/2013,,
14817,NY,5.25,20084.05624,07/22/2014,,
10562,NY,3.825,17360.16225,08/11/2014,,
12180,NY,7.105,36635.84866,09/03/2013,,
10510,NY,4,16792.60609,07/25/2014,,
12198,NY,6.37,32201.89537,09/30/2013,,
13617,NY,3.975,13124.40354,12/11/2013,,
10940,NY,6.75,26172.94142,10/28/2014,,
12180,NY,23.6,119330.0127,09/30/2013,,
12446,NY,10.78,54752.73612,12/24/2013,,
10310,NY,8.175,40675.00631,05/19/2014,,
10309,NY,7.105,43987.56833,04/04/2014,,
10980,NY,6.5,32580.50993,11/06/2014,,
12170,NY,38.445,194264.2623,02/27/2014,,
14214,NY,6,22972.36458,10/27/2014,,
10308,NY,5.886,26996.11782,10/15/2014,,
12020,NY,13.8,60527.56154,11/05/2013,,
12594,NY,8.04,46895.92864,10/30/2014,,
12144,NY,51.03,258157.8203,11/12/2013,,
13068,NY,7.5,30927.21091,07/22/2014,,
10312,NY,10.464,52532.63449,09/30/2014,,
11233,NY,2.94,17565.80699,11/26/2014,,
10950,NY,7.105,36087.03062,12/18/2013,,
10312,NY,6.867,34732.73959,10/30/2014,,
12566,NY,3.36,17000.59275,03/18/2013,,
12173,NY,5.28,51920.73583,08/26/2010,,
13074,NY,9.18,38373.07432,10/24/2013,,
13460,NY,17.55,67118.66741,11/12/2014,,
12204,NY,54.88,225779.6896,04/25/2013,,
12182,NY,3.675,18625.98375,10/22/2013,,
10956,NY,6.75,40884.71219,05/13/2013,,
12477,NY,6.37,32353.88953,12/24/2013,,
12549,NY,6.72,34090.08189,02/20/2013,,
10982,NY,10.464,51017.12653,11/12/2013,,
10960,NY,9.36,46580.41471,08/06/2014,,
12502,NY,18.72,76186.55304,12/05/2013,,
14850,NY,3,13209.70989,07/18/2013,,
12546,NY,8.04,45999.40909,12/31/2013,,
12182,NY,10.26,40967.10903,06/30/2014,,
14424,NY,5.3,20189.43656,12/19/2013,,
11693,NY,1.33,9232.963441,07/25/2013,,
12571,NY,8.96,38601.18687,12/31/2013,,
12123,NY,9.24,47354.47955,09/30/2013,,
12831,NY,8,29797.72848,06/13/2014,,
12953,NY,12.72,41077.29796,07/17/2014,,
12771,NY,5.5,30389.89311,06/10/2013,,
11418,NY,1.96,11841.15873,10/16/2013,,
12815,NY,7.5,35159.25534,08/12/2014,,
10305,NY,6.48,31917.22904,10/01/2014,,
12603,NY,10.92,35804.14316,09/29/2014,,
12208,NY,50.4,255076.701,05/31/2013,,
10312,NY,5.886,29842.13854,10/27/2014,,
12054,NY,12.25,62219.01832,12/27/2013,,
14841,NY,3.72,19975.61331,02/12/2013,,
10312,NY,7.59,37738.82312,06/19/2014,,
11364,NY,5.886,41850.25324,11/26/2013,,
10306,NY,7.194,39574.41776,05/06/2014,,
12561,NY,6.89,37424.31358,04/02/2014,,
10977,NY,7.56,33403.41314,11/06/2013,,
13316,NY,8.64,23792.8379,08/06/2014,,
13365,NY,7.95,35227.9214,03/10/2014,,
10312,NY,5.232,28020.43416,03/17/2014,,
13350,NY,12.5,58598.75889,08/18/2014,,
13036,NY,3.24,12205.14959,06/19/2014,,
14507,NY,5.4,22400.79102,09/23/2013,,
12051,NY,96.04,600820.6923,11/24/2014,,
14817,NY,9.81,50051.9361,02/03/2014,,
11358,NY,6.867,39505.99647,07/17/2013,,
11419,NY,3.23,22395.97039,08/29/2013,,
12833,NY,12.1,46541.27005,12/23/2014,,
11221,NY,5.64,34907.41933,12/29/2011,,
14125,NY,15.75,50252.04752,10/20/2014,,
14850,NY,4.5,21096.45504,12/11/2014,,
10553,NY,3.92,21858.1074,02/26/2014,,
12721,NY,11,48391.87528,08/12/2014,,
12553,NY,7.84,39709.33314,04/08/2013,,
10312,NY,11.118,61409.19855,10/21/2014,,
12118,NY,22.7,114834.4677,12/12/2013,,
13850,NY,7.14,25194.76279,12/16/2014,,
10310,NY,3.675,22170.75047,08/12/2013,,
11201,NY,7,52937.16272,02/05/2014,,
14085,NY,6.867,34893.77561,05/13/2013,,
11218,NY,2.5,11719.75178,08/21/2014,,
12401,NY,7.848,41853.84478,12/31/2013,,
10314,NY,3.597,21905.54146,03/19/2014,,
14072,NY,5.72,29511.26632,07/11/2014,,
12771,NY,10.464,51122.48478,10/22/2014,,
10901,NY,7.5,36491.72326,10/17/2013,,
13408,NY,9.156,53725.60133,07/09/2013,,
10536,NY,6.12,28829.94899,03/06/2014,,
10567,NY,7.848,41867.6313,08/18/2014,,
14850,NY,7,32024.81694,09/29/2014,,
12401,NY,5.145,26076.37724,10/28/2013,,
10310,NY,6.867,34803.93038,08/04/2014,,
14305,NY,6.867,34796.53145,07/11/2013,,
10309,NY,12.099,64192.38989,08/14/2014,,
12180,NY,30.87,144291.0274,04/21/2014,,
10916,NY,10.66,40049.94477,03/25/2014,,
10514,NY,3.48,20763.50854,05/12/2014,,
10950,NY,6.75,33650.92468,10/07/2014,,
13152,NY,17.42,103832.4634,02/18/2014,,
10309,NY,17.658,83628.77949,10/17/2014,,
11201,NY,5,41753.59828,09/22/2014,,
10704,NY,6.75,26584.2305,10/02/2014,,
12844,NY,12.5,62316.52719,10/08/2014,,
12443,NY,4.08,24556.17668,04/09/2013,,
12203,NY,6.76,30555.7434,04/08/2013,,
12866,NY,7.155,28736.22296,07/01/2014,,
10310,NY,3.75,16761.22227,06/13/2014,,
11411,NY,4.238,25544.40151,05/13/2014,,
11375,NY,6.9,41851.81314,12/30/2013,,
10312,NY,3.5,16761.22227,06/10/2014,,
14051,NY,7.02,23756.0115,08/26/2014,,
10950,NY,7,28473.28156,03/03/2014,,
10543,NY,6.72,36427.40074,03/06/2013,,
12047,NY,30.87,147108.8261,04/11/2013,,
12538,NY,6.86,34068.73623,06/02/2014,,
14485,NY,14.84,63590.37627,12/31/2013,,
12401,NY,4.655,26093.7615,10/22/2013,,
10301,NY,6.54,36003.05506,09/15/2014,,
10306,NY,5.232,27509.51666,09/22/2014,,
14051,NY,6,22194.38004,07/29/2013,,
12090,NY,7.35,28036.33287,03/08/2013,,
13783,NY,99.905,395843.5987,12/04/2014,,
12547,NY,10.5,52166.37985,07/21/2014,,
10524,NY,15.12,55779.77275,10/17/2014,,
14143,NY,21.2,70091.6288,12/31/2013,,
12719,NY,11.475,44012.02945,07/10/2014,,
12590,NY,7.65,30241.71464,06/03/2014,,
12804,NY,8,39607.8652,12/05/2013,,
14098,NY,11,36389.9234,11/14/2014,,
12159,NY,6.37,35615.29628,09/18/2013,,
12185,NY,5.88,29865.12879,12/16/2013,,
12603,NY,4.9,24887.60733,12/31/2013,,
12553,NY,8.085,30906.34502,12/31/2013,,
10307,NY,17.25,93375.08434,10/21/2014,,
13452,NY,2.5,11719.75178,08/11/2014,,
13617,NY,6.6,23052.12974,10/17/2014,,
14527,NY,6.48,26775.04691,06/05/2014,,
10704,NY,4,13759.4892,10/28/2014,,
12045,NY,2.76,20667.35116,09/21/2010,,
10923,NY,5.25,24024.15973,12/03/2013,,
10562,NY,11,49230.69684,09/23/2014,,
12533,NY,5.25,25347.43221,03/03/2014,,
12440,NY,15,59682.5288,05/13/2014,,
10304,NY,3.64,16013.51052,08/19/2014,,
13212,NY,3.25,15845.1044,08/18/2014,,
12302,NY,5.145,24278.38172,03/10/2014,,
10973,NY,6.5,28656.30215,12/12/2013,,
10312,NY,6.867,36916.31071,10/07/2014,,
10312,NY,5.232,26604.67032,10/27/2014,,
10977,NY,7,33417.6334,11/19/2013,,
11201,NY,5.52,38977.39308,09/24/2012,,
12061,NY,24,69157.71501,07/08/2014,,
10305,NY,8.175,39568.55099,09/30/2014,,
10301,NY,46.98,227655.7292,12/19/2012,,
10983,NY,7.25,26475.19298,08/05/2014,,
10924,NY,28.8,97587.68158,10/03/2014,,
10312,NY,6.867,34399.37095,03/19/2014,,
12157,NY,8.085,41904.54337,05/13/2013,,
10312,NY,12.099,60110.57427,07/21/2014,,
10805,NY,4.32,20363.30114,04/04/2013,,
13827,NY,9.18,34263.47813,08/12/2014,,
12010,NY,54.88,249217.2033,10/31/2013,,
11368,NY,16.45,133979.8031,04/15/2013,,
12590,NY,7.95,28387.55653,06/28/2013,,
12921,NY,7,27672.89014,10/01/2013,,
12428,NY,14.82,42766.05988,09/03/2014,,
12866,NY,5,26146.9701,09/22/2014,,
10523,NY,3.25,14575.77627,11/12/2013,,
13073,NY,4.655,21785.72355,07/11/2014,,
12148,NY,5.88,29213.17272,07/02/2014,,
10314,NY,12.099,64418.54215,12/24/2014,,
12302,NY,10.045,50643.219,02/04/2014,,
14217,NY,38.775,256024.749,12/31/2013,,
10309,NY,8.502,52233.24317,03/27/2014,,
13077,NY,14,61543.34385,09/09/2014,,
12211,NY,37.73,305080.0079,11/04/2011,,
12866,NY,7.52,39614.90313,09/17/2013,,
12866,NY,26.4,100657.1371,04/14/2014,,
10983,NY,6,25111.08788,12/27/2013,,
14057,NY,5,16383.14907,12/09/2014,,
10307,NY,8.502,42883.74135,10/30/2014,,
10308,NY,16.677,77507.11996,12/26/2013,,
14706,NY,7.28,27672.89014,10/31/2013,,
10992,NY,6.25,28258.80614,09/12/2013,,
14031,NY,10,40723.56226,06/13/2014,,
13103,NY,7.65,32176.40702,11/07/2013,,
10950,NY,5.39,27318.10949,10/16/2013,,
10308,NY,9.81,49479.77323,04/22/2014,,
12170,NY,9.405,47227.00743,02/26/2014,,
12201,NY,60,238873.9216,08/28/2014,,
10314,NY,8.97,49799.59435,12/03/2013,,
11435,NY,3.57,16827.24589,10/23/2013,,
12309,NY,2.695,16284.5218,06/03/2013,,
10983,NY,6.5,27543.90502,10/27/2014,,
12087,NY,11,54838.54393,10/03/2014,,
14072,NY,6.867,34810.2412,06/17/2013,,
10306,NY,3.27,17116.60516,10/21/2014,,
14456,NY,23.4,81389.40589,09/04/2013,,
10308,NY,4.905,28294.92971,06/26/2014,,
13032,NY,6.36,29702.04622,07/17/2014,,
12304,NY,33.6,235020.2785,03/25/2013,,
14719,NY,26.73,106232.9134,04/07/2014,,
12846,NY,8.33,40115.24693,06/17/2013,,
10993,NY,8.25,36377.68662,10/07/2013,,
13502,NY,8.64,31181.05172,11/19/2014,,
12033,NY,7,32030.85854,12/31/2013,,
10547,NY,7.65,23175.87861,06/12/2014,,
10305,NY,9.81,49307.56116,05/19/2014,,
14209,NY,5.17,42820.31926,03/21/2013,,
12061,NY,8.82,45714.04732,05/03/2013,,
10309,NY,5.559,29707.53484,10/20/2014,,
12533,NY,10.8,37913.27259,08/12/2014,,
14722,NY,2.25,13453.77007,12/23/2011,,
12205,NY,39.48,182582.284,11/27/2012,,
10312,NY,4.578,24414.23488,12/31/2013,,
13135,NY,12.24,44049.31635,11/22/2013,,
12197,NY,19.44,86944.01873,10/16/2014,,
10314,NY,9.156,51876.9477,12/31/2013,,
14202,NY,19.74,129856.8553,01/01/2014,,
12054,NY,3.75,18064.87289,06/30/2014,,
12577,NY,5.5,25724.26242,10/28/2014,,
12603,NY,6.615,33595.38677,11/13/2013,,
12089,NY,14.76,81094.28692,10/01/2012,,
13032,NY,7.95,34651.93221,10/16/2013,,
13440,NY,10.5,46192.24459,08/27/2014,,
12054,NY,5.865,32105.6324,04/15/2014,,
12526,NY,5.25,21842.03421,08/22/2014,,
10312,NY,7.848,41342.16091,11/05/2014,,
12746,NY,11.6,43523.4756,10/29/2013,,
14058,NY,17.6,55416.94119,11/03/2014,,
12553,NY,7.105,35299.25037,07/02/2014,,
12564,NY,7.84,38935.69855,06/17/2014,,
10567,NY,8.085,37901.67725,08/20/2014,,
13032,NY,8,35167.62506,09/05/2014,,
14813,NY,5,20610.09553,06/26/2014,,
10708,NY,8.82,45531.87681,08/15/2013,,
12586,NY,7.35,34683.40245,03/10/2014,,
12547,NY,11,49230.69684,09/19/2014,,
14487,NY,7.95,26817.66667,12/19/2013,,
14534,NY,6.867,34893.77561,05/31/2013,,
13439,NY,6.235,46311.33979,09/22/2010,,
14032,NY,7.14,24704.00927,02/21/2014,,
10510,NY,111.8,422857.3201,10/09/2014,,
12020,NY,72.03,300118.5532,01/01/2014,,
12533,NY,4.69,28936.97143,06/11/2014,,
12072,NY,6.48,33376.74921,10/31/2013,,
10924,NY,6.365,32485.4952,07/02/2014,,
10956,NY,13.5,39474.217,01/30/2014,,
12196,NY,8.58,43500.6765,04/16/2013,,
12043,NY,6.86,34842.65026,12/31/2013,,
13152,NY,12.48,46883.746,06/19/2014,,
10567,NY,12,60148.63371,11/20/2014,,
10309,NY,7.5,31064.13194,06/03/2014,,
14589,NY,7.14,26951.16702,03/18/2013,,
14817,NY,7,31756.50226,10/22/2014,,
12180,NY,219.52,842931.3926,11/13/2013,,
10920,NY,1.715,8517.184058,06/17/2014,,
10306,NY,5.886,30797.28933,04/01/2014,,
10504,NY,14.75,73252.74919,06/02/2014,,
13365,NY,17.28,57716.2169,05/02/2014,,
10573,NY,4.59,18464.06105,12/12/2014,,
10520,NY,7.2,44890.55431,09/12/2013,,
12309,NY,3.45,20256.50855,08/21/2014,,
14111,NY,7.2,47195.74493,09/04/2013,,
10541,NY,8.085,41064.55209,12/18/2013,,
13865,NY,3.27,23714.54306,07/03/2013,,
13206,NY,51,183483.6761,07/03/2013,,
12723,NY,9,27470.50098,08/12/2014,,
12074,NY,13.5,67169.73518,05/30/2014,,
12758,NY,26.88,130068.1738,07/03/2014,,
13736,NY,10.35,48246.22158,11/14/2014,,
13078,NY,5.635,23443.78338,08/22/2014,,
10314,NY,6,28964.76139,07/21/2014,,
12590,NY,8.25,31202.90601,08/07/2014,,
10309,NY,4.32,33731.02864,06/12/2014,,
12477,NY,6.25,26972.74481,02/07/2014,,
13114,NY,7.5,35159.25534,08/18/2014,,
10312,NY,10.464,52561.56166,05/30/2014,,
10314,NY,6.54,38167.62657,10/28/2014,,
10606,NY,6,29853.21564,05/02/2014,,
10601,NY,7.42,26542.21432,07/07/2014,,
14722,NY,16.1,81629.11083,04/14/2011,,
13664,NY,6.21,35741.1399,11/22/2011,,
10980,NY,7,33302.18192,08/23/2013,,
13827,NY,6.54,36887.70565,05/16/2013,,
10308,NY,9.483,48648.87952,09/19/2014,,
10307,NY,16.023,78400.72565,04/07/2014,,
12419,NY,4.165,21154.46623,12/12/2013,,
12062,NY,6,31097.99137,05/13/2013,,
10312,NY,6.213,33239.36612,06/26/2014,,
12168,NY,50.4,254060.2202,08/20/2013,,
11357,NY,5.886,34254.38267,04/03/2014,,
12538,NY,3.5,15142.16888,09/16/2014,,
12090,NY,6.9,29026.12487,10/29/2013,,
11201,NY,2.94,15156.81203,12/13/2012,,
10312,NY,5.61,38592.09244,09/03/2014,,
12553,NY,5.145,24616.33241,12/31/2013,,
11215,NY,4.485,33277.18212,07/21/2014,,
12184,NY,6,26357.13129,11/18/2014,,
10305,NY,8.829,47890.86724,12/02/2013,,
10314,NY,4.41,28496.52128,06/05/2014,,
11358,NY,7,32815.30498,08/18/2014,,
10918,NY,9,29863.79664,11/20/2014,,
10452,NY,49.5,245313.7732,07/19/2013,,
12083,NY,16,75006.41138,08/22/2014,,
11378,NY,3.12,17489.26657,10/16/2013,,
12601,NY,5.76,29327.31626,10/18/2012,,
10308,NY,11.445,51855.54715,08/28/2014,,
12521,NY,7.37,41904.04968,02/12/2014,,
14094,NY,8.82,26613.33425,06/12/2013,,
12077,NY,12.98,45802.24384,12/18/2014,,
12065,NY,11.445,61880.83971,10/28/2013,,
10312,NY,8.575,47594.94837,04/30/2014,,
10980,NY,8,31228.01945,06/30/2014,,
10309,NY,7.848,47677.21756,03/13/2014,,
14094,NY,45.59,298802.5546,02/07/2014,,
12885,NY,219.52,831430.3713,03/12/2014,,
10312,NY,5,22643.25715,08/27/2014,,
12159,NY,18,76880.68423,07/08/2014,,
10901,NY,6.86,26806.21171,10/16/2013,,
14433,NY,6.24,37897.22312,12/30/2013,,
12159,NY,11.76,59657.64331,02/28/2013,,
13624,NY,2.88,16151.79759,02/25/2013,,
13122,NY,7,29878.4623,05/31/2013,,
12211,NY,54.88,224838.8764,06/10/2013,,
12020,NY,6.54,38168.62364,10/30/2014,,
10304,NY,3.25,14670.41499,06/13/2014,,
12487,NY,6.37,32353.88953,12/31/2013,,
10308,NY,9.483,50765.53571,10/21/2014,,
10949,NY,10.25,36737.74671,03/21/2014,,
10312,NY,9.81,55961.56276,12/31/2013,,
13032,NY,5,17777.8782,12/17/2013,,
10940,NY,5.232,27389.36003,10/17/2014,,
13104,NY,8.33,38984.97899,07/10/2014,,
13408,NY,14.04,54958.19166,10/08/2014,,
12550,NY,6,29809.35992,07/08/2014,,
14420,NY,4.77,18955.42291,10/18/2013,,
12589,NY,8.1,32094.74418,07/08/2014,,
10312,NY,7.5,33149.97294,06/10/2014,,
10520,NY,4.5,21393.18409,12/31/2013,,
12550,NY,7.25,31998.35228,12/03/2013,,
10307,NY,5.886,30358.91152,04/09/2014,,
10605,NY,7.35,37056.0139,02/25/2014,,
10970,NY,5,23318.35001,06/20/2013,,
10309,NY,8.84,49658.59844,12/31/2013,,
14809,NY,6.867,34955.90076,04/11/2013,,
10992,NY,7.75,23758.71032,11/28/2014,,
12534,NY,5.04,24316.6609,11/13/2013,,
10567,NY,8.75,34148.19684,06/03/2014,,
10314,NY,4.578,25957.5755,10/20/2014,,
13082,NY,12.75,56816.76098,12/01/2014,,
13502,NY,4.165,29684.00796,12/31/2013,,
12083,NY,5.39,27792.71278,09/30/2013,,
12204,NY,193.6,767655.6466,06/02/2014,,
10968,NY,4.86,18550.52439,09/30/2014,,
13652,NY,1.925,7687.366794,10/27/2014,,
10701,NY,2.75,12891.72696,08/18/2014,,
10913,NY,4.5,21025.68424,11/20/2013,,
11368,NY,16.45,133979.8031,04/15/2013,,
10980,NY,7.5,26112.21914,12/26/2014,,
10940,NY,7,22583.95763,05/16/2014,,
10913,NY,6.75,31504.52108,10/15/2013,,
10314,NY,5.559,28211.93819,10/14/2014,,
10308,NY,7.194,39890.26335,12/31/2013,,
14305,NY,49.68,330157.0084,05/07/2013,,
13617,NY,6.44,21134.83618,07/23/2014,,
13069,NY,49.35,325849.8874,12/10/2013,,
10548,NY,8.82,44793.84903,11/13/2013,,
14527,NY,8.48,30163.24729,06/05/2014,,
11385,NY,7.5,40241.73732,12/30/2013,,
12528,NY,8.502,43282.98716,09/11/2013,,
12550,NY,2.94,15198.80274,10/16/2013,,
13440,NY,5.5,25992.22965,05/17/2013,,
11368,NY,16.45,133979.8031,04/17/2013,,
14092,NY,7.02,25094.38348,04/14/2014,,
12719,NY,6,21162.69263,10/07/2014,,
12523,NY,6.37,31694.16393,05/28/2014,,
12175,NY,8,31047.34426,05/08/2014,,
12193,NY,5.145,26009.22319,09/19/2013,,
12443,NY,4.446,27626.00186,11/22/2011,,
10950,NY,12,41772.01451,10/28/2014,,
10550,NY,49.5,160402.741,10/09/2014,,
13054,NY,11.13,42937.91872,07/16/2014,,
10954,NY,7,33051.67423,11/06/2014,,
12020,NY,54.88,389059.3309,12/11/2013,,
12428,NY,9,42159.37857,09/02/2014,,
12518,NY,5.5,25812.00417,12/26/2013,,
10541,NY,6.5,30448.44008,09/23/2014,,
10308,NY,6.67,40763.29257,06/25/2014,,
11357,NY,9.24,42678.36329,03/06/2014,,
10314,NY,3.27,17691.10506,03/11/2014,,
12502,NY,6.54,48204.75738,08/29/2014,,
10312,NY,3.924,21054.35091,07/16/2014,,
14456,NY,6.89,26740.62683,12/04/2013,,
12309,NY,7.75,38636.24686,10/23/2014,,
12589,NY,11.118,51021.34159,02/07/2014,,
14623,NY,48,109882.0039,08/04/2014,,
10954,NY,6.5,32151.4478,07/19/2013,,
11418,NY,97.76,487647.9811,12/09/2013,,
12056,NY,7,34897.25523,10/06/2014,,
12309,NY,5.25,21999.36278,11/05/2014,,
10901,NY,6.37,32845.93328,09/04/2013,,
12420,NY,4,19906.16013,08/06/2014,,
10989,NY,7.84,43947.38778,10/17/2013,,
13323,NY,14.95,66841.42961,05/11/2011,,
12572,NY,10.25,51099.55229,10/31/2014,,
14850,NY,3.27,19527.74403,07/11/2014,,
10980,NY,10.78,44334.40278,10/31/2013,,
12553,NY,10.791,43825.96724,10/14/2014,,
10309,NY,15.042,75795.38195,09/30/2014,,
10958,NY,5.232,25126.57783,09/20/2013,,
14075,NY,5.25,19841.46267,09/05/2014,,
10308,NY,5.886,32720.74073,07/21/2014,,
10901,NY,6.867,34173.90041,08/13/2014,,
11362,NY,4.25,27735.93495,12/31/2012,,
12180,NY,75.46,281946.4623,11/13/2013,,
12154,NY,219.52,843003.732,12/27/2013,,
12590,NY,5.39,26818.13871,05/30/2014,,
10309,NY,5.886,29671.14321,12/11/2014,,
10306,NY,11.772,64926.76358,05/30/2014,,
14072,NY,6.345,25271.78902,06/05/2013,,
10514,NY,6.36,30858.65504,11/10/2014,,
12542,NY,11.515,57293.29634,05/28/2014,,
12159,NY,7.02,38659.10897,12/30/2013,,
10956,NY,4.335,18883.53154,02/05/2013,,
12601,NY,49.98,224182.0004,10/19/2011,,
13027,NY,49.35,325849.8874,12/11/2013,,
10306,NY,8.502,44867.89958,10/20/2014,,
12401,NY,5.75,28665.60251,10/16/2014,,
10974,NY,11.445,62489.972,04/26/2013,,
13743,NY,5.025,29354.50686,08/12/2013,,
12538,NY,7,27706.39157,10/15/2013,,
10306,NY,8.175,40951.63208,03/19/2014,,
12538,NY,9.5,47360.56066,10/31/2014,,
14094,NY,5,20121.13074,10/24/2013,,
10990,NY,5.88,29358.33165,04/28/2014,,
12477,NY,6.75,31856.13738,12/02/2013,,
13165,NY,58.5,185270.4597,12/31/2013,,
13433,NY,11,42076.11916,10/02/2014,,
12601,NY,5.886,39784.36655,10/02/2014,,
10924,NY,4.75,20896.4916,08/22/2014,,
10595,NY,7.5,31642.81503,12/02/2013,,
12549,NY,18,57435.81298,09/30/2014,,
12203,NY,5.04,26049.51345,07/31/2013,,
12518,NY,6.75,27388.7521,03/17/2014,,
14564,NY,15.6,66859.1067,04/07/2014,,
12302,NY,12,64408.8346,03/08/2013,,
12834,NY,7,28911.44327,11/18/2014,,
12303,NY,5.25,26172.94142,10/06/2014,,
12550,NY,6,22854.97805,09/22/2014,,
10306,NY,7.521,43283.18224,05/16/2014,,
12484,NY,4.68,18958.09273,04/02/2014,,
11231,NY,15,84750.47698,10/01/2014,,
12066,NY,48.02,252667.3193,12/16/2013,,
10509,NY,7.25,36079.91524,08/06/2014,,
12309,NY,3,14904.67996,07/02/2014,,
10977,NY,4,19872.90661,07/02/2014,,
12590,NY,7.685,36043.23042,12/15/2014,,
14435,NY,7.5,36409.5011,03/26/2013,,
12746,NY,7.5,30206.81805,07/08/2014,,
12486,NY,2.695,13659.05475,10/17/2013,,
12010,NY,11.5,57331.20501,10/06/2014,,
14883,NY,6,22377.58947,09/30/2014,,
10308,NY,9.156,49444.36413,06/13/2014,,
12148,NY,4.24,21079.78841,06/24/2013,,
12553,NY,6.5,21981.80117,04/22/2014,,
10986,NY,9,32639.51576,05/19/2014,,
10306,NY,5.886,33418.64914,11/26/2013,,
14850,NY,24.36,161456.7949,02/26/2013,,
13152,NY,6.48,28400.69083,04/07/2014,,
12158,NY,7.84,36874.06455,04/10/2014,,
11433,NY,5.5,25764.06468,09/10/2014,,
10312,NY,2.616,15627.91533,06/19/2014,,
12566,NY,8,30475.30775,11/24/2014,,
10973,NY,7,34809.58363,09/11/2014,,
10970,NY,12,59823.8661,10/03/2014,,
10954,NY,8.5,28505.62131,08/21/2014,,
12804,NY,5.17,27422.7947,04/17/2013,,
10580,NY,6,29155.51269,09/19/2014,,
10980,NY,9.24,38179.41795,08/12/2014,,
12603,NY,10.14,32638.67585,04/01/2014,,
10805,NY,6.375,29931.65934,06/16/2014,,
13323,NY,6.615,37072.67153,07/02/2013,,
10523,NY,6.86,34768.50299,10/31/2013,,
13760,NY,5.2,24358.75206,09/08/2014,,
11231,NY,7.8,45477.91494,02/28/2013,,
12901,NY,9,31986.29023,08/26/2013,,
10940,NY,6.5,27891.62443,07/31/2014,,
12553,NY,8.085,30619.78732,08/26/2013,,
12035,NY,16,52587.38804,12/17/2014,,
13901,NY,6.867,37683.71426,11/12/2013,,
10308,NY,8.175,43960.52588,09/10/2014,,
12528,NY,9,42120.62556,07/10/2014,,
14850,NY,4.5,19479.2232,05/27/2014,,
10312,NY,11.772,57398.94906,12/31/2013,,
12542,NY,13.44,44371.04849,12/31/2013,,
12122,NY,24,83605.87256,08/18/2014,,
