Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MA
02081,MA,4,18198.87337,09/13/2013,,
01527,MA,7.14,36015.52116,06/12/2014,,
01527,MA,4.845,24489.5535,08/25/2014,,
01876,MA,10.455,53791.75339,06/30/2014,,
01504,MA,4.59,23625.11011,07/14/2014,,
02176,MA,3.825,19301.56055,07/14/2014,,
02151,MA,2.55,12788.06563,08/27/2014,,
02302,MA,5.75,29697.5642,10/09/2014,,
01588,MA,2.04,10311.39095,08/20/2014,,
01581,MA,8.25,42463.4332,07/21/2014,,
01952,MA,3.25,16624.48034,08/27/2014,,
01453,MA,13.515,68433.5175,10/06/2014,,
02330,MA,8.415,43385.17742,08/12/2014,,
01721,MA,4.335,21911.70577,08/25/2014,,
02169,MA,11.22,57846.90322,08/20/2014,,
01527,MA,6.63,33512.02058,08/25/2014,,
01930,MA,3.924,20659.17509,10/30/2014,,
02019,MA,7.425,35036.57914,11/21/2014,,
01519,MA,15.12,52796.78989,12/11/2014,,
01940,MA,10.464,46574.17594,10/27/2014,,
01810,MA,12.96,46851.71044,09/24/2014,,
01930,MA,8.8,42142.50038,12/10/2014,,
01230,MA,7,26829.23794,09/25/2014,,
01523,MA,6.885,37756.33749,10/17/2014,,
02368,MA,6.12,30615.65456,11/20/2014,,
01463,MA,13.2,43932.56206,11/13/2014,,
02747,MA,8,31345.87642,05/16/2014,,
02333,MA,3.92,23695.83454,10/06/2014,,
02188,MA,11.395,55574.01786,08/21/2014,,
02151,MA,6.25,30475.15763,05/28/2014,,
02359,MA,5.025,39882.5774,10/24/2014,,
01527,MA,6.885,34639.01811,12/12/2014,,
02138,MA,2.25,11366.84016,06/16/2014,,
01010,MA,2238.985,6952803.313,06/18/2014,,
01803,MA,5.5,28335.00107,09/10/2014,,
02638,MA,6.75,26532.54295,05/27/2014,,
01568,MA,5,21084.66208,09/11/2014,,
01527,MA,4.845,23862.93257,10/06/2014,,
01257,MA,4.95,23804.1061,09/17/2014,,
01810,MA,6,25380.35417,08/27/2014,,
01420,MA,9.5,46236.14203,06/20/2014,,
02148,MA,7.65,39334.68068,12/03/2014,,
01747,MA,8.25,42179.22939,11/12/2014,,
01420,MA,7,25035.62437,06/23/2014,,
02301,MA,10.25,49989.34463,08/26/2014,,
02702,MA,11,14926.60782,05/28/2014,,
01475,MA,10.79,57270.52159,11/03/2014,,
01775,MA,5.865,33147.98642,06/04/2014,,
01854,MA,6.25,31970.15909,08/14/2014,,
01585,MA,9.156,47355.04707,09/25/2014,,
01701,MA,4.335,24038.36451,12/30/2014,,
01002,MA,5.72,21029.50978,07/10/2014,,
01519,MA,6.7,37591.32333,10/06/2014,,
01906,MA,4.75,15826.42584,09/15/2014,,
01810,MA,6.5,23738.09596,08/27/2014,,
01568,MA,8.04,62826.52399,06/20/2014,,
02747,MA,12.5,60837.02899,06/10/2014,,
02420,MA,6.75,22891.1043,07/02/2014,,
02719,MA,4.95,26313.85789,12/03/2014,,
02056,MA,7,39781.58564,09/03/2014,,
02748,MA,6.25,30475.15763,05/29/2014,,
01464,MA,197.4,512271.6223,06/25/2014,,
02532,MA,8.415,41009.66775,09/11/2014,,
01904,MA,7.395,37733.79425,11/12/2014,,
02176,MA,4.8,9647.227462,09/10/2014,,
01068,MA,7.5,41587.9938,12/02/2014,,
02356,MA,9.31,36573.32054,10/15/2014,,
01844,MA,6.75,34527.76226,08/18/2014,,
01748,MA,9.75,47707.28892,04/24/2014,,
02721,MA,6.12,30142.65376,10/30/2014,,
02723,MA,5.2,21789.84504,11/12/2014,,
01773,MA,5.46,15970.20184,06/16/2014,,
01864,MA,9.81,54678.24065,08/01/2014,,
01876,MA,4.9,24872.74709,08/11/2014,,
02724,MA,4.94,20700.35279,11/20/2014,,
02745,MA,6.86,36655.90978,12/29/2014,,
01535,MA,8.8,34757.89047,11/24/2014,,
02132,MA,3.35,26887.41967,09/03/2014,,
02745,MA,6.75,27922.7895,10/09/2014,,
02131,MA,6,23511.38734,09/26/2014,,
02780,MA,4.02,31890.67647,03/04/2014,,
01966,MA,3.75,21760.93129,10/16/2014,,
02717,MA,6.325,20114.70559,11/18/2014,,
01344,MA,5.94,26171.03844,09/22/2014,,
01201,MA,3.51,15136.59678,07/21/2014,,
01721,MA,5,18562.49432,08/29/2014,,
01826,MA,7.7,39046.48805,11/03/2014,,
01742,MA,6.36,22467.53009,05/08/2014,,
01760,MA,6.63,32310.25552,09/26/2014,,
01810,MA,23.544,89741.09489,02/10/2014,,
02453,MA,5,27725.3292,12/04/2014,,
01952,MA,9.69,48958.5819,11/05/2014,,
02719,MA,5,20365.75416,06/12/2014,,
02341,MA,6.9,43900.79035,12/16/2014,,
01230,MA,11,39533.63402,08/18/2014,,
01929,MA,6.75,34182.261,08/22/2014,,
02126,MA,7,28229.42609,12/26/2014,,
01854,MA,6.885,35400.70852,12/03/2014,,
02155,MA,4.25,20763.86686,10/16/2014,,
01515,MA,5.215,23270.7044,11/24/2014,,
01504,MA,9.25,45019.40145,06/03/2014,,
01760,MA,10,35843.3288,09/26/2014,,
02364,MA,5.635,36434.85321,12/17/2014,,
02021,MA,6.37,42408.08355,08/05/2014,,
02072,MA,4.02,27237.20961,07/30/2014,,
01908,MA,6.885,35437.66516,07/24/2014,,
02169,MA,6.5,31635.25507,06/02/2014,,
02135,MA,3.685,21198.42948,07/11/2014,,
01431,MA,6.6,30025.75228,09/26/2014,,
02333,MA,6.5,33456.03828,07/21/2014,,
02702,MA,8.5,35425.69938,10/03/2014,,
01230,MA,11,47454.41352,09/05/2014,,
02476,MA,5.025,33565.96628,08/01/2014,,
01740,MA,9.92,35004.48836,12/12/2014,,
02420,MA,4.5,17242.60833,11/12/2014,,
01082,MA,6.63,39667.88873,12/11/2014,,
02368,MA,5.865,30187.64069,07/01/2014,,
01930,MA,7.75,37796.82155,08/18/2014,,
02072,MA,3,14620.02512,09/05/2014,,
01742,MA,6.54,33595.18596,01/17/2014,,
02638,MA,4.905,18044.59011,11/10/2014,,
01810,MA,9.18,34652.27508,06/28/2014,,
02332,MA,6.5,26355.8276,09/19/2014,,
01002,MA,5.13,19211.43753,10/24/2014,,
01851,MA,4,46401.25927,08/29/2014,,
01056,MA,13.25,54153.67051,07/07/2014,,
02780,MA,9.483,55102.99218,04/16/2014,,
01028,MA,10.07,35727.28595,11/10/2014,,
02370,MA,2.55,13056.10957,12/09/2014,,
01760,MA,3.57,24478.13864,12/17/2014,,
01760,MA,4.37,18618.00709,11/04/2014,,
02351,MA,7.65,37309.12063,08/22/2014,,
01028,MA,6.37,23954.68443,12/19/2014,,
01772,MA,10.5,51103.10435,06/05/2014,,
01906,MA,6.86,48598.91038,01/23/2014,,
02532,MA,5.145,31672.64364,07/21/2014,,
01966,MA,3.75,21760.93129,10/16/2014,,
01002,MA,6.21,23012.86726,11/24/2014,,
01440,MA,9.25,45112.3354,08/25/2014,,
01862,MA,5.1,19902.14376,05/28/2014,,
01826,MA,7.75,37863.52192,10/03/2014,,
02420,MA,12.395,77030.54236,12/05/2014,,
01760,MA,3.6,16088.15862,08/19/2014,,
01982,MA,9.5,46331.58771,08/15/2014,,
02333,MA,5.5,25969.17261,11/17/2014,,
02667,MA,3.924,20995.88307,11/18/2014,,
01970,MA,2.805,15553.90968,12/23/2014,,
02702,MA,5.4,16383.14907,12/31/2014,,
02364,MA,8.16,44748.25184,10/03/2014,,
02072,MA,4.2,31078.3801,12/12/2014,,
01056,MA,9,48208.06543,10/12/2014,,
01970,MA,6.25,26030.10936,09/17/2014,,
02494,MA,8.25,28972.46492,12/09/2014,,
02382,MA,7.14,39591.7701,12/27/2014,,
01907,MA,4.75,23802.98225,09/19/2014,,
02020,MA,11.772,59274.08477,10/20/2014,,
02745,MA,3.5,23484.93379,11/05/2014,,
02382,MA,4.335,21686.08865,11/03/2014,,
01516,MA,5.25,25604.29847,08/26/2014,,
01845,MA,7.14,39591.7701,12/02/2014,,
02035,MA,8.67,46167.98604,11/10/2014,,
01844,MA,4.845,26865.84399,12/22/2014,,
01747,MA,14.061,60893.99558,11/17/2014,,
01730,MA,6.48,26248.26275,08/11/2014,,
02571,MA,4,19493.36683,09/30/2014,,
02189,MA,10,42142.50038,12/05/2014,,
01057,MA,4.25,18910.85213,08/19/2014,,
01876,MA,10.75,52388.42336,09/05/2014,,
01543,MA,6.03,43871.91063,09/23/2014,,
02188,MA,11,38801.85016,07/24/2014,,
01504,MA,11.75,57186.80725,06/04/2014,,
01420,MA,3.825,19667.34034,12/15/2014,,
02131,MA,3.35,28210.50281,06/26/2014,,
02148,MA,3.25,16756.01029,08/25/2014,,
01730,MA,5,17548.33406,10/15/2014,,
01970,MA,7.25,30670.79081,11/04/2014,,
02151,MA,2.55,14139.91789,12/12/2014,,
02780,MA,5,21676.16647,12/26/2014,,
01073,MA,4.86,19246.10939,05/06/2014,,
01938,MA,9.81,48289.45792,12/19/2014,,
01770,MA,6,28616.98552,07/23/2014,,
01801,MA,5,24465.27637,04/22/2014,,
01523,MA,7.65,38824.1935,10/17/2014,,
02186,MA,6.1,19714.15905,09/04/2014,,
02740,MA,4.4,20703.25946,12/01/2014,,
02333,MA,13.25,72796.82761,08/05/2014,,
01602,MA,4.95,27221.2323,12/04/2014,,
02359,MA,2.75,13411.77539,08/25/2014,,
02492,MA,8.91,35244.43848,12/04/2014,,
01050,MA,8.5,63931.63417,03/26/2014,,
02131,MA,2.75,13508.38065,11/05/2014,,
01756,MA,9,35355.90487,10/08/2014,,
02726,MA,5.75,23165.79386,08/15/2014,,
01915,MA,6.37,43239.56386,08/20/2014,,
01915,MA,3.35,24877.6797,05/16/2014,,
02493,MA,7.705,55146.42156,07/18/2014,,
01951,MA,8.04,44232.48312,08/14/2014,,
01540,MA,8.775,54832.99821,11/13/2014,,
02571,MA,4.335,24037.86042,12/01/2014,,
02747,MA,329.4,749632.4099,12/17/2014,,
02148,MA,4.335,22312.60399,07/09/2014,,
01507,MA,10.2,52446.24091,12/15/2014,,
02719,MA,4.335,21405.56725,12/17/2014,,
01543,MA,9,38290.54199,09/26/2014,,
02127,MA,3.35,18303.75135,06/24/2014,,
01907,MA,6.75,35131.46361,11/05/2014,,
01524,MA,10.455,57973.66336,12/29/2014,,
02186,MA,5.1,28382.67155,12/30/2014,,
01035,MA,15.696,62832.0095,10/14/2014,,
02494,MA,9.99,37453.2299,10/20/2014,,
01507,MA,9.88,39246.16127,12/18/2014,,
02333,MA,7.905,39545.22047,11/18/2014,,
01516,MA,5.39,25796.05106,10/10/2014,,
01801,MA,6.63,28322.18872,02/06/2014,,
01543,MA,7.25,27781.03708,08/25/2014,,
01129,MA,4.59,23420.97574,11/14/2014,,
01532,MA,9.25,45036.97461,07/08/2014,,
01844,MA,3.06,16967.90147,12/04/2014,,
02169,MA,3,14679.16582,04/04/2014,,
02633,MA,6.05,23364.73677,11/05/2014,,
01752,MA,6.25,30430.38825,07/01/2014,,
02465,MA,7.29,35622.1851,07/03/2014,,
01906,MA,8.5,41385.32802,07/08/2014,,
02745,MA,6.615,35346.77015,12/16/2014,,
02333,MA,9.18,46185.35748,12/02/2014,,
01746,MA,10.78,42044.70559,12/23/2014,,
02719,MA,4.5,30666.8354,12/17/2014,,
02703,MA,3.57,19683.64038,11/13/2014,,
02301,MA,7.25,35299.25037,07/30/2014,,
02155,MA,7.14,36062.72864,09/12/2014,,
01257,MA,7,34139.06463,08/11/2014,,
02702,MA,8.085,31681.59444,09/08/2014,,
02130,MA,4,19467.84928,06/26/2014,,
01606,MA,6.25,30430.38825,07/30/2014,,
02702,MA,6.75,34026.54038,12/02/2014,,
02653,MA,3.185,15501.27499,06/12/2014,,
01913,MA,8.28,45237.78742,11/20/2014,,
02739,MA,9.945,50844.64255,11/18/2014,,
01606,MA,3.06,14912.42563,09/02/2014,,
02356,MA,5.2,20970.43081,12/22/2014,,
01757,MA,6.885,38177.27421,12/02/2014,,
01230,MA,6.25,30682.41548,03/27/2014,,
01062,MA,4.5,19174.83828,06/06/2014,,
01966,MA,5.94,24239.73119,08/15/2014,,
02660,MA,7.42,36187.40851,08/21/2014,,
01585,MA,5,22626.22936,09/05/2014,,
02360,MA,8.91,31618.90736,10/03/2014,,
01760,MA,3,22622.25552,12/17/2014,,
02382,MA,5.1,34684.80988,11/20/2014,,
01093,MA,6.21,29938.31457,12/17/2014,,
01453,MA,6.75,32851.99565,06/20/2014,,
02739,MA,4.25,15286.23423,12/01/2014,,
01602,MA,5.61,24394.25692,12/17/2014,,
02740,MA,97.4,383762.9586,06/17/2014,,
01360,MA,3.3,17869.71762,07/01/2014,,
01002,MA,6.555,33677.24171,08/07/2014,,
02170,MA,3.18,15482.98154,07/29/2014,,
01002,MA,8.32,34828.75158,05/02/2014,,
01001,MA,8.1,34576.40927,12/09/2014,,
02368,MA,3.9,26270.818,11/25/2014,,
02747,MA,9.75,47550.84002,08/13/2014,,
02747,MA,9.62,40014.8522,05/20/2014,,
01810,MA,5,19004.45292,12/11/2014,,
01463,MA,5.635,22081.11128,09/02/2014,,
02125,MA,3,14620.02512,09/26/2014,,
01970,MA,6.25,25241.92093,09/15/2014,,
01338,MA,8.16,31999.07314,11/10/2014,,
02747,MA,8.82,34561.73939,09/26/2014,,
01824,MA,4.335,34656.6615,12/15/2014,,
01775,MA,7.65,30564.71728,05/08/2014,,
02543,MA,7.5,30119.78945,12/24/2014,,
01907,MA,10,51829.22631,12/12/2014,,
01420,MA,7.65,34263.47813,08/26/2014,,
01803,MA,8.415,46661.72904,12/31/2014,,
01913,MA,7.905,39380.0494,12/12/2014,,
01028,MA,9.435,37380.3709,11/20/2014,,
02333,MA,2.5,12190.06305,05/20/2014,,
02176,MA,6.375,23878.57872,09/25/2014,,
01570,MA,5.5,22075.00659,10/29/2014,,
01851,MA,4.5,22550.19528,09/26/2014,,
01801,MA,5.5,27912.81886,10/10/2014,,
01754,MA,4.25,20692.66401,07/16/2014,,
01506,MA,10.791,55437.7827,11/14/2014,,
02067,MA,5.39,26823.55078,08/13/2014,,
02739,MA,4.25,15286.23423,12/01/2014,,
02638,MA,4.75,23206.67473,10/28/2014,,
02472,MA,4.02,24399.97578,08/29/2014,,
02481,MA,8.37,31014.46906,06/24/2014,,
02148,MA,4.25,20692.66401,07/14/2014,,
02777,MA,3.185,13346.28009,11/04/2014,,
01230,MA,12,54419.77686,10/30/2014,,
02131,MA,3.25,18021.46398,12/30/2014,,
02180,MA,4.5,21942.11349,05/20/2014,,
02667,MA,2.55,9779.207979,10/29/2014,,
01030,MA,7.14,39591.7701,12/31/2014,,
02151,MA,6,42078.74122,03/07/2014,,
02148,MA,5.25,25585.04396,09/26/2014,,
01453,MA,12.925,53501.97905,10/30/2014,,
01605,MA,11,53557.48332,07/14/2014,,
02472,MA,3.35,24140.00133,08/05/2014,,
01773,MA,9,21151.82509,12/17/2013,,
01519,MA,9.18,45650.28253,09/29/2014,,
01462,MA,8.415,42096.52502,11/18/2014,,
01821,MA,6.63,36763.78652,12/16/2014,,
01886,MA,4,19070.54623,06/09/2014,,
01519,MA,10.53,34053.46814,08/25/2014,,
01826,MA,5,24385.04616,08/29/2014,,
01720,MA,8.25,34297.38547,09/24/2014,,
01605,MA,10.25,49886.36377,06/18/2014,,
02667,MA,5.232,27654.57917,10/01/2014,,
01360,MA,8.1,32247.97942,08/27/2014,,
01886,MA,6.885,34984.72776,12/04/2014,,
01921,MA,6.05,26005.74265,09/11/2014,,
01904,MA,13,47055.59515,09/02/2014,,
02155,MA,5.865,32521.81115,12/26/2014,,
01235,MA,9.35,36335.02214,10/02/2014,,
01742,MA,4.24,15030.66694,04/14/2014,,
02169,MA,3.5,18163.98996,03/24/2014,,
02364,MA,6.3,43827.89794,12/03/2014,,
02067,MA,6.5,32830.82255,12/19/2014,,
02743,MA,8.25,30600.74466,08/25/2014,,
01824,MA,8.4,55450.6584,12/12/2014,,
01803,MA,4.59,23183.18269,09/10/2014,,
02324,MA,6,24910.90101,06/03/2014,,
02072,MA,4.845,24106.52538,10/10/2014,,
01590,MA,11.985,57466.54188,12/18/2014,,
01821,MA,4.59,25451.85221,12/22/2014,,
02445,MA,4.845,34656.1574,12/15/2014,,
01776,MA,7.14,38799.87865,11/06/2014,,
01801,MA,5.635,39773.45492,02/20/2014,,
02149,MA,4.41,21649.51236,03/14/2014,,
01721,MA,8,31372.10837,08/12/2014,,
01803,MA,10.25,49951.7525,09/12/2014,,
01854,MA,5.47,21108.13369,09/25/2014,,
01007,MA,9.72,37602.88928,10/09/2014,,
01007,MA,5.25,25551.55217,06/26/2014,,
01862,MA,5,19225.47087,05/28/2014,,
01730,MA,5.775,20204.92854,11/14/2014,,
01606,MA,4,19475.44848,07/08/2014,,
02324,MA,10.965,53476.90389,08/28/2014,,
01230,MA,10,40523.96549,08/11/2014,,
01420,MA,4.845,26865.84399,12/22/2014,,
02740,MA,3.5,17056.69598,09/04/2014,,
01801,MA,7.905,40671.81354,06/16/2014,,
01906,MA,10.71,54023.28174,06/30/2014,,
02066,MA,6.885,38177.77831,12/29/2014,,
02301,MA,2.45,10210.93688,10/21/2014,,
01524,MA,7.02,28082.61541,08/25/2014,,
02667,MA,4.578,21905.90496,07/25/2014,,
02351,MA,3.825,21209.87684,12/12/2014,,
01906,MA,9.75,47773.2627,12/18/2014,,
01844,MA,8.67,44239.62084,11/07/2014,,
02151,MA,6.375,35349.79473,12/31/2014,,
01830,MA,5.1,26239.8797,06/09/2014,,
02136,MA,5.75,28037.14502,05/23/2014,,
01007,MA,4.83,25380.27045,12/19/2014,,
01844,MA,8,38950.89696,07/10/2014,,
01907,MA,4.675,17402.76265,10/24/2014,,
02189,MA,5.2,20427.85614,10/08/2014,,
02368,MA,6.5,31700.56001,08/28/2014,,
01230,MA,4.4,18905.33875,10/06/2014,,
02338,MA,4,20325.18679,12/18/2014,,
02667,MA,3.18,14013.74063,10/31/2014,,
01824,MA,8.4,55450.6584,12/12/2014,,
02339,MA,101.4,,12/19/2014,,
01801,MA,3.825,21723.35827,09/03/2014,,
02474,MA,6.5,25793.90147,09/29/2014,,
01571,MA,7.83,32887.56434,08/25/2014,,
02667,MA,3,11342.60501,10/23/2014,,
01532,MA,5.5,26823.55078,08/25/2014,,
02140,MA,35.1,165449.1776,04/23/2014,,
02026,MA,6.37,25024.12378,10/10/2014,,
01930,MA,6,40324.57575,12/12/2014,,
01851,MA,2.55,14139.91789,12/30/2014,,
01915,MA,14.025,70744.77371,06/03/2014,,
01089,MA,9.54,42222.03582,09/05/2014,,
02126,MA,4.5,16139.88338,11/10/2014,,
02019,MA,5.1,23024.05317,09/25/2014,,
01801,MA,7.25,26776.42683,09/26/2014,,
01606,MA,3.825,18640.03475,09/29/2014,,
02030,MA,24.91,85133.87492,11/12/2014,,
01832,MA,5.4,21454.36451,06/17/2014,,
01540,MA,5.94,30405.54711,07/02/2014,,
01501,MA,7.395,36794.17031,10/24/2014,,
02370,MA,7.905,43833.74546,12/16/2014,,
01826,MA,6.885,37756.33749,10/14/2014,,
01906,MA,9.435,48143.1168,11/14/2014,,
02186,MA,6,38459.41724,12/23/2014,,
02343,MA,6.63,33512.02058,08/27/2014,,
02151,MA,6.25,32198.86485,09/26/2014,,
01379,MA,8.04,47077.33313,11/03/2014,,
01754,MA,4.48,24348.3135,10/09/2014,,
01267,MA,3.25,13359.5759,12/16/2014,,
02072,MA,2.5,12190.06305,05/02/2014,,
02176,MA,6.5,31694.16393,05/15/2014,,
02368,MA,6.12,38628.17064,10/20/2014,,
02535,MA,9.81,56710.90064,12/23/2014,,
02651,MA,6.375,35349.29063,12/09/2014,,
02740,MA,5.1,30749.91057,12/26/2014,,
01507,MA,7.75,37796.82155,08/27/2014,,
01701,MA,2.5,12183.35427,09/19/2014,,
02492,MA,7.75,29686.35884,09/03/2014,,
01035,MA,13.11,63289.36511,12/08/2014,,
02356,MA,2745.6,,07/31/2014,,
01355,MA,7.65,27868.62419,08/25/2014,,
01930,MA,6.12,30754.25309,10/03/2014,,
01001,MA,7.75,37733.68143,07/01/2014,,
01810,MA,4.86,20074.36719,08/11/2014,,
02766,MA,5.1,28279.83578,12/11/2014,,
02492,MA,7.29,27920.26975,09/04/2014,,
02703,MA,5.695,40725.69509,10/14/2014,,
02537,MA,11.13,54270.16071,05/15/2014,,
02370,MA,3.78,15280.87112,06/12/2014,,
01532,MA,4,19475.44848,07/09/2014,,
01007,MA,8.64,23609.01305,07/08/2014,,
01002,MA,5.7,22249.98209,11/10/2014,,
02739,MA,3.78,15986.39697,05/29/2014,,
02540,MA,9.25,45191.94552,10/20/2014,,
02067,MA,7.5,41587.9938,12/01/2014,,
02630,MA,8.829,42711.12168,12/08/2014,,
01002,MA,4.5,17969.40432,11/10/2014,,
01571,MA,7.83,32887.56434,08/25/2014,,
01906,MA,7.8,51411.04219,11/14/2014,,
02723,MA,5.25,25649.48259,10/17/2014,,
01588,MA,4.08,20588.33125,07/30/2014,,
02149,MA,4.59,23659.86752,05/20/2014,,
01824,MA,12.495,63268.72372,10/06/2014,,
01453,MA,8.925,41764.04115,09/11/2014,,
01220,MA,3.575,15271.75723,08/27/2014,,
02745,MA,6.03,39871.14297,08/05/2014,,
01606,MA,5.61,28681.87599,11/17/2014,,
01742,MA,7.95,30862.36586,02/06/2014,,
01590,MA,9.945,51135.58898,12/15/2014,,
01516,MA,6.5,21387.03213,10/08/2014,,
01772,MA,15.5,75842.35675,04/04/2014,,
01886,MA,6.7,36700.86892,06/03/2014,,
01301,MA,5.04,22532.41,11/24/2014,,
02066,MA,4.59,17494.52883,08/26/2014,,
02330,MA,6.5,31756.50226,10/21/2014,,
01801,MA,4.335,22349.93988,08/13/2014,,
02169,MA,2.25,11432.91757,12/05/2014,,
01843,MA,4.5,21946.54155,08/21/2014,,
02631,MA,9.81,46573.87682,10/20/2014,,
01062,MA,4.32,21658.23366,10/03/2014,,
01420,MA,4,20040.99514,10/10/2014,,
02148,MA,6.75,32913.17024,05/08/2014,,
02038,MA,4.9,33855.56071,11/17/2014,,
02169,MA,2.04,10222.75917,09/04/2014,,
01534,MA,9.18,50615.07527,11/12/2014,,
01201,MA,3.3,16047.65547,11/21/2014,,
02131,MA,5.1,28279.83578,12/29/2014,,
01535,MA,5.4,24243.43189,06/17/2014,,
02421,MA,9.5,35110.3487,12/01/2014,,
02764,MA,10.92,42751.39162,07/09/2014,,
01730,MA,10.26,38878.72136,08/11/2014,,
01038,MA,5,25061.93071,11/13/2014,,
01606,MA,4.59,25451.85221,12/23/2014,,
02638,MA,2.5,12183.35427,09/08/2014,,
01721,MA,5,20801.93734,08/12/2014,,
01810,MA,7.75,26741.08007,11/17/2014,,
01527,MA,5.61,27947.13183,12/04/2014,,
01930,MA,4.75,23148.37311,09/08/2014,,
02364,MA,7.02,33557.20063,10/22/2014,,
01905,MA,329.4,750543.8171,12/31/2014,,
02120,MA,4.69,34990.59346,09/03/2014,,
02745,MA,6.5,24063.56936,12/31/2014,,
01002,MA,9.5,36119.55069,12/30/2014,,
01543,MA,10.71,55068.55295,12/16/2014,,
01970,MA,8.925,44461.3461,12/09/2014,,
02790,MA,6.63,32654.54822,10/01/2014,,
02631,MA,6.48,29735.15325,06/26/2014,,
01770,MA,6,28509.67182,07/23/2014,,
01366,MA,7.15,30589.25933,11/13/2014,,
01540,MA,4.845,24375.60534,12/12/2014,,
02747,MA,8.25,34383.76704,10/30/2014,,
02324,MA,5.88,38304.53461,11/17/2014,,
01720,MA,3.5,18031.36432,09/23/2014,,
01543,MA,4.08,22495.58901,11/14/2014,,
01602,MA,4.08,19933.31218,10/02/2014,,
01501,MA,9.18,50903.70441,12/04/2014,,
01529,MA,8.25,40205.06909,09/10/2014,,
01072,MA,5.886,28784.54198,09/24/2014,,
01915,MA,6.12,31487.85564,06/23/2014,,
01810,MA,6,22248.9706,06/28/2014,,
01760,MA,14.85,55566.04106,09/25/2014,,
02667,MA,6.213,35100.73768,11/10/2014,,
01757,MA,6.5,32280.87252,06/30/2014,,
01230,MA,5,20318.85124,09/25/2014,,
02368,MA,8.67,48075.72083,12/04/2014,,
01908,MA,6.885,34442.61138,11/14/2014,,
01748,MA,9.315,55164.73339,06/27/2014,,
02148,MA,5.25,25649.48259,10/15/2014,,
02721,MA,7.65,38269.5682,11/19/2014,,
02721,MA,10.2,52148.86543,11/10/2014,,
01612,MA,6.75,,07/28/2014,,
02492,MA,6.21,25181.25279,09/24/2014,,
01752,MA,0.84,1192.374397,07/21/2014,,
01906,MA,9.99,39971.37049,08/22/2014,,
02631,MA,3.924,25083.75238,08/18/2014,,
01906,MA,5.145,36449.18278,01/31/2014,,
01905,MA,3.5,17099.65506,10/07/2014,,
02379,MA,7,34132.17654,05/29/2014,,
02359,MA,6.375,35349.79473,12/18/2014,,
02324,MA,8,39016.07386,08/25/2014,,
02723,MA,8.925,43527.80506,08/25/2014,,
01902,MA,4.75,23118.07102,06/12/2014,,
01129,MA,3.825,19628.77693,12/30/2014,,
02451,MA,4.59,25451.85221,12/31/2014,,
02468,MA,3.924,23624.04366,05/12/2014,,
01701,MA,9.18,42536.70415,12/17/2014,,
02770,MA,10.8,42459.83956,08/21/2014,,
02667,MA,3.57,12992.74665,10/29/2014,,
01056,MA,6.21,25465.15441,08/01/2014,,
01258,MA,10.75,59609.45778,12/01/2014,,
01879,MA,5.61,27912.81886,10/31/2014,,
01907,MA,4.25,20727.28924,08/13/2014,,
01803,MA,5,24465.27637,04/30/2014,,
01773,MA,7,34139.06463,08/13/2014,,
01220,MA,3.85,16846.84392,09/30/2014,,
01904,MA,6.37,39810.25816,05/21/2014,,
02136,MA,5.88,35815.28043,06/26/2014,,
02571,MA,2,9746.683415,09/10/2014,,
02302,MA,7,34113.39195,09/02/2014,,
01267,MA,4.5,17519.85715,05/16/2014,,
02460,MA,2.94,22813.03369,10/21/2014,,
01570,MA,6.47,27367.62834,11/24/2014,,
02332,MA,6.21,29337.51708,09/30/2014,,
02667,MA,6.213,34954.38702,10/01/2014,,
01527,MA,10.25,40630.2097,12/05/2014,,
01742,MA,5.565,19727.75035,04/14/2014,,
02702,MA,7,34082.03484,07/09/2014,,
01966,MA,4.295,17743.84695,11/24/2014,,
02743,MA,5.865,34859.61091,12/15/2014,,
01803,MA,10.05,55968.83767,09/10/2014,,
02420,MA,5,18545.39849,10/22/2014,,
02632,MA,11.5,63768.25716,12/29/2014,,
02050,MA,7.25,35358.31694,08/19/2014,,
01730,MA,1.5,9746.209359,12/31/2014,,
02492,MA,10.8,40401.05091,10/23/2014,,
02324,MA,7.14,39591.7701,12/19/2014,,
02056,MA,6.25,24061.65748,10/17/2014,,
01843,MA,11.75,59705.23619,12/16/2014,,
01730,MA,7.56,30072.40434,12/08/2014,,
01862,MA,8.75,42673.83079,08/20/2014,,
02667,MA,3.825,14183.41349,09/22/2014,,
02171,MA,2.55,13037.21636,11/18/2014,,
01501,MA,13.44,43476.99469,10/10/2014,,
01835,MA,5.36,37831.81527,10/08/2014,,
01801,MA,5.025,40951.89652,11/04/2014,,
02370,MA,5.1,28119.48626,11/25/2014,,
02451,MA,7.84,38488.02197,03/19/2014,,
02053,MA,4.08,20526.82555,12/05/2014,,
01983,MA,11.5,42263.11157,06/06/2014,,
01915,MA,5.1,25375.28987,10/27/2014,,
02072,MA,11,60322.39832,10/14/2014,,
01462,MA,7,34068.73623,06/18/2014,,
02492,MA,3.51,15570.15822,10/20/2014,,
01540,MA,5.61,28064.35001,11/19/2014,,
02740,MA,7.75,30610.64217,11/17/2014,,
02368,MA,17,82909.15695,08/15/2014,,
01803,MA,8.75,42585.92029,06/18/2014,,
02634,MA,4.86,23126.95733,12/11/2014,,
01201,MA,6.48,27067.93223,09/22/2014,,
01826,MA,9.25,45036.97461,07/07/2014,,
