Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=TX
78253,TX,10.32,39882.92,04/24/2012,,
78210,TX,5.94,22269.0,04/23/2012,,
78207,TX,6.58,36900.0,04/24/2012,,
78148,TX,6.58,35400.0,04/24/2012,,
78109,TX,6.58,33900.0,04/24/2012,,
78209,TX,4.6,18501.35,04/12/2012,,
78233,TX,5.52,22817.66,04/12/2012,,
78240,TX,5.0,24600.44,04/13/2012,,
78266,TX,18.1,87103.0,04/11/2012,,
78266,TX,28.91,135350.0,04/11/2012,,
78258,TX,6.48,23198.4,04/06/2012,,
78213,TX,6.11,24588.16,04/09/2012,,
78261,TX,24.96,129792.0,04/09/2012,,
78256,TX,5.0,22528.8,04/04/2012,,
78230,TX,3.5,15341.63,04/04/2012,,
78237,TX,3.5,15489.98,04/04/2012,,
78251,TX,3.05,12335.25,04/04/2012,,
78260,TX,6.11,31161.0,04/04/2012,,
78232,TX,4.81,19095.7,04/04/2012,,
78261,TX,4.35,19140.0,04/04/2012,,
78250,TX,5.8,26726.4,04/04/2012,,
78261,TX,3.48,15777.0,04/04/2012,,
78261,TX,6.67,25346.0,04/04/2012,,
78210,TX,25.76,99102.0,04/02/2012,,
78258,TX,24.03,79298.5,03/30/2012,,
78229,TX,9.12,44560.7,04/02/2012,,
78209,TX,5.0,21696.76,03/27/2012,,
78217,TX,6.38,24244.0,03/27/2012,,
78255,TX,4.32,24955.31,03/27/2012,,
78209,TX,4.7,26085.0,03/27/2012,,
78207,TX,48.0,391634.48,03/22/2012,,
78229,TX,132.6,798616.8,03/22/2012,,
78207,TX,141.68,761459.0,03/22/2012,,
78263,TX,5.28,18975.78,03/22/2012,,
78239,TX,5.76,21071.72,03/14/2012,,
78223,TX,2.99,13103.36,03/20/2012,,
78230,TX,10.0,48376.55,03/14/2012,,
78230,TX,6.7,34608.0,03/14/2012,,
78245,TX,7.2,32838.09,03/15/2012,,
78232,TX,5.17,28435.0,03/14/2012,,
78233,TX,7.2,34560.0,03/14/2012,,
78249,TX,6.11,31000.0,03/14/2012,,
78261,TX,5.64,30721.53,03/14/2012,,
78255,TX,3.89,41623.0,03/15/2012,,
78209,TX,7.29,32846.0,03/05/2012,,
78023,TX,9.87,37012.5,03/02/2012,,
78207,TX,26.88,122990.97,03/06/2012,,
78258,TX,5.64,22530.0,03/02/2012,,
78073,TX,5.52,24326.11,03/02/2012,,
78216,TX,7.77,38694.1,02/27/2012,,
78254,TX,4.6,17126.58,02/28/2012,,
78255,TX,5.8,20880.0,02/27/2012,,
78209,TX,9.66,34181.77,02/17/2012,,
78209,TX,3.29,18259.5,02/16/2012,,
78209,TX,5.98,26570.0,02/16/2012,,
78225,TX,33.8,143143.2,02/16/2012,,
78209,TX,5.06,20746.0,02/16/2012,,
78015,TX,6.44,24445.05,02/16/2012,,
78257,TX,2.76,16293.3,02/16/2012,,
78213,TX,5.28,25236.0,02/15/2012,,
78232,TX,8.1,48618.98,02/15/2012,,
78069,TX,9.6,41000.0,02/16/2012,,
78261,TX,4.55,27941.0,03/02/2012,,
78260,TX,6.44,24276.02,03/02/2012,,
78253,TX,5.2,24856.0,03/14/2012,,
78217,TX,5.3,24288.0,02/17/2012,,
78233,TX,2.76,11084.31,02/16/2012,,
78259,TX,6.24,26520.0,02/16/2012,,
78163,TX,7.76,37224.0,02/14/2012,,
78239,TX,5.85,21323.68,02/14/2012,,
78239,TX,6.37,23845.5,02/14/2012,,
78261,TX,12.22,62322.0,02/14/2012,,
78233,TX,10.0,37021.25,02/14/2012,,
78247,TX,13.5,49046.0,02/14/2012,,
78215,TX,16.92,83754.0,02/14/2012,,
78215,TX,16.92,83754.0,02/14/2012,,
78215,TX,17.62,87243.0,02/14/2012,,
78215,TX,17.62,87243.0,02/14/2012,,
78209,TX,6.58,30268.0,02/10/2012,,
78261,TX,7.52,43144.44,02/09/2012,,
78260,TX,6.9,35437.97,02/10/2012,,
78245,TX,4.32,15969.75,02/10/2012,,
78240,TX,28.75,128920.0,02/10/2012,,
78023,TX,6.0,30000.0,02/10/2012,,
78251,TX,5.28,23232.0,02/09/2012,,
78233,TX,6.6,31136.4,02/10/2012,,
78244,TX,1.02,3464.0,02/02/2012,,
78256,TX,15.84,66185.51,02/02/2012,,
78256,TX,7.02,33134.4,02/02/2012,,
78261,TX,4.86,15917.0,02/02/2012,,
78230,TX,10.18,41980.76,02/02/2012,,
78256,TX,6.9,56139.76,01/30/2012,,
78260,TX,7.52,30004.8,01/27/2012,,
78263,TX,11.1,44840.65,01/30/2012,,
78212,TX,12.65,60792.78,01/30/2012,,
78212,TX,6.21,33388.34,01/27/2012,,
78260,TX,7.36,28460.0,01/27/2012,,
78209,TX,5.88,26890.51,01/30/2012,,
78247,TX,5.98,18885.0,01/27/2012,,
78258,TX,10.8,58895.25,01/24/2012,,
78233,TX,8.64,28952.0,01/20/2012,,
78233,TX,5.17,21455.5,01/20/2012,,
78112,TX,9.17,43803.6,01/24/2012,,
78112,TX,10.58,58393.99,01/24/2012,,
78070,TX,13.16,67492.56,01/20/2012,,
78259,TX,7.36,37800.5,01/20/2012,,
78213,TX,6.6,29700.0,01/24/2012,,
78023,TX,4.6,20240.0,01/20/2012,,
78253,TX,4.6,27129.28,01/10/2012,,
78023,TX,13.44,73920.0,01/09/2012,,
78209,TX,26.88,124561.47,01/06/2012,,
78266,TX,15.66,53009.1,01/03/2012,,
78254,TX,3.5,18673.44,01/05/2012,,
78247,TX,4.14,15681.5,01/04/2012,,
78254,TX,4.05,18225.0,01/03/2012,,
78259,TX,3.6,18417.07,12/30/2011,,
78015,TX,5.76,31680.0,01/03/2012,,
78258,TX,5.52,30250.0,12/30/2011,,
78264,TX,12.42,49680.0,12/30/2011,,
78264,TX,6.11,20384.5,12/30/2011,,
78233,TX,4.86,19391.4,12/30/2011,,
78250,TX,6.48,30771.95,12/21/2011,,
78225,TX,18.0,85051.71,12/22/2011,,
78023,TX,5.52,24596.68,12/19/2011,,
78023,TX,4.17,21000.0,12/19/2011,,
78249,TX,33.1,157096.0,12/30/2011,,
78249,TX,139.7,616934.86,12/30/2011,,
78240,TX,7.2,34860.74,12/19/2011,,
78163,TX,4.0,21057.3,12/16/2011,,
78213,TX,5.94,28684.06,12/16/2011,,
78260,TX,4.62,20800.0,12/14/2011,,
78216,TX,8.46,39547.12,12/16/2011,,
78260,TX,9.2,51060.0,12/16/2011,,
78232,TX,5.98,27508.0,12/14/2011,,
78249,TX,5.76,30240.0,12/16/2011,,
78255,TX,5.06,27335.63,12/16/2011,,
78255,TX,4.5,25560.0,12/14/2011,,
78258,TX,6.11,31221.0,12/12/2011,,
78233,TX,1.0,6198.0,12/12/2011,,
78216,TX,23.2,204876.0,12/06/2011,,
78253,TX,4.6,26220.0,12/05/2011,,
78163,TX,2.64,13944.97,11/30/2011,,
78209,TX,12.0,46802.0,11/30/2011,,
78244,TX,6.11,33094.0,11/28/2011,,
78239,TX,6.66,29356.57,11/29/2011,,
78233,TX,5.98,25385.0,11/16/2011,,
78260,TX,5.98,18883.72,11/15/2011,,
78006,TX,5.98,18884.0,11/15/2011,,
78263,TX,8.46,29837.0,11/15/2011,,
78227,TX,81.54,298205.0,11/07/2011,,
78230,TX,9.2,52440.0,11/04/2011,,
78209,TX,5.98,35804.2,11/04/2011,,
78251,TX,6.0,29048.0,11/07/2011,,
78222,TX,43.68,219710.0,11/04/2011,,
78209,TX,5.17,26392.0,11/04/2011,,
78209,TX,8.97,48199.0,11/04/2011,,
78015,TX,7.48,35515.0,11/07/2011,,
78253,TX,4.32,24480.0,11/07/2011,,
78209,TX,4.9,25119.15,11/04/2011,,
78249,TX,10.5,46850.0,11/07/2011,,
78264,TX,31.68,139350.0,11/07/2011,,
78244,TX,8.28,37708.0,11/04/2011,,
78254,TX,18.48,101455.0,10/25/2011,,
78249,TX,36.0,237787.0,10/25/2011,,
78247,TX,5.98,35744.83,10/25/2011,,
78259,TX,10.58,46890.0,10/17/2011,,
78266,TX,6.66,33895.92,10/17/2011,,
78230,TX,36.0,237787.0,10/17/2011,,
78266,TX,28.8,144000.0,10/18/2011,,
78258,TX,6.58,39480.0,10/18/2011,,
78258,TX,8.28,41234.4,10/14/2011,,
78260,TX,1.0,9180.0,10/14/2011,,
78059,TX,8.5,42300.0,10/10/2011,,
78227,TX,4.14,20493.0,09/28/2011,,
78217,TX,4.23,25103.5,09/28/2011,,
78216,TX,5.64,26525.0,09/27/2011,,
78254,TX,1.05,5339.4,09/27/2011,,
78222,TX,5.52,25751.08,09/27/2011,,
78247,TX,6.11,32685.35,09/27/2011,,
78247,TX,8.14,42260.03,09/27/2011,,
78255,TX,3.5,18637.44,09/20/2011,,
78255,TX,4.7,24165.8,09/19/2011,,
78209,TX,3.29,20400.0,09/20/2011,,
78260,TX,5.52,26657.57,09/14/2011,,
78266,TX,1.6,17120.0,09/14/2011,,
78261,TX,5.98,30885.0,09/14/2011,,
78261,TX,5.98,34385.0,09/14/2011,,
78163,TX,6.1,31466.5,09/14/2011,,
78257,TX,38.64,238307.5,09/14/2011,,
78247,TX,26.91,154936.0,09/14/2011,,
78023,TX,2.93,12595.0,09/09/2011,,
78023,TX,10.21,58669.94,09/09/2011,,
78230,TX,9.43,52143.5,09/09/2011,,
78254,TX,7.59,39875.76,09/12/2011,,
78258,TX,12.0,68484.33,09/09/2011,,
78023,TX,9.72,46371.15,09/09/2011,,
78260,TX,5.95,30885.0,09/09/2011,,
78235,TX,10.1,48938.86,08/31/2011,,
78251,TX,5.28,31680.0,08/31/2011,,
78255,TX,4.44,27436.0,08/31/2011,,
78258,TX,6.21,34340.0,08/31/2011,,
78015,TX,11.04,54600.0,08/30/2011,,
78254,TX,5.52,24918.31,08/24/2011,,
78232,TX,5.52,25657.57,08/24/2011,,
78203,TX,20.6,124005.0,08/24/2011,,
78250,TX,4.1,21114.0,08/24/2011,,
78163,TX,5.55,35600.0,08/11/2011,,
78266,TX,7.0,57358.78,08/09/2011,,
78255,TX,5.52,25889.57,08/09/2011,,
78023,TX,7.2,36000.0,08/09/2011,,
78222,TX,8.28,41262.36,08/09/2011,,
78209,TX,3.29,21097.17,08/09/2011,,
78233,TX,10.81,54566.7,08/09/2011,,
78254,TX,3.5,18673.44,08/03/2011,,
78023,TX,6.11,44569.44,08/03/2011,,
78253,TX,8.4,45540.0,08/05/2011,,
78211,TX,2.94,22080.0,08/03/2011,,
78015,TX,82.3,575957.0,07/22/2011,,
78233,TX,22.77,107399.0,07/20/2011,,
78250,TX,1.08,4325.33,07/20/2011,,
78154,TX,5.55,29502.02,07/15/2011,,
78023,TX,4.7,43113.44,07/15/2011,,
78023,TX,5.17,45000.0,07/13/2011,,
78230,TX,5.28,31605.0,07/06/2011,,
78258,TX,6.44,32451.81,07/05/2011,,
78259,TX,4.28,24436.55,07/05/2011,,
78209,TX,5.52,32568.0,07/05/2011,,
78222,TX,5.75,28191.47,06/22/2011,,
78259,TX,5.55,28070.56,06/20/2011,,
78232,TX,4.7,28300.0,06/21/2011,,
78259,TX,2.8,27007.0,06/20/2011,,
78240,TX,4.32,33327.94,06/20/2011,,
78240,TX,4.32,33327.94,06/17/2011,,
78250,TX,4.6,23690.0,06/21/2011,,
78213,TX,8.28,42288.65,06/17/2011,,
78266,TX,2.76,19081.64,06/20/2011,,
78261,TX,6.11,32591.0,06/10/2011,,
78212,TX,2.0,12784.0,06/13/2011,,
78239,TX,6.9,33465.0,06/10/2011,,
78214,TX,5.76,30012.22,06/13/2011,,
78233,TX,3.45,14800.5,06/13/2011,,
78232,TX,3.76,26800.0,06/03/2011,,
78218,TX,4.7,32900.0,06/06/2011,,
78245,TX,4.7,32900.0,06/03/2011,,
78239,TX,4.35,26910.0,06/03/2011,,
78259,TX,2.9,13786.0,06/03/2011,,
78229,TX,181.3,871507.0,05/31/2011,,
78208,TX,41.4,204102.0,06/07/2011,,
78015,TX,4.6,29154.1,05/31/2011,,
78240,TX,11.44,104610.0,06/03/2011,,
78221,TX,7.2,36381.0,05/31/2011,,
78253,TX,4.6,27490.22,05/31/2011,,
78216,TX,3.01,22800.0,06/03/2011,,
78015,TX,41.2,264000.0,05/24/2011,,
78259,TX,4.6,26172.0,05/24/2011,,
78251,TX,3.15,21747.72,05/24/2011,,
78210,TX,5.98,30776.95,05/23/2011,,
78247,TX,5.98,32106.99,05/23/2011,,
78247,TX,9.2,48258.87,05/23/2011,,
78152,TX,11.66,52425.83,05/23/2011,,
78259,TX,6.44,34112.47,05/19/2011,,
78216,TX,3.29,19700.0,05/19/2011,,
78249,TX,39.6,200000.0,05/19/2011,,
78232,TX,4.95,23600.98,05/19/2011,,
78258,TX,6.51,48750.0,05/17/2011,,
78254,TX,5.28,27878.0,05/16/2011,,
78211,TX,3.43,25580.0,05/16/2011,,
78052,TX,2.82,23900.0,05/16/2011,,
78261,TX,3.68,15292.6,05/11/2011,,
78215,TX,39.0,203955.45,05/11/2011,,
78224,TX,4.6,23815.88,05/11/2011,,
78209,TX,1.0,9658.0,05/11/2011,,
78259,TX,4.86,25769.81,05/10/2011,,
78209,TX,1.0,9658.0,05/03/2011,,
78016,TX,11.2,54870.48,05/03/2011,,
78217,TX,5.04,32500.0,05/02/2011,,
78069,TX,11.04,49901.0,04/29/2011,,
78261,TX,11.96,63109.68,04/29/2011,,
78255,TX,2.2,11485.31,04/29/2011,,
78218,TX,39.0,227555.0,04/27/2011,,
78015,TX,3.52,19138.76,04/29/2011,,
78015,TX,9.2,47338.43,04/26/2011,,
78258,TX,11.96,67012.31,04/26/2011,,
78163,TX,12.21,60647.07,04/25/2011,,
78132,TX,6.18,38405.0,04/25/2011,,
78263,TX,5.06,23144.77,04/21/2011,,
78217,TX,5.75,32167.0,04/20/2011,,
78245,TX,7.29,40811.23,04/20/2011,,
78261,TX,2.17,11539.0,05/03/2011,,
78023,TX,8.0,38145.68,04/20/2011,,
78258,TX,5.06,25775.19,04/20/2011,,
78255,TX,11.5,72299.45,04/20/2011,,
78239,TX,2.8,21276.0,04/18/2011,,
78232,TX,18.6,78559.33,04/19/2011,,
78230,TX,7.38,36075.49,04/14/2011,,
78256,TX,8.28,40312.36,04/14/2011,,
78237,TX,5.4,25900.0,04/14/2011,,
78152,TX,6.9,34500.0,04/14/2011,,
78244,TX,5.76,30016.54,04/14/2011,,
78240,TX,6.12,31500.0,04/14/2011,,
78209,TX,10.8,53500.0,04/14/2011,,
78228,TX,4.6,33900.0,04/14/2011,,
78249,TX,14.58,98421.56,04/11/2011,,
78209,TX,12.42,60858.0,04/14/2011,,
78023,TX,9.45,47264.14,04/11/2011,,
78212,TX,5.5,30751.0,04/14/2011,,
78249,TX,12.0,69250.0,04/06/2011,,
78209,TX,2.7,15609.0,04/06/2011,,
78251,TX,1.8,11380.0,04/06/2011,,
78242,TX,12.0,70000.0,04/06/2011,,
78209,TX,12.0,70200.0,04/06/2011,,
78254,TX,4.37,24469.03,04/06/2011,,
78240,TX,17.94,99926.0,04/06/2011,,
78216,TX,37.2,193510.0,04/06/2011,,
78209,TX,7.92,44249.45,04/06/2011,,
78209,TX,4.76,33750.0,03/31/2011,,
78245,TX,3.68,24950.0,03/31/2011,,
78213,TX,8.1,44500.0,03/30/2011,,
78052,TX,5.4,24590.04,03/31/2011,,
78264,TX,3.6,18832.0,03/31/2011,,
78209,TX,10.5,57712.28,03/30/2011,,
78240,TX,6.24,32195.23,03/31/2011,,
78023,TX,5.24,29960.0,03/31/2011,,
78214,TX,6.44,33810.0,03/30/2011,,
78023,TX,5.22,26960.0,03/31/2011,,
78221,TX,4.32,22033.59,03/31/2011,,
78006,TX,7.2,42469.0,03/30/2011,,
78015,TX,5.2,26883.75,03/30/2011,,
78240,TX,3.08,12147.17,03/30/2011,,
78154,TX,12.24,96387.2,03/29/2011,,
78260,TX,6.44,27010.01,03/28/2011,,
78613,TX,8.33,43548.16,03/28/2011,,
78260,TX,6.44,27010.01,03/22/2011,,
78052,TX,9.66,51713.24,03/22/2011,,
78219,TX,16.3,107895.0,03/22/2011,,
78232,TX,33.6,236905.0,03/22/2011,,
78260,TX,11.96,62157.82,03/22/2011,,
78023,TX,5.94,32245.78,03/11/2011,,
78257,TX,8.64,52416.0,03/11/2011,,
78154,TX,21.6,107642.65,03/11/2011,,
78148,TX,4.6,21640.69,03/11/2011,,
78249,TX,6.24,32195.23,03/11/2011,,
78148,TX,6.24,32693.54,03/11/2011,,
78232,TX,12.21,58278.56,03/11/2011,,
78232,TX,6.21,38192.5,03/11/2011,,
78248,TX,6.75,29910.08,03/11/2011,,
78213,TX,6.58,36190.0,03/11/2011,,
78211,TX,400.0,1615756.88,03/11/2011,,
78244,TX,4.05,27990.0,03/07/2011,,
78202,TX,2.76,15650.0,03/07/2011,,
78209,TX,7.2,35113.59,03/08/2011,,
78217,TX,4.5,22304.03,03/07/2011,,
78148,TX,28.2,134091.0,03/11/2011,,
78266,TX,7.76,42264.75,03/07/2011,,
78240,TX,4.6,26439.0,03/07/2011,,
78251,TX,3.29,28500.0,03/07/2011,,
78257,TX,6.9,33189.0,03/03/2011,,
78240,TX,9.2,50600.0,03/07/2011,,
78231,TX,2.53,24800.0,03/07/2011,,
78211,TX,4.14,22800.0,03/07/2011,,
78251,TX,5.4,28759.0,03/22/2011,,
78251,TX,5.98,29375.0,03/03/2011,,
78266,TX,8.46,41031.0,03/03/2011,,
78217,TX,5.4,29318.35,03/22/2011,,
78229,TX,5.39,41900.0,03/03/2011,,
78261,TX,11.28,61476.0,03/03/2011,,
78244,TX,2.94,16611.0,03/03/2011,,
78112,TX,7.92,39389.33,03/02/2011,,
78210,TX,1.8,16192.8,02/10/2011,,
78254,TX,3.78,21168.0,02/10/2011,,
78112,TX,5.52,24485.31,02/10/2011,,
78231,TX,4.14,34795.0,02/11/2011,,
78260,TX,33.6,176098.06,02/10/2011,,
78216,TX,200.0,1586948.0,02/10/2011,,
78222,TX,59.28,298178.0,02/08/2011,,
78232,TX,7.0,38465.23,02/08/2011,,
78232,TX,9.25,44700.0,02/10/2011,,
78242,TX,6.23,33050.63,01/31/2011,,
78230,TX,5.28,24266.09,01/31/2011,,
78023,TX,12.22,67155.0,01/31/2011,,
78248,TX,5.06,27577.0,01/31/2011,,
78132,TX,6.11,32591.0,01/31/2011,,
78217,TX,3.15,19692.52,01/31/2011,,
78233,TX,4.14,23050.0,01/31/2011,,
78223,TX,9.68,48807.72,01/13/2011,,
78223,TX,3.01,24500.0,01/13/2011,,
78238,TX,3.78,21618.0,01/11/2011,,
78238,TX,2.3,19354.38,01/11/2011,,
78251,TX,3.87,19988.0,01/11/2011,,
78260,TX,5.28,28608.43,01/13/2011,,
78148,TX,2.16,11407.71,01/11/2011,,
78216,TX,7.0,36531.73,12/28/2010,,
78232,TX,6.3,30354.63,12/29/2010,,
78148,TX,6.0,32703.69,12/30/2010,,
78209,TX,4.9,30147.4,12/29/2010,,
78109,TX,8.64,42149.0,12/30/2010,,
78109,TX,3.29,24500.0,12/30/2010,,
78209,TX,4.86,23204.44,12/29/2010,,
78212,TX,22.77,124641.0,12/28/2010,,
78259,TX,3.9,16866.0,12/23/2010,,
78255,TX,11.28,53917.34,12/23/2010,,
78247,TX,53.36,243984.06,12/17/2010,,
78247,TX,4.14,20493.0,12/13/2010,,
78232,TX,4.2,26235.0,12/27/2010,,
78163,TX,3.96,22383.28,12/23/2010,,
78201,TX,6.9,44109.78,12/13/2010,,
78023,TX,11.96,54556.17,12/06/2010,,
78244,TX,39.6,239002.0,12/03/2010,,
78266,TX,17.3,88597.34,12/03/2010,,
78255,TX,3.53,14801.0,12/03/2010,,
78216,TX,6.29,31945.0,12/03/2010,,
78244,TX,5.25,25183.02,12/03/2010,,
78261,TX,6.03,36000.0,11/24/2010,,
78261,TX,2.03,11539.0,11/24/2010,,
78245,TX,7.82,35593.45,11/24/2010,,
78217,TX,8.4,65594.0,11/24/2010,,
78132,TX,11.04,48342.35,11/17/2010,,
78266,TX,23.76,209773.34,11/17/2010,,
78258,TX,6.65,36424.63,11/17/2010,,
78261,TX,10.11,44513.0,11/09/2010,,
78209,TX,3.96,22123.1,11/08/2010,,
78223,TX,4.5,21797.0,11/08/2010,,
78255,TX,5.4,27052.05,11/08/2010,,
78251,TX,2.03,11539.0,11/01/2010,,
78240,TX,5.25,28693.57,11/01/2010,,
78211,TX,3.44,24403.2,11/02/2010,,
78236,TX,10.8,48549.0,11/01/2010,,
78217,TX,6.2,36907.05,11/02/2010,,
78109,TX,3.04,25600.0,11/02/2010,,
78209,TX,9.45,58150.0,11/02/2010,,
78163,TX,9.0,47458.37,11/01/2010,,
78204,TX,2.23,13579.29,10/20/2010,,
78209,TX,6.65,36551.55,10/19/2010,,
78258,TX,4.2,20177.83,10/15/2010,,
78258,TX,5.25,26881.04,10/15/2010,,
78230,TX,8.1,53800.0,10/15/2010,,
78023,TX,3.96,17901.61,10/15/2010,,
78260,TX,3.24,16909.84,10/15/2010,,
78148,TX,6.3,36000.0,10/15/2010,,
78256,TX,4.91,30870.59,10/15/2010,,
78255,TX,9.8,45088.07,10/15/2010,,
78261,TX,2.03,11539.0,10/04/2010,,
78230,TX,4.9,22915.21,09/24/2010,,
78246,TX,4.72,23108.26,09/24/2010,,
78209,TX,4.2,20364.33,09/24/2010,,
78259,TX,5.6,32559.91,09/24/2010,,
78240,TX,9.45,47420.14,09/24/2010,,
78261,TX,2.03,12000.0,09/13/2010,,
78257,TX,8.28,49408.25,09/10/2010,,
78216,TX,7.92,48439.12,09/10/2010,,
78209,TX,4.2,26021.37,09/07/2010,,
78211,TX,10.8,51001.27,09/03/2010,,
78254,TX,6.48,28183.76,09/03/2010,,
78251,TX,3.24,15990.0,09/07/2010,,
78023,TX,11.5,68568.5,09/07/2010,,
78023,TX,3.08,17243.98,08/26/2010,,
78254,TX,1.75,8048.25,08/23/2010,,
78006,TX,12.76,59942.52,08/23/2010,,
78254,TX,3.0,25050.0,08/23/2010,,
78257,TX,12.1,94919.0,08/23/2010,,
78015,TX,3.15,18558.04,08/23/2010,,
78258,TX,8.4,43951.07,08/23/2010,,
78233,TX,8.36,45851.0,08/23/2010,,
78221,TX,2.1,10386.01,08/16/2010,,
78229,TX,2.3,14145.1,08/05/2010,,
78240,TX,8.75,21671.15,08/05/2010,,
78260,TX,5.25,27537.0,08/05/2010,,
78222,TX,11.9,85509.89,08/05/2010,,
78253,TX,11.16,81382.11,07/22/2010,,
78266,TX,42.3,476300.0,07/22/2010,,
78233,TX,1.1,8243.95,07/12/2010,,
78233,TX,2.0,10621.2,07/08/2010,,
78245,TX,1.08,3703.53,07/01/2010,,
78253,TX,5.94,25834.74,07/01/2010,,
78258,TX,8.75,50448.6,07/08/2010,,
78266,TX,6.21,45000.0,06/21/2010,,
78216,TX,5.6,26870.0,06/21/2010,,
78023,TX,11.0,61365.66,06/21/2010,,
78204,TX,4.14,21371.0,06/21/2010,,
78260,TX,7.9,39021.7,06/17/2010,,
78209,TX,7.6,64255.0,06/14/2010,,
78232,TX,4.86,22206.11,06/02/2010,,
78015,TX,10.0,27910.6,06/02/2010,,
78233,TX,4.2,21148.44,06/02/2010,,
78217,TX,3.0,20774.0,06/02/2010,,
78148,TX,4.0,26000.0,06/02/2010,,
78266,TX,42.3,423000.0,06/04/2010,,
78253,TX,20.64,157500.0,06/02/2010,,
78259,TX,5.46,28871.2,05/14/2010,,
78209,TX,5.25,27792.37,05/13/2010,,
78258,TX,5.25,28000.0,05/13/2010,,
78056,TX,4.2,22336.9,05/07/2010,,
78247,TX,2.45,13727.29,05/07/2010,,
78230,TX,5.8,36873.54,05/05/2010,,
78255,TX,4.72,25058.65,05/05/2010,,
78231,TX,3.85,23061.63,04/20/2010,,
78245,TX,5.4,25774.03,04/20/2010,,
78266,TX,42.3,423000.0,04/21/2010,,
78209,TX,2.4,29194.0,04/20/2010,,
78212,TX,4.6,26780.0,04/14/2010,,
78255,TX,5.25,25687.32,04/14/2010,,
78249,TX,7.0,37713.12,04/15/2010,,
78232,TX,3.5,23230.0,04/14/2010,,
78248,TX,7.0,34259.23,04/14/2010,,
78254,TX,7.0,39182.08,04/14/2010,,
78258,TX,5.25,29565.4,04/14/2010,,
78213,TX,1.1,5338.0,04/09/2010,,
78260,TX,7.0,60706.56,04/09/2010,,
78259,TX,5.88,33588.24,04/05/2010,,
78245,TX,23.1,111571.87,04/05/2010,,
78212,TX,5.25,21637.96,04/05/2010,,
78261,TX,1.48,22980.0,04/05/2010,,
78250,TX,3.5,16004.28,03/19/2010,,
78209,TX,3.85,20269.36,03/16/2010,,
78249,TX,10.08,57658.0,03/16/2010,,
78266,TX,3.5,22684.5,03/12/2010,,
78258,TX,5.6,37979.45,03/12/2010,,
78217,TX,14.8,87171.43,03/13/2010,,
78259,TX,10.3,57146.92,03/08/2010,,
78213,TX,3.8,20175.0,03/08/2010,,
78230,TX,5.06,23846.78,02/19/2010,,
78245,TX,8.4,43453.03,02/22/2010,,
78006,TX,3.15,17042.26,02/18/2010,,
78256,TX,6.0,51850.0,02/18/2010,,
78233,TX,5.16,26588.0,02/05/2010,,
78023,TX,3.15,18945.68,02/17/2010,,
78209,TX,8.4,48079.73,02/17/2010,,
78253,TX,7.2,58221.61,09/08/2009,,
78249,TX,5.94,33558.0,01/29/2010,,
78218,TX,25.8,143528.0,01/29/2010,,
78763,TX,25.8,143528.0,01/29/2010,,
78253,TX,5.25,17432.31,01/22/2010,,
78015,TX,3.96,32635.0,01/21/2010,,
78163,TX,10.5,68485.09,01/15/2010,,
78132,TX,8.05,42422.11,01/15/2010,,
78163,TX,8.4,56444.86,01/15/2010,,
78266,TX,6.3,41236.43,01/04/2010,,
78216,TX,8.75,45522.78,01/04/2010,,
78260,TX,4.2,22648.86,01/04/2010,,
78254,TX,3.78,21012.0,12/11/2009,,
78230,TX,5.25,32084.36,12/11/2009,,
78209,TX,2.8,24200.0,11/23/2009,,
78251,TX,4.68,27138.0,11/23/2009,,
78132,TX,0.6,3250.0,11/23/2009,,
78261,TX,20.8,124000.0,11/16/2009,,
78253,TX,3.73,18072.24,10/09/2009,,
78253,TX,6.3,36058.0,10/05/2009,,
78523,TX,4.1,23380.0,10/05/2009,,
78132,TX,3.96,30000.0,09/14/2009,,
78254,TX,8.4,45791.74,08/07/2009,,
78213,TX,1.8,14188.0,07/23/2009,,
78221,TX,23132.0,88733345.0,06/18/2012,,
75048,TX,1.175,4604.0,05/28/2011,,
75048,TX,2.025,7955.0,12/06/2010,,
79912,TX,2.3,13857.0,01/19/2011,,
75235,TX,75.46,349939.21,01/20/2011,,
79903,TX,2.35,14800.0,01/23/2011,,
76450,TX,10.08,54339.07,01/27/2011,,
79925,TX,5.28,31627.0,01/31/2011,,
79930,TX,3.76,19910.0,02/01/2011,,
79912,TX,6.16,42134.0,02/01/2011,,
75063,TX,3.525,15525.0,02/01/2011,,
79934,TX,3.2,19800.0,02/02/2011,,
79932,TX,5.236,34621.52,02/02/2011,,
79912,TX,8.1,53865.0,02/02/2011,,
79904,TX,6.075,42525.0,02/02/2011,,
79912,TX,5.236,36278.0,02/02/2011,,
75075,TX,6.0,30300.0,02/04/2011,,
79912,TX,3.52,22719.0,02/07/2011,,
75220,TX,10.0,63555.48,02/08/2011,,
76063,TX,5.94,30600.0,02/14/2011,,
79922,TX,4.4,28627.0,02/15/2011,,
77384,TX,5.04,19966.0,02/15/2011,,
79912,TX,3.96,25542.0,02/17/2011,,
75103,TX,5.16,31020.0,02/18/2011,,
79902,TX,2.142,15530.0,02/21/2011,,
79902,TX,2.64,17595.0,02/23/2011,,
79845,TX,9.8,63699.78,02/24/2011,,
75223,TX,5.4,27615.11,02/24/2011,,
78664,TX,100.8,485000.0,02/25/2011,,
76707,TX,80.08,332514.9,02/25/2011,,
