Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=AZ
85296,AZ,6.72,27059.10884,09/24/2012,,
85207,AZ,15.5,80178.12874,11/12/2014,,
85140,AZ,7.5,34031.03318,02/17/2014,,
85044,AZ,3.42,12985.79649,06/03/2013,,
85297,AZ,16.75,73882.57174,11/24/2014,,
85044,AZ,4.7,35152.08912,08/05/2014,,
85206,AZ,7,30655.48661,08/25/2014,,
85339,AZ,2.94,8734.736736,12/22/2012,,
85383,AZ,7.74,41684.48913,07/23/2010,,
85208,AZ,2.5,10925.83378,06/06/2014,,
85323,AZ,9.5,43105.97536,02/19/2014,,
85392,AZ,6.44,33431.97395,01/31/2011,,
85340,AZ,7.755,38579.90697,06/29/2011,,
85204,AZ,3.36,16616.77358,02/20/2013,,
85008,AZ,6.28,18944.22427,10/13/2014,,
85203,AZ,8.085,38873.21182,08/19/2013,,
85381,AZ,3.22,20248.57138,07/08/2013,,
85257,AZ,9,39924.47405,12/16/2014,,
85614,AZ,2.115,18093.43811,02/07/2012,,
85248,AZ,6.54,22252.67465,12/13/2012,,
85392,AZ,8.64,43715.80993,03/05/2013,,
85213,AZ,5.04,13392.88989,04/16/2013,,
85225,AZ,6,26362.58352,04/18/2014,,
85032,AZ,592.02,3626493.518,11/28/2011,,
86305,AZ,5.4,43978.955,04/15/2010,,
85303,AZ,6.125,30990.66895,03/27/2013,,
85254,AZ,6.9,32251.05089,11/30/2010,,
85140,AZ,5,21935.41757,10/14/2014,,
85395,AZ,6.6,30835.84777,11/05/2010,,
85281,AZ,4.86,16378.66055,01/24/2013,,
85021,AZ,5,21968.8196,04/04/2014,,
85305,AZ,10.78,49277.46251,12/10/2013,,
85140,AZ,9.36,47358.79409,03/12/2013,,
85295,AZ,3.22,22327.73914,12/09/2013,,
85295,AZ,9,40988.25219,01/17/2014,,
86442,AZ,14,35593.93988,02/10/2014,,
85119,AZ,5.76,28804.12932,12/17/2012,,
85268,AZ,6.75,29499.7512,06/25/2014,,
85295,AZ,11.76,59502.07462,03/12/2013,,
85131,AZ,9.9,61826.43783,06/06/2011,,
85024,AZ,4.05,25903.86741,01/11/2011,,
85248,AZ,11.772,57829.34121,10/05/2012,,
85257,AZ,2.07,9248.342948,08/17/2012,,
85390,AZ,8.46,43732.05046,12/27/2010,,
85224,AZ,11.772,36933.14778,01/08/2014,,
85202,AZ,5,24585.65164,06/21/2013,,
85297,AZ,12,28442.9798,12/23/2013,,
85143,AZ,8.085,40950.25489,04/05/2013,,
85383,AZ,2.99,20805.84636,04/23/2010,,
85338,AZ,1.84,10368.99338,12/16/2010,,
85339,AZ,2.75,8343.035661,02/18/2013,,
85296,AZ,13.25,58785.45879,02/19/2014,,
85013,AZ,432.575,2346419.325,12/22/2011,,
85042,AZ,5.145,24772.55838,10/04/2013,,
85248,AZ,5.04,25651.42137,09/24/2012,,
85140,AZ,13.08,58336.19087,04/02/2013,,
85207,AZ,5,24131.34931,05/09/2014,,
85379,AZ,7.752,43192.25794,12/22/2010,,
85298,AZ,7.92,42455.77751,04/20/2012,,
85310,AZ,8.17,56554.68506,05/25/2010,,
85298,AZ,7.524,38089.16035,08/04/2011,,
85142,AZ,7.5,21232.39395,09/25/2014,,
85027,AZ,13.8,86524.71165,08/04/2011,,
85286,AZ,10.2,44748.25184,10/13/2014,,
85207,AZ,4.465,25046.86978,03/21/2014,,
85048,AZ,4.725,15085.95861,06/03/2013,,
85383,AZ,6.3,53259.16428,03/24/2011,,
85715,AZ,3.78,28797.1827,05/14/2009,,
85741,AZ,70.8,387927.2914,10/28/2013,,
85204,AZ,1.75,10280.21633,06/25/2014,,
85249,AZ,11.04,53144.89906,07/01/2013,,
85043,AZ,9.75,23714.54306,07/19/2013,,
85248,AZ,8.25,21641.62337,06/13/2014,,
86429,AZ,7,26768.29275,06/12/2014,,
85118,AZ,11.52,41351.94426,05/09/2013,,
85044,AZ,6.54,28052.49415,03/13/2014,,
85016,AZ,9.555,46006.17985,10/03/2013,,
85042,AZ,3.3,26549.97538,06/12/2009,,
85043,AZ,4.165,20057.58291,06/24/2013,,
85390,AZ,10.12,68440.7556,04/09/2010,,
85339,AZ,3,7463.303909,05/20/2014,,
86336,AZ,8.05,42874.49313,04/14/2011,,
85286,AZ,6.125,29415.19289,09/11/2013,,
85297,AZ,2.25,9710.853023,10/09/2013,,
85140,AZ,9.75,44403.93988,01/16/2014,,
85284,AZ,23.544,113268.4492,06/07/2013,,
85140,AZ,6.125,27996.15564,11/08/2013,,
85037,AZ,4.95,13998.17281,05/29/2014,,
85297,AZ,2.34,9743.101133,03/04/2013,,
85345,AZ,11.515,55729.28525,03/20/2014,,
85298,AZ,5.28,25427.13992,06/13/2013,,
85008,AZ,6,26162.86698,04/17/2014,,
85209,AZ,5.232,25435.1893,03/06/2013,,
85249,AZ,13.475,64713.42436,09/06/2013,,
85205,AZ,6.86,18646.63315,11/11/2013,,
85302,AZ,7.65,33561.18888,10/07/2014,,
85304,AZ,9.81,41059.60308,07/19/2013,,
85345,AZ,6.867,34027.07353,11/20/2013,,
85206,AZ,8.5,43621.38108,09/23/2014,,
85296,AZ,4.14,27182.27919,10/01/2013,,
85209,AZ,10.5,23289.48863,05/23/2014,,
85119,AZ,3.597,21199.42168,06/21/2013,,
85140,AZ,2.99,31881.65442,01/21/2009,,
85140,AZ,6.16,31249.24173,02/07/2013,,
85037,AZ,8.64,24038.26784,07/03/2014,,
85284,AZ,14.79,64884.96517,10/23/2014,,
85248,AZ,5.5,24128.95933,10/24/2014,,
85043,AZ,9,39924.47405,12/15/2014,,
85296,AZ,5.1,22374.12592,10/27/2014,,
85248,AZ,9.156,42523.96251,05/28/2013,,
85086,AZ,7.875,55465.31748,01/13/2010,,
85212,AZ,9.555,43584.80197,10/22/2013,,
85396,AZ,1.88,11838.68581,05/10/2011,,
85142,AZ,9.75,42690.09836,05/07/2014,,
85140,AZ,7.92,22224.72393,05/09/2014,,
85019,AZ,7.92,56185.22509,07/11/2013,,
85212,AZ,5,15454.99067,07/01/2013,,
85306,AZ,3.055,25545.82232,07/26/2011,,
85282,AZ,4.14,29728.4292,05/14/2014,,
85305,AZ,7,20338.05826,03/10/2014,,
85212,AZ,5,22771.25122,01/31/2014,,
85018,AZ,5.17,43269.69661,06/01/2011,,
85298,AZ,14.75,64582.45649,05/20/2014,,
85392,AZ,9,41140.73864,12/31/2013,,
85377,AZ,13.356,83639.05895,01/27/2011,,
85140,AZ,8.58,43882.20657,01/18/2013,,
85021,AZ,5.04,33132.20615,11/19/2009,,
85017,AZ,6.44,49300.67502,05/01/2014,,
85297,AZ,16.25,73733.90521,02/05/2014,,
85375,AZ,6.21,41000.44612,01/13/2011,,
85050,AZ,39.06,273434.8651,05/04/2010,,
85296,AZ,7,22072.93285,01/22/2014,,
85215,AZ,7.92,38232.23645,05/02/2013,,
85043,AZ,5.06,42776.40814,03/30/2011,,
85392,AZ,9.5,41715.79267,04/18/2014,,
85250,AZ,7.36,44014.74462,08/17/2011,,
85248,AZ,7.524,33740.76377,07/07/2011,,
85395,AZ,5.52,46198.97974,06/24/2011,,
85748,AZ,4.29,26341.43899,06/18/2009,,
85323,AZ,5.76,27738.6981,06/04/2013,,
85326,AZ,7.59,63292.82657,08/10/2011,,
85050,AZ,5.06,44138.17283,11/16/2010,,
85042,AZ,7.68,28090.04023,01/23/2013,,
85142,AZ,3.96,28706.19391,05/26/2011,,
85083,AZ,7,54293.72573,08/12/2009,,
85296,AZ,8.75,38290.54199,09/30/2014,,
85209,AZ,2.5,10946.17907,05/13/2014,,
85037,AZ,6.86,31355.69432,11/26/2013,,
85208,AZ,7.848,30692.8195,12/02/2013,,
85614,AZ,6.46,49244.76494,11/19/2009,,
85383,AZ,6.58,55011.54424,05/11/2011,,
85205,AZ,13.25,58067.82675,06/13/2014,,
85374,AZ,4.73,35360.16572,04/28/2010,,
85258,AZ,6.3,47507.15556,04/16/2009,,
85043,AZ,2.75,7612.868162,02/03/2014,,
85041,AZ,6.5,29493.56209,02/24/2014,,
85310,AZ,22.77,148354.3139,07/29/2010,,
85283,AZ,7.5,34283.94887,12/02/2013,,
85262,AZ,2.025,11851.37824,06/20/2011,,
85140,AZ,4.9,23532.15431,09/12/2013,,
85234,AZ,13.26,58488.53142,11/20/2014,,
85375,AZ,5.28,45869.17192,05/13/2009,,
85304,AZ,5.28,27004.43481,01/28/2013,,
85048,AZ,5.88,20831.57762,08/19/2013,,
85395,AZ,5.16,34388.32203,01/08/2010,,
85296,AZ,4.9,23597.15637,06/20/2013,,
85140,AZ,6.16,31167.75337,03/18/2013,,
85284,AZ,7.92,40177.59651,02/20/2013,,
85249,AZ,4.08,17867.76934,08/29/2014,,
85710,AZ,3.36,22452.2939,01/29/2013,,
85248,AZ,6.58,26504.87253,05/08/2012,,
85367,AZ,8.424,65043.18616,02/23/2009,,
85041,AZ,17.85,78112.70566,09/11/2014,,
85048,AZ,7.92,40114.53042,04/18/2013,,
85339,AZ,3,4962.262281,11/17/2014,,
85710,AZ,5.06,38409.19931,08/19/2010,,
85303,AZ,5.635,25756.46319,11/27/2013,,
85206,AZ,9,39483.75163,10/01/2014,,
85226,AZ,5,17228.51419,07/23/2013,,
85364,AZ,4.6,38569.68216,01/12/2009,,
85365,AZ,10.12,69301.38574,04/28/2010,,
85395,AZ,7.2,38142.54983,01/04/2011,,
85355,AZ,6.08,42901.91492,08/03/2009,,
85143,AZ,4.5,19703.12232,05/15/2014,,
85395,AZ,3.96,37090.21933,07/07/2009,,
85043,AZ,2.75,7641.019853,01/02/2014,,
86336,AZ,5.06,26078.63426,05/16/2011,,
85225,AZ,6.72,18088.18285,11/22/2013,,
85254,AZ,3.76,31468.87026,06/15/2011,,
85140,AZ,5.75,26087.01429,12/10/2014,,
85037,AZ,4.25,19284.25213,02/25/2014,,
85338,AZ,2.07,11468.77145,11/15/2010,,
85210,AZ,10.5,47997.52842,12/23/2013,,
85268,AZ,8.64,44189.07514,01/16/2013,,
85297,AZ,12.25,54033.52262,11/04/2014,,
85297,AZ,15.36,77659.61139,05/28/2013,,
85296,AZ,14,63991.2129,11/20/2013,,
85037,AZ,10.2,44748.25184,10/16/2014,,
85086,AZ,8.19,55322.2902,08/03/2009,,
85248,AZ,4.9,17940.32401,03/01/2013,,
85281,AZ,4.7,22594.53198,01/19/2011,,
85212,AZ,7.35,33526.77074,10/24/2013,,
85027,AZ,4.23,24405.61098,12/27/2011,,
85653,AZ,2.04,,06/01/2006,,
85253,AZ,1.41,18129.4049,01/23/2013,,
85286,AZ,5.145,24767.25595,07/10/2013,,
85208,AZ,5,23265.60605,05/23/2014,,
85140,AZ,7.5,33650.84902,01/27/2014,,
85333,AZ,5.64,30848.37036,01/31/2011,,
85234,AZ,10.5,46578.55306,12/05/2014,,
85296,AZ,9.18,40380.11157,09/15/2014,,
85207,AZ,5.5,24803.99322,07/11/2013,,
85716,AZ,47.32,439407.0316,06/08/2009,,
85303,AZ,6.24,41598.89632,04/25/2013,,
85207,AZ,3.92,18847.61785,08/15/2013,,
85248,AZ,3.22,21148.72961,06/14/2013,,
85043,AZ,12,53232.63206,12/15/2014,,
86336,AZ,5.28,28675.90328,01/09/2012,,
85248,AZ,7.44,16310.77633,09/15/2014,,
85339,AZ,5.5,24081.59395,05/08/2014,,
85249,AZ,9,40988.25219,01/02/2014,,
85041,AZ,3.22,19452.58989,09/30/2014,,
85203,AZ,11.25,58193.80312,11/06/2014,,
85308,AZ,7.38,73541.42795,12/23/2009,,
85338,AZ,8.19,46898.994,02/04/2010,,
85202,AZ,5.5,24259.94893,11/04/2014,,
86305,AZ,1.92,12758.21503,08/11/2011,,
85298,AZ,10,28364.88257,01/28/2014,,
85045,AZ,9.156,45766.13267,03/18/2013,,
85043,AZ,2.75,8321.279604,03/22/2013,,
85013,AZ,6.24,24961.76625,05/22/2014,,
85359,AZ,2.115,11851.37824,06/20/2011,,
85302,AZ,15.75,68922.97558,09/30/2014,,
85118,AZ,8,35027.77301,05/28/2014,,
85388,AZ,3.87,26180.9054,10/07/2010,,
85396,AZ,2.052,19182.49402,11/22/2010,,
85281,AZ,5.76,27896.40656,04/17/2014,,
85716,AZ,5.17,24302.87459,09/28/2011,,
85053,AZ,7.2,56419.63759,04/15/2009,,
85395,AZ,8.19,52742.5156,08/20/2009,,
85296,AZ,3.5,16882.64806,09/17/2014,,
85381,AZ,9.156,48084.95006,03/11/2013,,
85742,AZ,2.09,14660.18568,03/19/2008,,
85206,AZ,9,96027.29164,11/11/2009,,
85295,AZ,2.25,9712.599699,06/10/2013,,
85339,AZ,3,8708.981628,01/18/2013,,
85331,AZ,3.68,23465.46695,06/10/2010,,
85296,AZ,4.5,19692.27874,09/22/2014,,
85345,AZ,10.4,22186.31252,12/26/2014,,
85303,AZ,10.08,51001.77825,03/07/2013,,
85212,AZ,12.25,54033.52262,11/18/2014,,
85213,AZ,16.75,73882.57174,11/03/2014,,
85367,AZ,1.792,11687.42421,11/04/2009,,
85396,AZ,9,42380.7983,11/30/2011,,
85253,AZ,8.385,40475.65373,01/04/2010,,
85140,AZ,2.99,19798.13639,06/02/2011,,
85259,AZ,7.755,46095.8087,04/22/2010,,
85383,AZ,5.88,49211.95668,06/10/2011,,
85212,AZ,9.945,44116.54382,12/18/2014,,
85297,AZ,5.145,15859.14532,09/13/2013,,
85395,AZ,2.025,11970.97021,03/28/2011,,
85120,AZ,7.36,42479.36957,07/21/2011,,
85043,AZ,10.75,47161.14778,10/15/2014,,
85035,AZ,3.825,16780.59444,10/01/2014,,
85140,AZ,7.92,38140.70988,06/13/2013,,
85383,AZ,7.74,66712.80728,12/27/2010,,
85043,AZ,9.156,39851.27362,08/08/2013,,
85383,AZ,11.96,74823.11554,08/09/2010,,
85303,AZ,5,25301.39024,01/07/2014,,
85119,AZ,3.12,21579.46688,08/03/2012,,
85143,AZ,6,27325.50146,01/29/2014,,
85142,AZ,10.5,29981.10312,03/13/2014,,
85286,AZ,4,20077.57081,03/06/2014,,
85306,AZ,6.9,73876.19764,04/13/2009,,
85142,AZ,5.25,25278.1208,10/30/2013,,
85286,AZ,4,17575.05568,04/07/2014,,
85249,AZ,12.75,55825.51324,05/21/2014,,
85298,AZ,13.734,66196.7403,06/12/2013,,
85375,AZ,6.21,38094.17559,01/05/2011,,
85042,AZ,9,39924.47405,12/17/2014,,
85122,AZ,6.048,42751.16814,02/20/2009,,
85201,AZ,7.35,35339.28347,08/28/2013,,
85735,AZ,2.28,,12/07/2007,,
85083,AZ,8.19,55332.87474,08/05/2009,,
85140,AZ,5.28,27011.35538,11/12/2012,,
85298,AZ,5.5,24081.59395,05/30/2014,,
85205,AZ,2.94,14152.71768,07/11/2013,,
85374,AZ,6.3,40040.30596,12/04/2009,,
85225,AZ,3.36,21379.75582,04/03/2013,,
85253,AZ,569.94,3170614.408,02/18/2011,,
85283,AZ,5.06,21540.99458,09/13/2011,,
85298,AZ,8.45,22413.3078,09/06/2013,,
85331,AZ,8.82,73752.58686,07/22/2011,,
85296,AZ,15.5,67999.79447,10/06/2014,,
85338,AZ,2.115,11229.40568,03/16/2011,,
85297,AZ,6.24,30779.24976,03/06/2013,,
85295,AZ,4.7,33540.65709,08/09/2012,,
85044,AZ,10.71,46867.62339,09/02/2014,,
85283,AZ,13.515,59142.47714,09/09/2014,,
85203,AZ,4.8,35742.07721,04/14/2011,,
85374,AZ,4.73,35823.30212,04/07/2010,,
85140,AZ,7.26,36829.46347,02/18/2013,,
85281,AZ,6.72,34215.20231,10/26/2012,,
85140,AZ,10.4,28291.01302,12/30/2013,,
85286,AZ,11,53088.96847,05/15/2014,,
85375,AZ,5.64,31462.51236,05/16/2011,,
85019,AZ,6.5,19359.73999,11/12/2014,,
85234,AZ,5.06,31470.80719,12/28/2011,,
86442,AZ,7,23358.7219,11/05/2014,,
85296,AZ,4.84,40899.84048,06/06/2011,,
85395,AZ,7.722,50745.58048,12/16/2009,,
85083,AZ,406.56,4006151.49,12/16/2011,,
85383,AZ,2.115,11808.32417,08/11/2011,,
85215,AZ,3.22,19556.17491,08/08/2013,,
85213,AZ,5.76,28719.19792,01/30/2013,,
85226,AZ,5.17,26686.74343,03/07/2012,,
85207,AZ,4.935,26431.81907,01/22/2013,,
85249,AZ,3.22,17032.08811,11/20/2014,,
85140,AZ,7.26,37131.09786,01/14/2013,,
85207,AZ,5.28,27899.77638,05/08/2013,,
85305,AZ,8.085,36958.09688,12/18/2013,,
85041,AZ,6.5,28559.46548,04/18/2014,,
85286,AZ,4.5,22587.26716,03/06/2014,,
85225,AZ,5,24575.96877,07/26/2013,,
85142,AZ,2.16,11042.52148,08/22/2012,,
85296,AZ,10,44366.38399,02/25/2014,,
85048,AZ,5.4,16421.27547,10/08/2013,,
85209,AZ,9,28720.42494,02/06/2013,,
85295,AZ,2.34,9743.101133,03/20/2013,,
85345,AZ,3.22,,09/15/2011,,
85260,AZ,9.02,89884.23547,12/17/2009,,
85212,AZ,6.24,31310.12435,08/29/2013,,
85043,AZ,2.75,7641.019853,01/09/2014,,
85249,AZ,6.58,40600.97341,05/10/2012,,
85051,AZ,6.48,32820.97943,04/10/2013,,
85364,AZ,16.92,92809.50646,06/02/2011,,
85249,AZ,9.156,44429.19122,10/24/2014,,
85296,AZ,16.25,71677.12184,11/20/2014,,
85022,AZ,1.1,8654.623983,04/06/2010,,
85739,AZ,1.9,,12/17/2007,,
85041,AZ,3.315,14506.64534,09/30/2014,,
85042,AZ,1.56,11147.86212,07/22/2013,,
86333,AZ,8.1,73892.51712,05/13/2010,,
85043,AZ,7,31879.75171,01/29/2014,,
85140,AZ,10.78,49094.81763,01/07/2014,,
85302,AZ,7,31998.35228,12/27/2013,,
85225,AZ,12.75,56238.97252,11/19/2014,,
85374,AZ,5.04,28268.94814,09/09/2010,,
85711,AZ,5.355,49937.5946,06/03/2010,,
85142,AZ,12,54651.00292,01/28/2014,,
85132,AZ,6.5,28418.25645,07/14/2014,,
85043,AZ,3.36,16752.86545,01/10/2013,,
85323,AZ,12.74,58113.06929,10/25/2013,,
85305,AZ,10.56,53570.12868,02/27/2013,,
85305,AZ,6.615,31768.40832,09/19/2013,,
85298,AZ,12.25,55992.31129,11/04/2013,,
85296,AZ,11.75,51828.07272,11/10/2014,,
85331,AZ,9.8,87401.7154,09/29/2008,,
85205,AZ,7,30756.34744,04/04/2014,,
85207,AZ,6.75,30627.92986,02/10/2014,,
85254,AZ,13.12,129405.003,05/19/2010,,
85248,AZ,5.52,25957.41349,08/04/2011,,
85212,AZ,15.75,69632.98601,10/01/2014,,
85396,AZ,11.76,99417.10665,03/21/2011,,
85023,AZ,7.095,69095.82485,04/26/2010,,
85020,AZ,5.33,52932.51639,01/14/2010,,
85328,AZ,21.12,187209.8245,06/23/2011,,
85298,AZ,8.085,38873.21182,08/13/2013,,
85304,AZ,5.75,26282.1053,11/21/2013,,
85086,AZ,16.92,94609.21627,09/28/2010,,
85374,AZ,6.58,35734.13916,05/12/2010,,
85203,AZ,6.37,29010.57405,01/17/2014,,
85042,AZ,7.74,64543.67294,08/18/2011,,
85209,AZ,5.04,25592.8103,01/06/2011,,
85339,AZ,3,4935.468953,10/31/2014,,
85339,AZ,8.415,21299.59134,08/21/2014,,
86323,AZ,5.04,30001.56438,08/30/2010,,
85249,AZ,10,43937.6392,04/24/2014,,
85749,AZ,4.9,18873.15701,04/30/2009,,
85392,AZ,14.535,63606.06032,09/29/2014,,
85213,AZ,13.25,68539.36812,11/26/2014,,
85041,AZ,5.06,22257.51378,07/11/2011,,
85122,AZ,12.22,45272.60634,10/19/2011,,
85383,AZ,2.99,23157.16336,01/27/2010,,
85387,AZ,5.67,41039.4756,08/26/2009,,
85254,AZ,527.79,2949444.05,12/28/2011,,
85215,AZ,2.5,11027.24951,11/04/2014,,
85297,AZ,3,13612.41327,02/04/2014,,
85142,AZ,18,82281.47729,12/26/2013,,
85297,AZ,7.92,34924.64435,03/29/2013,,
85086,AZ,7.59,36218.08507,10/14/2011,,
85249,AZ,11.76,56769.07837,05/13/2013,,
85142,AZ,12.5,55136.24757,11/19/2014,,
85225,AZ,8.7,37604.50753,07/09/2014,,
85018,AZ,6.86,33036.01891,06/10/2013,,
85296,AZ,8.085,23558.37105,03/04/2013,,
85340,AZ,15.925,75418.22529,12/28/2010,,
85142,AZ,6.21,29329.86817,03/30/2012,,
85043,AZ,2.75,6682.504856,03/24/2014,,
86305,AZ,5.125,47689.63437,08/04/2009,,
85281,AZ,1.38,15993.06786,06/15/2011,,
85044,AZ,5.28,25474.59714,11/20/2013,,
85268,AZ,5.78,29422.61634,04/05/2013,,
85224,AZ,6.75,30855.55398,12/02/2013,,
85048,AZ,6.96,17891.48002,03/21/2014,,
85142,AZ,2.96,12869.74642,03/10/2011,,
85014,AZ,5.04,32633.58621,03/12/2010,,
85142,AZ,9,39406.24464,05/05/2014,,
85226,AZ,5.52,31684.74992,02/28/2011,,
85254,AZ,8.97,54252.94943,05/20/2010,,
85037,AZ,11.772,57970.43472,03/05/2013,,
85287,AZ,880,8254251.955,12/31/2008,,
85204,AZ,1.75,11273.47394,06/25/2014,,
85086,AZ,5.55,28457.68497,07/13/2011,,
85140,AZ,9,40831.84846,12/11/2014,,
85255,AZ,5.46,49437.02814,10/22/2009,,
85248,AZ,4.23,17455.15091,06/15/2012,,
85396,AZ,5.16,57715.91931,01/19/2010,,
85009,AZ,38.7,279256.475,03/30/2010,,
86001,AZ,5.184,39594.98828,08/25/2009,,
85283,AZ,8.58,27676.39191,07/08/2013,,
85142,AZ,9.555,24041.96367,10/02/2013,,
85206,AZ,11.445,60034.37964,12/07/2012,,
85048,AZ,10.464,41986.91729,12/05/2013,,
85338,AZ,1.88,11840.88668,07/29/2011,,
85086,AZ,2.912,42537.80724,09/21/2006,,
85379,AZ,4.73,40768.93778,12/01/2010,,
85295,AZ,1.75,10512.84212,11/18/2013,,
85140,AZ,6.25,27568.12379,11/21/2014,,
85043,AZ,6.12,18993.20143,11/06/2013,,
85715,AZ,131.56,1479734.872,08/22/2012,,
85375,AZ,7.56,74225.14299,12/23/2010,,
85367,AZ,5.04,39982.119,08/28/2009,,
85296,AZ,8.67,38036.01407,10/24/2014,,
85201,AZ,5.04,42607.33142,03/21/2011,,
85296,AZ,2.115,11838.68581,05/20/2011,,
85351,AZ,5.92,47765.92728,07/29/2011,,
85310,AZ,210.925,1451102.968,03/01/2012,,
85365,AZ,2.52,13205.45926,10/13/2010,,
85234,AZ,6.615,30174.09367,10/22/2013,,
85282,AZ,6.05,16420.577,11/04/2014,,
85212,AZ,9.156,44960.06486,09/26/2012,,
85142,AZ,9.8,47185.82549,10/31/2013,,
85037,AZ,4.25,18645.10493,10/13/2014,,
85209,AZ,8.5,37346.99332,04/21/2014,,
85120,AZ,5.06,26404.2313,07/03/2012,,
85215,AZ,11.52,58287.74657,03/18/2013,,
85712,AZ,4.62,24175.93453,12/27/2010,,
85253,AZ,8.775,54474.70224,12/21/2009,,
85383,AZ,5.59,36497.23028,12/15/2009,,
85140,AZ,5.75,25225.73021,10/16/2014,,
85383,AZ,4.2,36029.13309,01/18/2011,,
85298,AZ,14.7,70678.56694,08/21/2013,,
85140,AZ,6.16,31598.34433,12/03/2012,,
85202,AZ,6.25,36072.63556,05/28/2014,,
85234,AZ,15,68313.75366,01/15/2014,,
85213,AZ,5.5,24401.5112,02/12/2014,,
85255,AZ,3.76,26100.47686,02/03/2010,,
85339,AZ,11.52,58918.76686,01/24/2013,,
85044,AZ,8.25,25103.41035,12/17/2014,,
85212,AZ,10.71,46902.89451,08/12/2014,,
85142,AZ,5.28,23877.15102,01/30/2013,,
86315,AZ,2.856,38416.79365,06/17/2009,,
85140,AZ,8.16,35708.66544,09/25/2014,,
85045,AZ,7.848,36709.50053,01/24/2013,,
85374,AZ,7.56,64534.19787,02/09/2011,,
85282,AZ,8.085,38866.73062,01/22/2014,,
85387,AZ,8.82,74085.75996,04/13/2011,,
85140,AZ,12.24,53603.30801,08/14/2014,,
85140,AZ,8.085,38928.30603,10/03/2013,,
85339,AZ,2.75,8632.23667,08/14/2014,,
85204,AZ,10.29,47037.57785,12/27/2013,,
85374,AZ,4.4,37425.67681,03/30/2009,,
85013,AZ,6.125,29415.19289,09/13/2013,,
85233,AZ,10.2,30450.27995,05/20/2014,,
85225,AZ,5.17,15799.90251,10/14/2013,,
85205,AZ,4.725,45489.33121,02/10/2011,,
85340,AZ,8.19,124105.1622,04/13/2009,,
85298,AZ,8,36434.00195,01/23/2014,,
85043,AZ,6.63,29013.29067,09/15/2014,,
85718,AZ,5.886,21763.78063,11/10/2014,,
85043,AZ,2.75,7564.154672,03/03/2014,,
85015,AZ,9.75,42980.42854,03/13/2014,,
85022,AZ,4.68,30963.74029,11/02/2009,,
85205,AZ,4.05,31893.77251,04/11/2011,,
85392,AZ,5.148,35074.68096,12/23/2009,,
85016,AZ,3,10110.4852,09/23/2013,,
86303,AZ,4.5,39092.40444,04/15/2010,,
85209,AZ,9.8,47175.72561,07/02/2013,,
85304,AZ,9.156,35404.48828,11/26/2014,,
85747,AZ,1.47,8851.385096,01/09/2013,,
85392,AZ,8.085,38873.21182,08/13/2013,,
85338,AZ,3.24,19581.84255,05/07/2010,,
85207,AZ,13,66883.0823,10/31/2014,,
85207,AZ,13.005,56910.68555,09/24/2014,,
85383,AZ,4.256,23872.14938,01/24/2011,,
85248,AZ,5.886,27357.97708,03/22/2013,,
85295,AZ,2.115,11970.97021,03/23/2011,,
85140,AZ,7.5,33702.16643,04/11/2014,,
85302,AZ,6.86,32983.33124,08/09/2013,,
85323,AZ,114.915,506719.8483,12/30/2011,,
85286,AZ,6.24,24843.16733,06/24/2013,,
85140,AZ,6.25,28569.95739,12/27/2013,,
85051,AZ,5.06,42311.57478,07/07/2011,,
85206,AZ,0.46,7152.413738,11/16/2011,,
85212,AZ,10.5,46134.52116,04/17/2014,,
85295,AZ,2.115,12087.7,02/16/2011,,
85018,AZ,10,61303.10724,07/18/2013,,
85213,AZ,8.64,43078.79687,01/16/2013,,
85298,AZ,11.515,52525.27416,10/25/2013,,
85201,AZ,6,59965.87572,10/29/2013,,
85339,AZ,10,43760.61942,09/15/2014,,
85286,AZ,6.11,47482.57697,11/05/2013,,
85742,AZ,7.92,39947.37509,06/13/2013,,
85203,AZ,12,61738.22982,10/01/2014,,
85120,AZ,5.28,27004.43481,01/22/2013,,
85340,AZ,4.4,42858.50597,12/22/2010,,
85375,AZ,5.6,53113.41187,12/16/2009,,
85395,AZ,7.722,54573.81555,08/13/2009,,
85027,AZ,5.4,56190.63959,04/20/2009,,
85310,AZ,4.59,61231.22901,03/27/2009,,
85208,AZ,12,52898.98897,03/13/2014,,
85353,AZ,11.22,49223.07703,10/27/2014,,
85140,AZ,5.75,25225.73021,10/14/2014,,
85048,AZ,9.66,39887.94533,01/29/2014,,
85213,AZ,9,46555.04249,11/12/2014,,
85201,AZ,3.75,19508.54982,12/12/2014,,
85226,AZ,5.52,29102.35933,02/27/2012,,
85249,AZ,8.25,37434.13649,02/19/2014,,
85234,AZ,5.06,28752.81003,10/12/2011,,
85296,AZ,8.75,38386.98075,10/10/2014,,
85048,AZ,7,25341.37688,09/05/2014,,
85248,AZ,2.64,16918.70419,06/25/2012,,
85248,AZ,4.9,23587.86281,07/01/2013,,
85140,AZ,2.99,19798.13639,06/17/2011,,
85284,AZ,3,15234.26315,12/19/2013,,
86351,AZ,5.52,30373.64708,01/12/2011,,
85043,AZ,21.165,92852.62258,10/23/2014,,
85048,AZ,8.25,37709.1076,11/18/2013,,
85297,AZ,4.7,15585.40222,03/08/2013,,
85143,AZ,7.5,36111.60114,10/08/2013,,
85140,AZ,10.5,47819.62756,01/31/2014,,
85383,AZ,7.56,63204.75296,05/11/2011,,
