Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=VT
05468,VT,9.5,21980.42836,07/16/2014,,
05262,VT,8.4,26176.60058,08/26/2014,,
05156,VT,14.4,76421.24098,06/04/2014,,
05651,VT,3.6,17633.29937,05/16/2014,,
05043,VT,3.78,14197.20448,07/18/2014,,
05487,VT,3.6,17633.29937,05/20/2014,,
05262,VT,8.415,26172.94142,10/08/2014,,
05454,VT,7.848,38063.61837,06/24/2014,,
05301,VT,6,23941.88424,07/03/2014,,
05055,VT,4,19648.55368,11/21/2014,,
05060,VT,8.25,29222.24308,08/26/2014,,
05048,VT,4.251,20668.07302,11/07/2014,,
05763,VT,11.2,38210.54461,12/17/2014,,
05673,VT,6,24778.16898,05/24/2014,,
05647,VT,8.25,31347.22567,08/25/2014,,
05664,VT,4.8,26041.45682,07/17/2014,,
05677,VT,4.95,18909.56038,09/17/2014,,
05843,VT,6,16897.91516,05/05/2014,,
05667,VT,6.75,26765.01235,04/24/2014,,
05060,VT,3,16194.07217,06/27/2014,,
05488,VT,6.72,31556.4656,12/08/2014,,
05701,VT,5.04,16331.91545,10/14/2014,,
05641,VT,4.578,22384.9267,12/02/2014,,
05733,VT,3.48,17588.24627,02/04/2014,,
05033,VT,9.9,45210.86254,07/03/2014,,
05491,VT,3.27,15720.25979,01/28/2014,,
05465,VT,4.4,19603.4422,11/12/2014,,
05486,VT,11.48,38713.50023,08/14/2014,,
05446,VT,3.27,15812.44487,10/20/2014,,
05055,VT,6.16,22877.51425,05/02/2014,,
05677,VT,6.3,25392.60642,07/28/2014,,
05469,VT,2.75,10984.4098,04/03/2014,,
05344,VT,10.08,28416.3364,10/24/2014,,
05301,VT,4.95,15924.92811,08/01/2014,,
05151,VT,4,19143.63715,10/31/2014,,
05482,VT,7.194,33987.22082,12/19/2014,,
05454,VT,5.4,22404.83834,05/08/2014,,
05701,VT,4.4,14258.02142,10/01/2014,,
05465,VT,15.08,52625.06088,10/03/2014,,
05468,VT,8.4,28007.96731,08/19/2014,,
05758,VT,10.08,44497.9412,06/10/2014,,
05001,VT,4.2,16131.10063,12/08/2014,,
05049,VT,4.251,20556.47746,10/21/2014,,
05733,VT,1.68,6736.646976,11/20/2014,,
05746,VT,12,38553.43882,07/28/2014,,
05491,VT,7.2,30068.37157,12/09/2014,,
05403,VT,9.156,39756.74332,07/14/2014,,
05760,VT,3.6,17933.6254,01/13/2014,,
05482,VT,13.734,62751.93602,04/18/2014,,
05650,VT,4.8,20374.6975,07/21/2014,,
05468,VT,9.24,36268.76337,12/20/2014,,
05452,VT,10.791,49293.03827,04/01/2014,,
05060,VT,4.59,17523.40745,10/02/2014,,
05828,VT,6,27138.48228,04/17/2014,,
05033,VT,7.848,36189.42795,11/19/2014,,
05701,VT,2.8,9122.54278,11/14/2014,,
05055,VT,12,55935.3148,10/23/2014,,
05048,VT,3.924,24527.3385,12/29/2014,,
05482,VT,14.061,62057.35036,11/01/2014,,
05255,VT,6.05,24462.44933,11/13/2014,,
05753,VT,4.14,25427.13365,08/04/2014,,
05641,VT,5.886,26564.11427,07/31/2014,,
05641,VT,4.8,20914.42359,10/09/2014,,
05156,VT,3.24,16239.9506,04/08/2014,,
05769,VT,6.54,30817.26756,10/16/2014,,
05043,VT,5.5,15794.78261,06/12/2014,,
05468,VT,5.232,23850.63128,03/27/2014,,
05773,VT,20.16,85892.24894,11/07/2014,,
05462,VT,8.1,22234.3729,09/10/2014,,
05075,VT,4.08,14848.28357,10/15/2014,,
05753,VT,7.2,29039.81498,02/07/2014,,
05464,VT,8.502,43313.81383,08/18/2014,,
05158,VT,6.12,23440.5056,12/05/2014,,
05445,VT,6.867,32618.58011,06/17/2014,,
05746,VT,6.6,28137.05482,07/23/2014,,
05149,VT,9.945,34580.03877,12/19/2014,,
05346,VT,3.5,14329.66187,04/04/2014,,
05457,VT,13.5,53635.91127,06/04/2014,,
05403,VT,7.521,34956.70854,06/26/2014,,
05735,VT,3.924,24428.36511,11/06/2014,,
05488,VT,6.72,31088.96338,06/02/2014,,
05445,VT,10.464,46951.73419,02/27/2014,,
05446,VT,10.07,,05/13/2014,,
05478,VT,9.81,45308.43942,06/18/2014,,
05141,VT,8.82,17951.8424,01/15/2014,,
05647,VT,4.5,21658.23366,10/26/2014,,
05487,VT,4,19247.56279,11/24/2014,,
05486,VT,7,26465.08696,12/22/2014,,
05763,VT,7.7,24951.53749,10/08/2014,,
05738,VT,6.24,25963.15044,04/10/2014,,
05151,VT,9,38510.64817,05/16/2014,,
05753,VT,7.02,31545.22778,04/08/2014,,
05753,VT,7.7,29262.85498,07/07/2014,,
05089,VT,3.57,26965.63497,11/20/2014,,
05482,VT,6.867,32064.7957,02/27/2014,,
05457,VT,11.4,45332.10794,05/09/2014,,
05461,VT,4.48,16011.27465,05/01/2014,,
05403,VT,5.232,24579.13122,08/07/2014,,
05468,VT,6.6,30831.3455,09/08/2014,,
05075,VT,6,21769.10306,04/25/2014,,
05443,VT,2.943,15864.9939,05/29/2014,,
05070,VT,3.825,15013.69103,04/25/2014,,
05491,VT,5.232,24538.07144,07/28/2014,,
05346,VT,3.12,15274.1359,12/29/2014,,
05445,VT,5.94,19941.2887,10/14/2014,,
05441,VT,7.848,44880.49345,09/29/2014,,
05451,VT,10.8,38403.31247,06/13/2014,,
05826,VT,6.48,29859.2402,08/04/2014,,
05301,VT,4.08,18530.60184,12/15/2014,,
05677,VT,6.54,30949.07111,07/10/2014,,
05602,VT,5.886,27817.10067,10/28/2014,,
05667,VT,3.6,20568.45834,07/03/2014,,
05677,VT,7.848,37254.31555,10/16/2014,,
05477,VT,5.232,30329.12131,06/11/2014,,
05656,VT,3.924,20987.06463,08/28/2014,,
05641,VT,8.829,40920.09808,08/08/2014,,
05251,VT,6.867,31505.17427,02/10/2014,,
05452,VT,5.886,26831.20878,03/14/2014,,
05478,VT,3.24,11706.3851,04/11/2014,,
05738,VT,5,16202.29707,10/14/2014,,
05478,VT,8.12,28858.10845,05/23/2014,,
05443,VT,3.924,18794.20526,02/11/2014,,
05464,VT,7.8,31919.32675,06/19/2014,,
05495,VT,6.6,21765.39549,08/27/2014,,
05454,VT,7.2,38020.76585,08/06/2014,,
05819,VT,6,29654.1942,05/20/2014,,
05773,VT,4.4,16395.14795,07/30/2014,,
05602,VT,4.8,20300.18663,05/16/2014,,
05486,VT,2.6,11515.71364,08/07/2014,,
05757,VT,7.02,30564.07941,01/20/2014,,
05495,VT,3.597,17350.09104,09/09/2014,,
05640,VT,2.7,19524.51577,10/17/2014,,
05075,VT,4,19143.63715,10/02/2014,,
05672,VT,16.24,66078.4513,10/29/2014,,
05075,VT,3.825,13690.26346,12/12/2014,,
05661,VT,5.5,24067.60213,12/10/2014,,
05491,VT,11.7,47384.67012,03/17/2014,,
05763,VT,5.232,24897.34562,12/04/2014,,
05075,VT,7.65,25887.96125,08/01/2014,,
05733,VT,5.886,26734.54971,05/02/2014,,
05445,VT,6.5,28344.64146,01/14/2014,,
05859,VT,7.848,40691.17724,08/08/2014,,
05301,VT,18.36,60491.62734,12/17/2014,,
05673,VT,5.232,24897.34562,12/26/2014,,
05769,VT,6,20866.55194,07/23/2014,,
05753,VT,3,13142.47647,11/07/2014,,
05043,VT,4,19143.63715,10/03/2014,,
05602,VT,4.4,19437.37006,08/14/2014,,
05491,VT,5.3,18375.2659,06/11/2014,,
05201,VT,9.9,27812.52561,04/17/2014,,
05457,VT,6.48,31345.87642,05/22/2014,,
05446,VT,4.905,24349.0782,02/26/2014,,
05101,VT,18.72,66056.85706,12/04/2014,,
05257,VT,4.5,13433.94704,05/30/2014,,
05836,VT,5.4,28318.89192,07/25/2014,,
05766,VT,3.6,18439.65321,01/03/2014,,
05867,VT,9.9,32129.39866,04/15/2014,,
05474,VT,12.48,55212.72466,12/15/2014,,
05468,VT,6.6,30848.32282,05/10/2014,,
05664,VT,3,12731.92954,04/01/2014,,
05075,VT,11.445,54413.22699,12/30/2014,,
05767,VT,5,16383.14907,12/16/2014,,
05408,VT,4.48,15606.42954,08/01/2014,,
05450,VT,6.3,27366.15914,04/30/2014,,
05656,VT,3.6,19090.41138,06/27/2014,,
05833,VT,3.924,19972.84577,08/06/2014,,
05041,VT,7.2,28098.27284,10/24/2014,,
05494,VT,8.502,42871.94116,11/25/2014,,
05454,VT,5.232,22647.64449,05/26/2014,,
05452,VT,4.905,29567.20464,01/09/2014,,
05478,VT,4.8,19832.37482,06/03/2014,,
05075,VT,4.86,18826.20486,06/11/2014,,
05456,VT,4.5,19713.7147,11/12/2014,,
05001,VT,6.6,24596.05146,08/26/2014,,
05468,VT,3.025,12894.46433,09/15/2014,,
05468,VT,5.886,28644.30909,09/03/2014,,
05759,VT,5.5,19176.3869,11/28/2014,,
05443,VT,4.251,20262.91765,03/18/2014,,
05061,VT,4.8,20842.70445,07/08/2014,,
05445,VT,6.213,29758.53653,11/20/2014,,
05070,VT,4,19077.99035,07/24/2014,,
05031,VT,5.886,27824.08012,10/10/2014,,
05663,VT,3.924,24174.39725,07/23/2014,,
05701,VT,7.84,27523.69044,12/03/2014,,
05495,VT,4.251,20785.93135,12/02/2014,,
05461,VT,7.2,32660.12837,07/31/2014,,
05452,VT,6,24864.70946,04/15/2014,,
05058,VT,4,18612.25972,08/17/2014,,
05473,VT,7.2,32529.05887,05/02/2014,,
05478,VT,7.848,38459.8977,05/16/2014,,
05075,VT,6.12,21208.02301,08/15/2014,,
05489,VT,9.9,38787.82175,09/21/2014,,
05656,VT,5.886,27700.44413,10/06/2014,,
05641,VT,3.27,16270.99395,09/16/2014,,
05301,VT,5.04,18399.53665,12/02/2014,,
05459,VT,4.905,23983.92205,12/05/2014,,
05494,VT,6.54,31062.34668,07/25/2014,,
05402,VT,29.7,97069.21234,07/15/2014,,
05454,VT,6.05,24881.48481,11/07/2014,,
05819,VT,4.05,16686.72795,06/28/2014,,
05462,VT,3.924,25892.41002,07/18/2014,,
05465,VT,6.96,36052.45698,01/02/2014,,
05641,VT,6.867,32193.46585,06/12/2014,,
05477,VT,5.886,27718.84029,06/27/2014,,
05650,VT,10.8,56702.05736,10/31/2014,,
05494,VT,7.848,49052.29539,07/11/2014,,
05445,VT,7.425,28960.57902,09/23/2014,,
05077,VT,7.2,34658.67789,12/02/2014,,
05455,VT,10.8,57748.70323,11/26/2014,,
05701,VT,3.3,9868.466692,03/14/2014,,
05602,VT,6.05,25489.83805,08/06/2014,,
