Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NV
89134,NV,9.945,47625.81435,12/10/2014,,
89106,NV,59.28,1013722.846,06/02/2011,,
89110,NV,5.1,24423.49454,12/19/2014,,
89501,NV,36.575,170116.7093,03/11/2010,,
89502,NV,36.72,224655.2885,12/09/2008,,
89119,NV,60.18,194175.749,11/20/2013,,
89145,NV,2.805,13432.922,12/29/2014,,
89117,NV,5.886,27227.00803,10/07/2014,,
89523,NV,2.04,9112.171872,10/24/2014,,
89084,NV,10.4,23801.43897,12/19/2014,,
89012,NV,2.7,11568.58722,11/11/2014,,
89015,NV,12.24,43556.59299,12/30/2014,,
89052,NV,9.18,30245.81367,12/31/2014,,
89149,NV,3,14366.76149,12/22/2014,,
89049,NV,119.7,559719.3441,02/09/2011,,
89439,NV,42,106314.4613,06/10/2014,,
89123,NV,4.5,15665.11863,10/20/2014,,
89701,NV,6.16,33319.00796,11/13/2009,,
89015,NV,7.395,35414.06708,12/04/2014,,
89521,NV,6.12,55753.71863,06/12/2007,,
89002,NV,10.71,51289.33853,12/31/2014,,
89113,NV,3.57,13497.15291,11/24/2014,,
89022,NV,3.06,30708.8442,05/27/2008,,
89801,NV,13.68,102314.1832,10/20/2008,,
89031,NV,10.5,49728.5887,10/30/2014,,
89149,NV,5,20241.11219,01/08/2014,,
89178,NV,4.335,23813.11476,11/05/2014,,
89121,NV,9.18,43962.29017,12/15/2014,,
89123,NV,3,11042.32313,12/02/2014,,
89178,NV,2.295,10990.57254,12/18/2014,,
89828,NV,5.67,43336.5796,09/16/2009,,
89131,NV,7,18760.10546,03/24/2014,,
89052,NV,5.25,17544.16633,10/31/2014,,
89704,NV,4.8,36699.06188,12/14/2007,,
89523,NV,2.88,30355.6457,06/12/2006,,
89179,NV,6.05,25402.77297,11/17/2014,,
89085,NV,8.75,41190.03499,11/03/2014,,
89113,NV,26.55,92118.72951,09/17/2014,,
89052,NV,7.194,30495.84573,12/02/2014,,
89119,NV,3,14208.96585,10/20/2014,,
89117,NV,4.95,21468.47854,12/05/2014,,
89166,NV,62.79,272193.6456,06/14/2011,,
89123,NV,7.5,35916.90374,12/30/2014,,
89178,NV,6.24,20044.53218,11/19/2014,,
89429,NV,6.86,50516.83128,03/05/2014,,
89139,NV,4,23349.14824,11/11/2014,,
89131,NV,9,45469.46993,11/05/2014,,
89433,NV,172.26,486307.0051,08/06/2013,,
89128,NV,5.75,33207.55007,10/28/2014,,
89506,NV,53.58,321631.2038,09/30/2011,,
89052,NV,10.25,48544.62453,10/07/2014,,
89128,NV,2.25,10713.97538,11/05/2014,,
89110,NV,9,43100.28448,12/10/2014,,
89123,NV,11.04,42734.91105,02/05/2014,,
89015,NV,8.925,42741.11545,12/01/2014,,
89147,NV,95.16,256868.5243,10/11/2013,,
89415,NV,81.536,429612.2381,12/21/2010,,
89509,NV,5.616,42716.32181,06/12/2006,,
89011,NV,4.94,12949.24103,12/22/2014,,
89084,NV,7.5,28344.94667,09/25/2014,,
89131,NV,3.5,21197.14121,10/29/2014,,
89052,NV,6.63,23395.13688,12/23/2014,,
89134,NV,8.415,40298.76599,12/18/2014,,
89511,NV,6,50690.80666,06/03/2009,,
89501,NV,5.4,30038.21229,11/02/2009,,
89123,NV,8.415,40298.76599,12/11/2014,,
89134,NV,119.075,278112.1325,06/07/2014,,
89523,NV,5.7,34015.57822,06/29/2009,,
89521,NV,5.04,33523.16759,04/10/2009,,
89511,NV,5.64,20166.53818,02/06/2014,,
89131,NV,3.5,15054.32719,01/14/2014,,
89002,NV,3.75,17856.62563,11/04/2014,,
89123,NV,4.59,21981.14509,12/17/2014,,
89113,NV,3.57,17096.44618,12/22/2014,,
89178,NV,3.5,20486.09333,11/24/2014,,
89074,NV,6,28733.52299,12/01/2014,,
89052,NV,8.4,26898.25594,10/29/2014,,
89131,NV,10.5,49998.55177,11/25/2014,,
89014,NV,6.885,32971.71763,12/30/2014,,
89011,NV,3.825,18317.62091,12/21/2014,,
89108,NV,6.12,68777.0062,10/14/2014,,
89120,NV,8.25,39508.59411,12/31/2014,,
89510,NV,2.97,31686.90247,05/23/2008,,
89431,NV,498.42,1550859.548,11/20/2013,,
89123,NV,8.67,41284.51846,11/20/2014,,
89511,NV,73.75,339623.5834,06/23/2014,,
89084,NV,10.455,63308.49206,11/13/2014,,
89436,NV,6.12,60373.04141,02/17/2006,,
89129,NV,9,52633.28666,10/20/2014,,
89131,NV,2.55,15471.7679,10/30/2014,,
89436,NV,4.96,19932.52533,07/22/2014,,
89509,NV,8.085,56647.45294,12/13/2011,,
89131,NV,4.08,19538.79563,12/29/2014,,
89149,NV,7.93,26063.82651,11/14/2014,,
89432,NV,5.32,36635.62667,05/10/2005,,
89511,NV,10.8,83548.91807,11/09/2010,,
89113,NV,13.77,46090.58726,12/15/2014,,
89128,NV,7.395,35414.06708,12/30/2014,,
89106,NV,4.5,21258.71,09/25/2014,,
89113,NV,184.8,636448.2825,09/17/2014,,
89439,NV,27,64662.09387,06/10/2014,,
89511,NV,4.5,20120.26606,02/03/2014,,
89129,NV,8.16,47089.90895,12/22/2014,,
89436,NV,5.784,29865.29897,06/19/2012,,
89084,NV,7.395,35414.06708,12/12/2014,,
89509,NV,5.824,51570.13171,01/30/2009,,
89113,NV,7.14,28747.6377,12/23/2014,,
89131,NV,62.79,274483.1641,06/14/2011,,
89149,NV,6,19940.83005,10/21/2014,,
89113,NV,57.42,156712.5207,09/18/2013,,
89012,NV,4.25,24930.59913,10/13/2014,,
89149,NV,6.75,31888.065,09/25/2014,,
89052,NV,4.335,20530.80305,10/14/2014,,
89014,NV,8.415,40298.76599,12/26/2014,,
89704,NV,2.1,12629.93792,08/21/2005,,
89148,NV,4.5,21258.71,09/30/2014,,
89506,NV,6.346,59796.57514,03/13/2006,,
89441,NV,2.52,22980.89031,11/03/2009,,
89123,NV,6.375,30529.36818,12/31/2014,,
89131,NV,7,24699.16428,11/11/2014,,
89523,NV,5.94,57752.07154,08/11/2009,,
89403,NV,35.15,221841.1169,06/21/2006,,
89002,NV,7.5,35520.4205,10/13/2014,,
89511,NV,2.45,13047.86897,09/11/2005,,
89119,NV,4.75,15542.16422,12/04/2014,,
89145,NV,5.61,26713.51195,11/21/2014,,
89450,NV,11.1,86884.72904,12/02/2008,,
89424,NV,34.56,163499.3464,02/11/2010,,
89178,NV,8.925,42741.11545,12/29/2014,,
89178,NV,59.8,271204.6324,06/02/2011,,
89084,NV,2.805,30374.50866,11/12/2014,,
89502,NV,6.11,41705.21362,11/17/2010,,
89141,NV,4.08,19274.56373,09/25/2014,,
89178,NV,3.825,18317.62091,12/31/2014,,
89178,NV,4.845,23202.31981,12/29/2014,,
89434,NV,16.45,46280.17179,01/03/2011,,
89131,NV,6,25807.41805,01/13/2014,,
89131,NV,11.44,25900.49844,12/19/2014,,
89110,NV,4.59,16486.33951,11/18/2014,,
89149,NV,9.18,30475.30775,11/18/2014,,
89129,NV,10.18,44895.93953,06/16/2014,,
89015,NV,5.865,21789.08417,12/09/2014,,
89503,NV,6.21,38699.39107,01/24/2011,,
89503,NV,1.8,10569.2207,06/01/2007,,
89460,NV,8.25,22300.49755,10/28/2013,,
89044,NV,4.845,23202.31981,12/10/2014,,
89030,NV,60.72,304324.9692,10/06/2011,,
89107,NV,4.25,20128.23828,10/15/2014,,
89119,NV,389.63,1706512.567,10/11/2012,,
89147,NV,5.61,18469.41456,12/23/2014,,
89052,NV,6,19659.77889,12/09/2014,,
89145,NV,35.1,112920.4786,06/06/2014,,
89052,NV,4.9,20601.31514,06/02/2014,,
89183,NV,5.61,20361.48176,12/24/2014,,
89141,NV,5.61,26865.84399,12/31/2014,,
89520,NV,57.96,448600.2752,10/15/2010,,
89408,NV,12.54,69236.43558,01/18/2011,,
89408,NV,59.85,209805.3813,12/30/2011,,
89123,NV,6.12,29308.19345,12/29/2014,,
89506,NV,572.46,2676282.907,01/06/2012,,
89431,NV,29.44,220680.9737,02/15/2010,,
89506,NV,7.5,31299.82791,07/15/2014,,
89044,NV,6.63,27731.77023,04/11/2014,,
89149,NV,2,9523.533671,11/07/2014,,
89052,NV,9.156,34584.46191,11/13/2014,,
89123,NV,7.14,25611.50977,12/10/2014,,
89029,NV,8.925,27730.32371,01/22/2014,,
89119,NV,3.5,12773.42211,12/22/2014,,
89131,NV,5.355,25644.66927,12/11/2014,,
89434,NV,1144.92,5406712.999,12/06/2011,,
89149,NV,11.52,37446.05756,01/10/2014,,
89149,NV,59.8,270487.2569,06/02/2011,,
89503,NV,57.6,153954.9305,06/05/2014,,
89149,NV,3.75,17958.45187,12/22/2014,,
89509,NV,0.448,4107.729944,10/07/2009,,
89117,NV,20.655,98915.15289,12/16/2014,,
89131,NV,8.67,31467.74454,12/16/2014,,
89431,NV,42.3,262437.0307,09/26/2011,,
89128,NV,11.04,63328.83646,10/18/2010,,
89011,NV,3.06,10353.47472,12/08/2014,,
89447,NV,2.912,17854.91536,10/27/2006,,
89511,NV,5.04,31400.97387,04/13/2010,,
89460,NV,9.75,32618.58011,06/02/2014,,
89052,NV,7.395,48544.57468,10/23/2014,,
89113,NV,51.744,326562.7577,04/19/2011,,
89131,NV,8.75,41903.05436,12/30/2014,,
89178,NV,3.06,14654.09672,12/10/2014,,
89123,NV,5,16182.19625,10/30/2014,,
89148,NV,2.295,13931.17543,11/11/2014,,
89084,NV,6.1,10482.54369,12/16/2014,,
89123,NV,7.905,46533.49687,12/22/2014,,
89131,NV,10.75,40827.14019,12/03/2014,,
89015,NV,17.5,66038.75294,09/30/2014,,
89139,NV,2.5,11904.41709,11/24/2014,,
89424,NV,22.23,111473.0772,04/23/2010,,
89113,NV,5.865,28087.01872,12/29/2014,,
89123,NV,4.335,20759.97036,12/29/2014,,
89143,NV,8,37888.44853,10/13/2014,,
89012,NV,3.975,17697.40218,11/18/2014,,
89015,NV,10.71,51289.33853,12/22/2014,,
89052,NV,4,19323.10875,10/10/2014,,
89166,NV,4.25,20237.50905,11/26/2014,,
89128,NV,6.63,16269.22317,12/16/2014,,
89139,NV,2.04,9769.397816,12/30/2014,,
89084,NV,6.05,21839.49386,12/31/2014,,
89431,NV,3.72,13914.08248,12/01/2014,,
89113,NV,31.2,174834.1792,08/14/2012,,
89002,NV,7.905,35520.4205,10/13/2014,,
89101,NV,58.24,385925.2928,12/03/2010,,
89143,NV,2.295,10869.24867,10/10/2014,,
89014,NV,7.65,36427.51629,11/03/2014,,
89106,NV,40.56,512049.353,05/10/2011,,
89511,NV,4.1,43015.43296,06/05/2007,,
89031,NV,10.98,33282.24399,11/17/2014,,
89447,NV,75.335,248689.4283,06/17/2014,,
89044,NV,3.06,18382.11506,12/03/2014,,
89113,NV,3.315,11363.3522,12/15/2014,,
89415,NV,217.77,763545.0401,06/05/2014,,
89123,NV,8,38311.36398,12/11/2014,,
89410,NV,22,89384.55136,11/21/2013,,
89431,NV,346.5,870093.6717,06/05/2014,,
89506,NV,6.12,61469.71574,02/25/2009,,
89128,NV,3.57,12237.45621,12/24/2014,,
89156,NV,5.61,26865.84399,12/09/2014,,
89166,NV,4.845,23202.31981,12/18/2014,,
89002,NV,5.865,28087.01872,12/14/2014,,
89506,NV,5.376,55938.99015,08/18/2009,,
89147,NV,5.5,19194.72673,10/28/2014,,
89131,NV,8.67,41519.94072,12/10/2014,,
89131,NV,5.4,18663.51083,04/29/2014,,
89523,NV,4.578,20312.19667,10/09/2014,,
89511,NV,6.3,37257.76479,08/10/2006,,
89086,NV,6.63,31750.5429,12/16/2014,,
89129,NV,7.5,27451.70009,02/24/2014,,
89706,NV,33.55,104043.4309,04/25/2014,,
89074,NV,4.08,33720.84782,11/25/2014,,
89509,NV,6.816,76665.61444,02/23/2007,,
89143,NV,3.75,17958.45187,12/11/2014,,
89179,NV,5.232,22372.82837,12/30/2014,,
89149,NV,9.275,32261.19306,12/15/2014,,
89052,NV,6.6,22179.14426,12/02/2014,,
89084,NV,8.16,38856.01738,11/04/2014,,
89107,NV,18.72,71897.95505,04/09/2014,,
89074,NV,6.63,31750.5429,12/10/2014,,
89166,NV,5.1,24423.49454,12/02/2014,,
89145,NV,6,35537.11602,11/05/2014,,
89424,NV,37.05,168814.0332,04/29/2010,,
89511,NV,6.12,61725.83624,05/14/2007,,
89449,NV,35.52,267094.3214,02/20/2009,,
89121,NV,9.75,46427.22665,11/26/2014,,
89074,NV,7.395,34935.14677,09/25/2014,,
89147,NV,5.865,20785.30627,12/12/2014,,
89118,NV,1.785,8548.223089,12/18/2014,,
89032,NV,10.2,60833.46601,11/03/2014,,
89135,NV,6.867,32130.12786,12/02/2014,,
89002,NV,4.845,23202.31981,12/18/2014,,
89502,NV,30.24,136498.9873,10/18/2010,,
89424,NV,37.05,168499.4669,06/17/2010,,
89131,NV,10,47241.57778,09/30/2014,,
89084,NV,4.59,21981.14509,12/29/2014,,
89156,NV,6,29450.81824,01/02/2014,,
89506,NV,6.11,44802.74237,09/28/2010,,
89044,NV,6.375,29600.35041,10/13/2014,,
89052,NV,4,18944.22427,10/28/2014,,
89147,NV,7,36564.27505,12/11/2014,,
89701,NV,36.4,301782.8856,05/19/2008,,
89408,NV,7.5,21807.90585,01/06/2014,,
89131,NV,7.28,25051.90594,11/18/2014,,
89701,NV,55.755,192130.5306,03/27/2014,,
89509,NV,1.922,23433.62801,06/24/2007,,
89084,NV,6.25,36004.63487,10/21/2014,,
89410,NV,3.85,36082.18644,11/03/2009,,
89178,NV,9.18,27847.6669,09/23/2014,,
89117,NV,6.375,22854.92648,12/05/2014,,
89106,NV,4.75,15316.29564,10/15/2014,,
89183,NV,2.75,16493.69752,12/24/2014,,
89120,NV,8.415,40298.76599,12/18/2014,,
89128,NV,9.25,54183.52245,10/22/2014,,
89147,NV,5,17456.85339,10/23/2014,,
89450,NV,6.228,55285.84832,06/20/2006,,
89074,NV,3.825,13501.30778,12/03/2014,,
89419,NV,116,343666.1419,06/20/2014,,
89145,NV,26.4,96768.65336,09/25/2014,,
89002,NV,2.55,12211.74727,12/29/2014,,
89520,NV,59.22,735929.4204,10/15/2010,,
89052,NV,4.77,19011.29551,03/03/2014,,
89031,NV,4.5,21550.14224,12/29/2014,,
89107,NV,119.392,696675.2297,05/09/2011,,
89520,NV,44.16,128331.5707,09/21/2010,,
89084,NV,7,41335.13354,11/13/2014,,
89015,NV,7.14,34192.89236,12/15/2014,,
89704,NV,3.825,16514.44067,08/21/2013,,
89512,NV,58.52,246558.7696,05/07/2012,,
89131,NV,14.25,67855.17741,11/26/2014,,
89030,NV,58.41,139301.0748,05/09/2014,,
89117,NV,7,33152.39246,10/28/2014,,
89113,NV,74.635,258805.7932,09/17/2014,,
89143,NV,6.63,31750.5429,12/09/2014,,
89501,NV,35.84,402094.587,12/11/2009,,
89128,NV,5.75,33946.93651,11/18/2014,,
89106,NV,115.68,797464.7654,08/19/2010,,
89117,NV,11.22,53731.68799,12/30/2014,,
89704,NV,3.924,20768.79205,12/12/2014,,
89415,NV,22.25,76190.12866,08/26/2013,,
89113,NV,6.24,21580.3273,11/19/2014,,
89015,NV,59.8,271204.6324,06/02/2011,,
89166,NV,6.24,15425.36497,12/16/2014,,
89113,NV,7.02,40099.08914,11/20/2014,,
89129,NV,16.5,74144.76615,04/01/2014,,
89147,NV,11,52678.12548,12/10/2014,,
89178,NV,3.5,16534.55222,09/30/2014,,
89145,NV,6.12,29308.19345,12/10/2014,,
89502,NV,65,495974.2203,06/25/2010,,
89143,NV,9,43100.28448,12/30/2014,,
89506,NV,8.46,50051.16683,04/30/2012,,
89419,NV,35.84,148683.4426,03/07/2012,,
89085,NV,6.12,29308.19345,12/18/2014,,
89436,NV,49.6,284294.6149,11/08/2010,,
89131,NV,5.865,28087.01872,12/30/2014,,
89110,NV,9.435,45183.4649,12/23/2014,,
89044,NV,11,37828.07181,09/29/2014,,
89032,NV,4.845,29161.12822,12/11/2014,,
89106,NV,115.68,797464.7654,08/19/2010,,
89441,NV,8.68,29410.67693,11/14/2014,,
89424,NV,37.05,167578.6803,05/28/2010,,
89117,NV,6,35345.36589,10/28/2014,,
89149,NV,61.1,262452.14,05/04/2011,,
89128,NV,6,19692.02259,10/24/2014,,
89447,NV,48,169765.2863,05/02/2014,,
89410,NV,47.94,248298.1006,05/20/2011,,
89131,NV,9.945,58167.28759,11/24/2014,,
89117,NV,3.25,15661.45112,11/12/2014,,
89113,NV,187.615,646857.5813,09/17/2014,,
89147,NV,3.75,12974.95902,10/13/2014,,
89117,NV,2.805,13284.63727,10/28/2014,,
89131,NV,7,23644.24507,03/07/2014,,
89506,NV,4.675,17139.29441,12/16/2014,,
89002,NV,98.56,412709.211,09/24/2012,,
89145,NV,3.75,22913.42152,11/04/2014,,
89131,NV,13.42,41101.3759,11/18/2014,,
89503,NV,115.92,526743.4208,06/06/2011,,
89511,NV,2.115,17247.02862,01/13/2011,,
89031,NV,4.59,21981.14509,12/10/2014,,
89129,NV,6,18407.26743,01/28/2014,,
89149,NV,11.2,37888.44853,10/24/2014,,
89423,NV,3.5,35642.16207,06/08/2009,,
89139,NV,3.825,16907.72016,10/29/2014,,
89178,NV,61.1,262452.14,05/04/2011,,
89118,NV,8.5,49783.07685,12/21/2014,,
89113,NV,5.1,24423.49454,12/08/2014,,
89403,NV,5.85,36145.76093,04/02/2008,,
89117,NV,7.5,26504.70464,10/16/2014,,
89129,NV,8.75,51030.89932,09/26/2014,,
89131,NV,6.63,23524.95191,12/02/2014,,
89123,NV,4.675,17327.8189,11/20/2014,,
89131,NV,4.335,25599.5496,10/22/2014,,
89509,NV,3.12,20837.42129,07/28/2006,,
89117,NV,13,46113.95251,11/12/2014,,
89523,NV,36.66,227257.7537,09/30/2011,,
89701,NV,2.7,21371.36876,06/25/2007,,
89131,NV,12.2,42369.95405,10/23/2014,,
89113,NV,8.48,39526.67464,11/18/2014,,
89128,NV,7.14,34192.89236,12/26/2014,,
89156,NV,5.1,24285.01086,11/20/2014,,
89501,NV,2.72,31322.16979,01/12/2009,,
89014,NV,6.84,18828.01901,12/29/2014,,
89123,NV,8.75,30618.39132,11/10/2014,,
89015,NV,4.75,27614.61683,10/16/2014,,
89129,NV,6.12,23063.13866,12/22/2014,,
89143,NV,8,38311.36398,12/10/2014,,
89103,NV,4.335,22720.11383,11/18/2014,,
89178,NV,4.845,23202.31981,12/31/2014,,
89121,NV,50.22,155974.4295,11/21/2014,,
89108,NV,7.14,34192.89236,12/22/2014,,
89011,NV,14.3,38386.98075,10/29/2014,,
89129,NV,9.18,52981.96411,11/11/2014,,
89012,NV,6.5,22891.01615,11/18/2014,,
89820,NV,58.8,296766.7189,10/05/2010,,
89502,NV,14.95,125331.7451,01/09/2012,,
89135,NV,4.335,25842.88017,12/24/2014,,
89120,NV,5.1,24423.49454,12/19/2014,,
89183,NV,2.805,13497.69845,12/22/2014,,
89183,NV,4.08,14716.39579,11/24/2014,,
89434,NV,3.06,32341.24374,06/16/2008,,
89502,NV,34.075,235626.2272,09/10/2010,,
89121,NV,58.5,266158.523,09/24/2013,,
89149,NV,3.75,13130.40948,01/03/2014,,
89410,NV,6.048,60021.77849,03/03/2009,,
89451,NV,30.625,122114.4726,06/20/2006,,
89121,NV,1.96,8804.883804,01/24/2014,,
89118,NV,61.1,262452.14,05/09/2011,,
89501,NV,35.26,343433.7765,12/29/2009,,
89701,NV,0.64,4063.119706,01/23/2005,,
89015,NV,10,32753.56669,10/24/2014,,
89434,NV,57.035,175313.9764,04/18/2014,,
89509,NV,4.59,35699.69473,03/05/2007,,
89104,NV,8.67,38568.50427,02/28/2014,,
89410,NV,2.448,32361.63966,03/02/2010,,
89444,NV,1.52,12651.93395,12/12/2007,,
89031,NV,8.925,26356.32151,10/22/2014,,
89074,NV,6.6,13755.79606,12/08/2014,,
89703,NV,3.584,39256.5092,10/13/2008,,
89134,NV,6.63,25360.10657,12/23/2014,,
89031,NV,5.61,26569.27453,10/30/2014,,
89411,NV,2.1,12031.3401,08/27/2010,,
89123,NV,56.64,159773.2334,04/24/2014,,
89030,NV,8.415,40070.26792,11/26/2014,,
89704,NV,3.74,33610.58003,01/15/2007,,
89706,NV,4.752,50919.22849,05/20/2009,,
89519,NV,4.752,44218.76906,02/05/2010,,
89509,NV,2.94,9970.389479,06/17/2014,,
89011,NV,4.08,18542.41787,12/10/2014,,
89145,NV,5.865,28087.01872,12/03/2014,,
89147,NV,5.61,33125.93095,12/22/2014,,
89115,NV,3.315,11698.07253,12/08/2014,,
89030,NV,7.425,23845.7995,12/23/2014,,
89506,NV,4.96,17602.05536,12/03/2014,,
89129,NV,8.25,39072.46255,10/28/2014,,
89139,NV,9.18,43962.29017,12/31/2014,,
89123,NV,9.25,33862.27537,12/10/2014,,
89178,NV,3.315,19609.01633,12/08/2014,,
89012,NV,4.5,8045.940943,12/08/2014,,
89139,NV,10.75,25651.37294,04/30/2014,,
89705,NV,59.8,263149.9382,04/15/2011,,
89701,NV,33.15,107313.264,11/20/2013,,
89142,NV,4.08,19428.00869,11/26/2014,,
89436,NV,5.882,53777.06667,05/16/2006,,
89014,NV,6,24289.33463,01/17/2014,,
89154,NV,59.28,337748.2179,10/31/2012,,
89081,NV,5.1,24423.49454,12/10/2014,,
89102,NV,7.5,35916.90374,12/10/2014,,
89139,NV,16.32,78155.18253,12/23/2014,,
89129,NV,8.16,39077.59126,12/03/2014,,
89002,NV,5.5,26189.7176,11/26/2014,,
89108,NV,4.08,24123.25443,12/09/2014,,
89147,NV,4.41,10018.74791,03/05/2014,,
89183,NV,8.16,28794.01462,12/11/2014,,
89123,NV,5.865,21121.94218,12/05/2014,,
89123,NV,4.08,19538.79563,12/01/2014,,
89154,NV,57.24,161507.8868,05/10/2014,,
89030,NV,5.355,25644.66927,12/01/2014,,
89509,NV,3.06,29371.80942,03/15/2007,,
89410,NV,67.21,294403.6788,09/07/2011,,
89121,NV,2.6,17382.95514,11/13/2014,,
89509,NV,5.61,56221.6343,02/06/2009,,
89701,NV,16.32,73590.2865,12/22/2011,,
89511,NV,1.485,11473.1802,10/24/2008,,
89015,NV,8.925,42269.30039,10/02/2014,,
89085,NV,6.12,29308.19345,12/30/2014,,
89423,NV,6.12,34634.17608,12/04/2007,,
89015,NV,4.59,21856.50978,11/04/2014,,
89512,NV,58,172489.4172,09/18/2013,,
89501,NV,35.465,343433.7765,12/29/2009,,
89031,NV,5.5,40473.39409,11/04/2014,,
89701,NV,5.7,51192.1866,09/19/2008,,
89135,NV,4.59,20790.26658,12/01/2014,,
89031,NV,54.34,340294.501,09/30/2011,,
89511,NV,6.345,49695.56098,12/30/2010,,
89129,NV,5.98,15373.94709,12/16/2014,,
89460,NV,11.52,59760.76254,02/28/2008,,
89031,NV,11.475,67716.71525,11/05/2014,,
89701,NV,2.475,27444.21182,12/01/2011,,
89154,NV,57.24,162071.9708,04/17/2014,,
89134,NV,3.57,17159.96239,12/26/2014,,
89129,NV,114.84,346460.5299,10/28/2013,,
89447,NV,47.2,141137.5341,02/26/2014,,
89081,NV,6.63,31750.5429,12/08/2014,,
89123,NV,7.75,37114.13386,12/10/2014,,
89012,NV,5.886,24134.14292,12/19/2014,,
89511,NV,6.3,37257.76479,08/10/2006,,
89129,NV,5.61,26629.0984,10/21/2014,,
89012,NV,3.924,19879.89944,10/21/2014,,
89120,NV,6.63,31750.5429,12/30/2014,,
89703,NV,4.32,40421.4176,06/07/2007,,
89821,NV,115.44,562743.4477,09/18/2012,,
89129,NV,7.7,28645.60403,03/03/2014,,
89424,NV,57.035,191872.9546,02/14/2013,,
89106,NV,42.77,192841.7151,05/17/2011,,
89143,NV,61.1,262452.14,05/04/2011,,
89436,NV,6.12,22947.80862,05/09/2014,,
89129,NV,61.1,262452.14,05/06/2011,,
89801,NV,11.44,61022.40353,10/26/2009,,
89015,NV,4.59,21981.14509,12/31/2014,,
89121,NV,6.375,30529.36818,12/31/2014,,
89502,NV,577.5,1405459.527,06/05/2014,,
89002,NV,5.1,24423.49454,12/30/2014,,
89012,NV,8.75,41440.49058,10/28/2014,,
89030,NV,2.295,10990.57254,12/24/2014,,
89148,NV,6.885,32971.71763,12/29/2014,,
89703,NV,5.76,44387.15466,12/27/2007,,
89107,NV,6.5,31127.98324,12/10/2014,,
89149,NV,7.975,32602.0129,10/10/2014,,
89130,NV,10.98,39669.04747,10/24/2013,,
89012,NV,2.55,6327.283073,12/11/2014,,
89130,NV,24.64,154256.2673,09/02/2011,,
89104,NV,6.75,33131.66449,01/02/2014,,
89149,NV,7.14,33730.48653,09/25/2014,,
89506,NV,1.98,13103.14777,03/19/2005,,
89509,NV,1.02,12922.07441,03/15/2007,,
89117,NV,7.905,37641.76684,11/26/2014,,
89123,NV,3.5,12211.58655,10/14/2014,,
89084,NV,8.25,39284.57639,11/14/2014,,
89134,NV,5.5,17609.36463,11/17/2014,,
89115,NV,2.25,10629.355,09/30/2014,,
89002,NV,9.69,56517.48075,11/05/2014,,
89149,NV,5.1,29673.63465,10/20/2014,,
89523,NV,3,9517.810515,03/18/2014,,
89031,NV,10.71,51289.33853,12/10/2014,,
89178,NV,4.25,20237.50905,11/04/2014,,
89081,NV,3.57,17096.44618,12/03/2014,,
89130,NV,11.59,41875.87429,10/24/2013,,
89119,NV,6.12,29308.19345,12/31/2014,,
89147,NV,6.86,26842.67064,02/13/2014,,
89081,NV,5.865,32970.00241,11/05/2014,,
89012,NV,13.26,62800.10344,10/30/2014,,
89149,NV,5.72,14215.33079,12/16/2014,,
89511,NV,6.12,50384.20901,07/06/2007,,
89012,NV,6.375,41473.86636,11/19/2014,,
89012,NV,8.75,41903.05436,12/29/2014,,
89121,NV,5.1,18651.64559,12/02/2014,,
89121,NV,6.54,32710.54336,10/21/2014,,
89410,NV,9.66,48588.48921,05/25/2012,,
89117,NV,6.63,31570.51412,11/11/2014,,
89014,NV,4.505,24863.9883,09/04/2014,,
89130,NV,12.2,44078.55526,10/24/2013,,
89505,NV,5.32,49283.38327,04/04/2006,,
89148,NV,4,18813.09035,10/27/2014,,
89052,NV,5.4,23076.54764,12/01/2014,,
89141,NV,9.69,46404.63963,12/29/2014,,
89147,NV,3.18,19451.90953,10/07/2014,,
89129,NV,5.865,28087.01872,12/10/2014,,
89521,NV,100.65,424279.4342,09/09/2013,,
89002,NV,5,12923.9152,12/16/2014,,
89509,NV,3.06,32065.75796,07/28/2008,,
89154,NV,59.28,354261.2081,10/31/2012,,
89110,NV,51.84,343340.7205,06/23/2011,,
89503,NV,4.5,36018.43134,10/04/2010,,
89154,NV,57.24,161507.8868,05/10/2014,,
89127,NV,8,31488.13354,02/26/2014,,
89513,NV,24.3,101506.9905,12/29/2011,,
89014,NV,9.75,57457.01243,11/11/2014,,
89143,NV,2.805,13432.922,12/03/2014,,
89183,NV,10.455,37630.17785,12/15/2014,,
89110,NV,2.805,13432.922,12/29/2014,,
89123,NV,4.5,16196.63322,12/18/2014,,
89121,NV,11.73,56174.03744,12/10/2014,,
89107,NV,29.355,78626.55273,08/22/2013,,
89429,NV,3.25,13032.20397,11/11/2014,,
89015,NV,5.355,18868.56857,12/12/2014,,
89123,NV,4.5,15530.23729,12/02/2014,,
89031,NV,3.75,28733.52299,12/15/2014,,
89032,NV,6.12,29308.19345,12/22/2014,,
89144,NV,4.08,26994.3887,12/11/2014,,
89086,NV,8.25,39508.59411,12/01/2014,,
89123,NV,7,41353.19555,12/18/2014,,
89002,NV,8.415,39853.9118,10/03/2014,,
89052,NV,7.93,24051.86473,11/25/2014,,
89104,NV,55.328,359519.7904,09/03/2010,,
89110,NV,4.845,23202.31981,12/30/2014,,
89141,NV,7.5,35916.90374,12/31/2014,,
89511,NV,9.2,40487.44951,07/21/2011,,
89148,NV,7.14,34192.89236,12/01/2014,,
89103,NV,5.865,19294.73937,11/10/2014,,
