Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=NM
87552,NM,2.08,19150.88,02/04/2008,,
87501,NM,2,20573,02/12/2009,,
87144,NM,2.34,34639.8,05/20/2008,,
88007,NM,4.83,42549,12/02/2008,,
87120,NM,3.42,25487.52,02/18/2008,,
87104,NM,3.9,35428,02/10/2009,,
87048,NM,3.2,27100,02/26/2009,,
87043,NM,3,24000,06/17/2008,,
87059,NM,4,43804.9,09/03/2008,,
88337,NM,1.56,14075.58,12/17/2007,,
87114,NM,3,25968,10/23/2008,,
88011,NM,1.38,16354,03/02/2009,,
87111,NM,3.6,30977,02/17/2009,,
87110,NM,2,18350,01/20/2009,,
87114,NM,2.46,8750,08/20/2008,,
87505,NM,4.32,36820,12/10/2007,,
87111,NM,2.8,26192.04,02/09/2009,,
87401,NM,1.02,8594.81,04/27/2007,,
87043,NM,2.58,23321,08/22/2008,,
87010,NM,1.7,27164,01/16/2008,,
87107,NM,1.94,15757,06/23/2008,,
87111,NM,2.05,22381.22,01/25/2008,,
87505,NM,3.01,34034.38,06/16/2008,,
87105,NM,2.8,27437.17,09/30/2009,,
87508,NM,2.04,29944.55,08/13/2007,,
87122,NM,2.63,40780.26,02/19/2008,,
87104,NM,1.4,16482.91,02/09/2009,,
87540,NM,7.36,79792,10/16/2008,,
87504,NM,2.93,26323,03/03/2009,,
87107,NM,3.87,19359.25,01/20/2009,,
87017,NM,3.12,32700,03/22/2007,,
88011,NM,3.51,35447.5,12/22/2008,,
87120,NM,2.28,25815.28,11/20/2007,,
87144,NM,3.5,28512.58,02/06/2009,,
87107,NM,2.76,25655,01/12/2009,,
87111,NM,1.25,12583.29,03/02/2009,,
87112,NM,1.7,15906,02/06/2009,,
87059,NM,4.7,30069,11/25/2008,,
87107,NM,2.45,19255,02/09/2009,,
87701,NM,1,13221.98,01/01/2008,,
87508,NM,1.95,18024.78,01/16/2008,,
87109,NM,4.16,35680.79,03/06/2008,,
87505,NM,2.59,22660.5,02/10/2009,,
87122,NM,3,24400,06/16/2008,,
87501,NM,3.78,33106.86,01/17/2008,,
87059,NM,1.36,19622.34,09/18/2007,,
87505,NM,0.98,10735.25,01/15/2008,,
87505,NM,3.2,28651,02/05/2009,,
87505,NM,2.52,27192.12,02/06/2008,,
87508,NM,3.68,43266.29,11/24/2008,,
87048,NM,5.38,55326.98,02/11/2009,,
87107,NM,1.03,12175.74,10/22/2007,,
87108,NM,1.26,13852.87,01/10/2008,,
87508,NM,4.52,38384,01/09/2009,,
88312,NM,3.2,28274.18,01/03/2008,,
87505,NM,3.28,29400,01/18/2008,,
87123,NM,2.3,18140.4,09/30/2008,,
87701,NM,1.4,16127.34,02/19/2008,,
87122,NM,3.5,61735.22,02/22/2008,,
87122,NM,4.76,42880,01/14/2009,,
87109,NM,4,33500,08/26/2008,,
87043,NM,3,28204,05/20/2008,,
88202,NM,1.2,11177.83,02/19/2008,,
87047,NM,2.08,16479.42,02/17/2009,,
87825,NM,1.6,26038,03/05/2008,,
87745,NM,4.08,35904,02/05/2009,,
87505,NM,3.06,41325.57,01/28/2008,,
87111,NM,3.36,28100,01/11/2008,,
87111,NM,3.6,36374.67,01/11/2008,,
87048,NM,1.28,16922.98,09/20/2007,,
87048,NM,2.8,26243.51,02/09/2009,,
87043,NM,3,26000,08/20/2008,,
88012,NM,1.95,21157.14,02/17/2009,,
88061,NM,5.04,32717.86,03/05/2008,,
87102,NM,9.13,65582.68,07/22/2008,,
87144,NM,2.6,27162.79,06/18/2008,,
87008,NM,1.23,13445.1,02/05/2009,,
87106,NM,1.4,8129.67,05/21/2008,,
87059,NM,2.8,24000,02/27/2008,,
87505,NM,3.9,38500,08/07/2007,,
87111,NM,4.2,50819,02/19/2009,,
87048,NM,4,39900,11/25/2008,,
87043,NM,2.75,25651.25,02/13/2008,,
87144,NM,2,24196.92,11/24/2008,,
87114,NM,2.8,22250.85,12/22/2008,,
87505,NM,3.44,36152.53,08/22/2008,,
87529,NM,2.2,22325.63,02/27/2008,,
87043,NM,5,37900,01/08/2009,,
88310,NM,3.04,28697.03,02/19/2009,,
87048,NM,3.5,21593.69,08/20/2008,,
87571,NM,2.4,24900,02/22/2008,,
87532,NM,2.58,28788,09/30/2008,,
87114,NM,2.46,29800,09/20/2007,,
87107,NM,2.05,18765.83,09/20/2007,,
88007,NM,3.924,23049.85846,03/08/2013,,
88005,NM,5.2,20074.25935,07/03/2013,,
88001,NM,3.92,13636.69721,12/31/2012,,
88011,NM,5.28,15033.40475,03/15/2012,,
88011,NM,2.64,11034.7231,03/25/2013,,
88012,NM,5.2,22009.93359,07/26/2013,,
87301,NM,5.232,28299.81654,06/12/2014,,
87124,NM,5.886,30578.25073,05/09/2014,,
88007,NM,7.28,26780.87024,10/08/2013,,
88030,NM,4.32,21311.76245,03/01/2013,,
87144,NM,11.445,56521.50846,11/18/2013,,
87002,NM,6.25,20263.27665,08/27/2014,,
88011,NM,12.24,75446.85719,05/29/2013,,
88011,NM,4.94,19080.50768,09/12/2013,,
87111,NM,4.08,18173.67026,03/26/2013,,
87107,NM,5.76,62666.59146,06/29/2012,,
87042,NM,7.68,37852.05361,10/05/2013,,
88310,NM,6.3,24061.62212,01/28/2014,,
87123,NM,5.886,27229.84789,08/06/2013,,
88352,NM,10.5,22107.29298,12/28/2012,,
88001,NM,3.825,14899.41875,03/20/2013,,
87120,NM,7.848,49881.80328,11/12/2014,,
88005,NM,3.696,22738.77016,05/24/2012,,
87508,NM,4.86,26349.49229,07/03/2013,,
88001,NM,3.924,19184.05203,04/22/2014,,
87112,NM,6.67,43776.64111,07/14/2013,,
87107,NM,3.36,13198.09737,03/09/2014,,
87740,NM,5,34473.95606,05/30/2014,,
87111,NM,3.48,22941.35023,06/01/2012,,
88011,NM,8.5,30331.45561,09/05/2013,,
87144,NM,7.65,26454.01738,11/25/2012,,
87107,NM,4.08,18035.85367,01/30/2013,,
87123,NM,9.81,23836.83051,08/14/2014,,
87505,NM,2.55,12146.69249,08/20/2013,,
87002,NM,6,43595.1761,06/06/2013,,
88011,NM,11.445,12059.95993,07/29/2013,,
88007,NM,7.56,25306.70138,08/26/2014,,
87122,NM,10.2,38871.58177,07/18/2013,,
87507,NM,3.6,11014.74682,09/22/2014,,
87110,NM,3.25,12839.59756,10/15/2014,,
87505,NM,2.07,12280.97928,03/30/2012,,
87031,NM,6.5,23850.38213,10/02/2013,,
87122,NM,5.886,29877.89925,09/09/2013,,
87114,NM,3,10999.78478,11/27/2013,,
88007,NM,6.867,35020.9077,02/04/2014,,
87036,NM,3.924,20123.4556,05/29/2014,,
87114,NM,5.28,26101.63583,09/21/2012,,
87124,NM,6.27,17501.35943,08/29/2013,,
87508,NM,9.81,58836.77023,03/26/2014,,
88011,NM,4.8,23191.00428,06/20/2012,,
87106,NM,3.924,23884.84653,10/22/2013,,
87124,NM,5.22,16073.57016,10/25/2013,,
87110,NM,5.559,42149.44861,12/04/2013,,
88011,NM,7.56,25264.42617,07/25/2014,,
88011,NM,6.48,29299.54167,09/06/2012,,
88011,NM,7.28,26925.16836,08/20/2013,,
88012,NM,3.27,13336.58136,11/05/2013,,
87301,NM,5.232,28299.81654,06/12/2014,,
88007,NM,4.68,17272.74901,10/09/2013,,
87565,NM,2.88,46482.56598,08/27/2014,,
87059,NM,4.75,16192.88976,01/07/2014,,
87506,NM,2.82,7709.925421,11/08/2013,,
87042,NM,3.185,25654.17259,12/28/2012,,
87508,NM,5.232,27244.00905,09/09/2014,,
87059,NM,9.88,63689.96087,02/18/2014,,
88007,NM,7.02,25396.8568,07/02/2013,,
88011,NM,3.315,12802.32125,11/12/2012,,
87144,NM,8,27625.32748,07/07/2014,,
88007,NM,7.68,34747.59771,01/20/2013,,
87529,NM,3.76,15064.40402,02/28/2014,,
88012,NM,4.5,16268.79393,01/09/2014,,
87111,NM,4.32,30866.07552,01/26/2012,,
88011,NM,2.16,8008.730456,12/06/2013,,
87122,NM,1.92,9745.727031,12/21/2012,,
88265,NM,5.5,31190.03837,12/13/2012,,
87114,NM,4.32,23150.77207,01/31/2014,,
87701,NM,8.46,37126.07655,11/04/2013,,
87124,NM,5.12,26144.777,07/12/2013,,
87104,NM,3.27,19505.52524,12/08/2014,,
87501,NM,7.848,43676.98182,08/06/2014,,
88007,NM,11,34379.40821,12/02/2014,,
87553,NM,2.88,13362.96133,02/07/2013,,
88011,NM,2.4,11002.79818,11/06/2012,,
87048,NM,13.734,89367.07144,06/04/2012,,
87048,NM,3.15,41818.46926,12/14/2012,,
87106,NM,2.82,27073.05332,11/08/2012,,
88201,NM,22.8,104427.0449,05/30/2013,,
88011,NM,3.64,13007.41712,02/05/2014,,
87107,NM,4,15167.21898,12/04/2013,,
87106,NM,3.597,21331.36419,12/05/2014,,
87031,NM,3.5,12093.96528,10/31/2013,,
87505,NM,3.27,20108.99918,09/09/2014,,
88011,NM,2.3,6457.256653,06/27/2013,,
88007,NM,7.194,35728.43261,09/13/2013,,
88005,NM,3.315,14418.33447,02/12/2013,,
87527,NM,6.345,28351.55594,12/02/2013,,
88007,NM,2.4,10247.82612,02/11/2013,,
88012,NM,4.5,16475.80776,03/07/2013,,
87120,NM,8.008,42715.69476,01/30/2013,,
87525,NM,8.96,54442.18879,09/15/2014,,
88044,NM,4.32,16546.96405,03/28/2014,,
88030,NM,1.962,10728.61273,10/23/2014,,
88011,NM,2.4,13078.98364,06/25/2012,,
87571,NM,2.2,12246.94246,10/11/2014,,
88005,NM,8.64,28477.75269,08/13/2014,,
88007,NM,7.395,32451.44939,02/01/2013,,
87110,NM,8.16,32133.91303,08/07/2013,,
87505,NM,3.696,23372.98351,06/06/2012,,
88011,NM,3.64,13448.31204,11/20/2013,,
87124,NM,5.232,26763.62501,12/20/2013,,
88001,NM,4.59,17795.08343,04/29/2013,,
88419,NM,2.99,14485.95676,01/31/2014,,
87121,NM,6.48,16041.84061,12/31/2013,,
88011,NM,9.4,48655.63101,10/17/2013,,
87015,NM,3.05,15909.77304,05/13/2013,,
87124,NM,0.456,2473.749843,07/09/2012,,
87701,NM,10.575,45183.75838,09/16/2013,,
88011,NM,5.232,25913.80134,03/27/2013,,
87505,NM,3.75,17141.97443,12/06/2013,,
87508,NM,2.289,14076.22754,12/13/2013,,
87107,NM,1.47,5938.995736,12/20/2012,,
87031,NM,1.15,7301.506591,03/01/2012,,
87508,NM,3.597,22837.76088,10/09/2014,,
87107,NM,4.08,17001.32059,08/10/2013,,
88011,NM,4.905,26294.98808,06/28/2013,,
87113,NM,7.848,38904.63709,10/28/2013,,
87107,NM,0.765,5235.457276,08/20/2013,,
87508,NM,5.232,34543.99897,12/31/2013,,
87508,NM,5.64,27596.05714,06/26/2012,,
87123,NM,2,12074.02457,11/22/2013,,
87532,NM,13.734,69302.95401,08/26/2013,,
88021,NM,8.32,32217.03636,11/08/2013,,
87506,NM,7.44,29959.36162,02/01/2013,,
87015,NM,5.06,26946.10464,05/13/2013,,
87507,NM,2.88,10346.32845,05/16/2014,,
87111,NM,4.578,26995.40418,11/08/2013,,
87505,NM,6.1,26883.48739,12/22/2014,,
87047,NM,2.4,8646.806575,02/04/2014,,
88011,NM,3.78,13321.09334,04/04/2014,,
87106,NM,1.785,8552.283739,08/28/2013,,
88007,NM,3.597,20812.40309,03/14/2013,,
87110,NM,2.616,24744.5616,09/08/2014,,
87124,NM,6.468,36379.65191,11/30/2012,,
87505,NM,1.35,9693.132769,11/05/2014,,
87501,NM,3.27,18721.42863,04/28/2014,,
88011,NM,6.867,34812.23555,11/07/2013,,
87507,NM,2.616,15900.02324,09/05/2014,,
88061,NM,3.18,13116.25111,09/22/2014,,
87101,NM,2.385,10664.0501,07/17/2014,,
88011,NM,5.4,18041.88095,10/13/2014,,
87047,NM,3,10590.50955,07/01/2013,,
87107,NM,4.08,18003.42272,08/06/2013,,
88007,NM,3.924,18071.87367,12/12/2014,,
88011,NM,2.805,11640.3435,11/02/2012,,
87122,NM,2.85,9715.076489,08/21/2013,,
88352,NM,4.9,13127.35615,12/06/2012,,
87059,NM,5.886,31692.4911,12/31/2014,,
88005,NM,6.174,37897.18547,12/28/2012,,
87120,NM,4.27,13632.35157,04/09/2014,,
88007,NM,7.425,24727.8577,07/01/2014,,
87114,NM,3.27,17651.8404,09/04/2014,,
87043,NM,3.36,11159.85759,12/26/2012,,
87505,NM,1.2,12670.73724,10/03/2013,,
88021,NM,11.75,42507.12469,12/20/2012,,
87107,NM,4.16,7541.838404,01/14/2014,,
88011,NM,2.97,9948.616675,03/07/2014,,
87104,NM,4,15264.81056,09/06/2013,,
87508,NM,2.07,12374.2479,02/07/2012,,
88007,NM,6.44,9366.369215,04/19/2013,,
87104,NM,4.8,14511.4491,05/08/2014,,
87123,NM,5.5,19605.40425,02/21/2014,,
88005,NM,29.07,110306.3701,10/11/2013,,
87527,NM,5.04,15589.86381,12/19/2012,,
87120,NM,3.43,18414.07826,04/26/2013,,
87124,NM,8.5,21475.13605,03/20/2014,,
87114,NM,7.05,34631.24224,08/30/2012,,
87047,NM,11.772,59882.18176,08/02/2013,,
88001,NM,5.67,19283.18709,05/08/2014,,
88007,NM,5.61,17224.9412,08/01/2013,,
87514,NM,4.16,16253.13132,12/24/2013,,
87501,NM,0.96,9230.486454,08/27/2014,,
87113,NM,5.76,29239.24324,12/19/2012,,
87508,NM,6.48,36075.6767,08/20/2013,,
87506,NM,3.06,15511.39354,05/17/2013,,
88081,NM,5.4,19194.99897,09/11/2014,,
87505,NM,4.5,12921.95508,10/13/2014,,
87006,NM,6.48,18730.70138,08/25/2014,,
88011,NM,5.355,23891.54351,01/16/2013,,
87120,NM,9.81,47495.67049,07/18/2014,,
88001,NM,3.12,14107.11279,07/19/2013,,
87505,NM,5.232,28860.09866,05/30/2014,,
87508,NM,9.81,52342.24984,02/14/2014,,
87043,NM,5.1,16145.21534,12/16/2014,,
87514,NM,2.43,11467.70025,12/29/2014,,
88061,NM,2.16,12692.47413,03/26/2013,,
87047,NM,6.75,34138.91473,12/28/2012,,
87111,NM,5.886,43964.6346,07/29/2013,,
88021,NM,4,14668.45101,12/09/2013,,
87107,NM,7.194,34764.90337,09/18/2013,,
88007,NM,9.18,31100.88248,06/02/2014,,
87571,NM,5.28,35799.70984,06/12/2012,,
87102,NM,1.92,10751.80941,12/14/2012,,
88203,NM,6.867,41011.64207,04/01/2014,,
88011,NM,5,15183.36562,08/27/2013,,
87114,NM,3.924,14986.67969,12/20/2014,,
87935,NM,4.23,14998.84392,06/06/2012,,
87114,NM,2.35,9888.672969,08/20/2013,,
87529,NM,7.194,42049.3271,12/28/2012,,
87123,NM,5.8,33397.78718,01/15/2013,,
87505,NM,3.27,22477.44914,12/26/2012,,
88011,NM,6,21738.56313,12/27/2013,,
87107,NM,2.88,19728.85969,06/06/2012,,
87110,NM,2.55,13152.63107,02/06/2013,,
87508,NM,6.54,36089.18023,11/26/2014,,
88310,NM,9.9,35273.71576,08/25/2014,,
87044,NM,3.924,25944.17736,04/12/2014,,
87144,NM,5.232,27767.36315,10/04/2013,,
87506,NM,3.29,11964.53945,12/13/2013,,
87122,NM,5,33440.86847,12/31/2013,,
87068,NM,4.578,23496.23611,08/04/2014,,
88011,NM,6.213,34566.65149,03/21/2013,,
88021,NM,11.772,61033.37518,04/01/2014,,
87144,NM,6.58,22122.22789,05/21/2014,,
87002,NM,3.825,18825.3558,11/14/2012,,
88005,NM,1.175,5614.467132,11/15/2013,,
87121,NM,5.875,19274.48791,08/18/2014,,
88012,NM,3.78,13321.09334,04/02/2014,,
87109,NM,4.2,27050.83376,05/22/2012,,
87501,NM,3.924,26420.72375,01/13/2014,,
88011,NM,5.1,20411.73307,11/29/2012,,
88007,NM,3.64,13632.13954,04/17/2013,,
87144,NM,2.35,7823.583803,12/18/2014,,
88011,NM,6.867,36605.76705,11/27/2013,,
88007,NM,9.69,28799.05544,12/27/2013,,
87124,NM,10.464,56348.16268,09/11/2014,,
87112,NM,8.845,28374.3572,07/23/2014,,
87508,NM,6.867,38813.18866,12/09/2013,,
87047,NM,4.32,16309.96722,01/02/2013,,
87557,NM,4.23,18325.40556,12/30/2013,,
87557,NM,1.88,10918.45403,02/01/2012,,
88012,NM,5.232,23806.77221,08/07/2014,,
87124,NM,3.25,11664.41265,08/21/2014,,
87109,NM,5.232,28235.54512,09/03/2014,,
88005,NM,3.27,19220.90692,11/13/2014,,
87402,NM,9.156,49543.7751,08/19/2014,,
88011,NM,20.4,84508.68812,11/13/2012,,
87501,NM,5.232,30012.2026,06/12/2014,,
87544,NM,2.616,16205.38774,12/19/2013,,
87144,NM,4.578,25238.40778,08/07/2013,,
87508,NM,3.76,22480.38418,03/13/2012,,
87508,NM,2.616,14966.7496,08/15/2013,,
88001,NM,3.696,10789.2205,11/26/2012,,
88007,NM,17.15,51606.36729,12/28/2012,,
87544,NM,4.578,29438.73021,07/08/2014,,
88011,NM,5.2,20605.16885,09/03/2013,,
87111,NM,1.92,20636.39767,12/18/2013,,
87031,NM,6.54,34799.40911,04/21/2014,,
88011,NM,1.2,5121.981591,09/04/2014,,
88030,NM,10.8,40832.8206,06/18/2014,,
87124,NM,6.72,35810.07291,04/09/2013,,
88061,NM,7.35,33800.80585,05/06/2014,,
87110,NM,5,20023.9407,07/23/2014,,
88022,NM,11.52,43764.2909,01/25/2013,,
87106,NM,2.65,13777.8293,02/07/2014,,
87507,NM,5.886,31426.24795,05/30/2013,,
87107,NM,5,22210.29817,08/06/2014,,
88317,NM,3.84,29198.00022,12/01/2012,,
87124,NM,7.8,42181.95487,12/30/2013,,
88005,NM,5.2,19133.0822,09/04/2013,,
87068,NM,2.25,10405.08183,09/18/2014,,
87106,NM,3.9,23720.16291,10/09/2014,,
87043,NM,4.08,20918.46276,12/17/2012,,
88201,NM,3.27,18134.58154,04/03/2014,,
88005,NM,3.75,11403.66352,10/25/2013,,
87108,NM,3.696,20493.17435,11/05/2012,,
87109,NM,1.88,10447.34617,07/30/2012,,
87508,NM,3.924,24669.21964,02/05/2013,,
88007,NM,10,36434.00195,01/30/2014,,
87104,NM,3.2,18027.71611,08/06/2013,,
87109,NM,2.695,11151.08314,12/19/2012,,
87508,NM,3.27,19071.256,03/19/2013,,
87015,NM,3.06,15208.5944,03/28/2013,,
87801,NM,10,38880.75689,03/07/2014,,
88007,NM,9.88,37232.72857,11/19/2013,,
88048,NM,9.54,38925.45199,02/14/2014,,
87106,NM,2.4,8656.688178,02/19/2014,,
88005,NM,1.2,3402.999369,12/31/2013,,
88007,NM,6.9,41940.03308,12/05/2012,,
87571,NM,4.32,19293.13816,05/12/2014,,
87401,NM,4.14,21202.39338,11/28/2014,,
87016,NM,7,23321.89917,04/14/2014,,
87110,NM,1.575,9102.994876,04/19/2012,,
87540,NM,57.6,384124.7358,06/21/2012,,
87144,NM,4.6,23055.80575,07/01/2013,,
87501,NM,6.75,65745.56741,10/18/2012,,
88005,NM,7.194,33702.46232,07/17/2014,,
88054,NM,5.1,24000.49622,11/28/2012,,
87410,NM,9.87,28068.8777,08/01/2011,,
88011,NM,3.315,13213.64081,11/30/2012,,
87507,NM,6.54,39846.92865,09/25/2013,,
87048,NM,6.24,27226.63609,12/18/2013,,
88005,NM,1.635,11899.3184,11/13/2013,,
87122,NM,12,42779.65801,05/23/2014,,
88011,NM,4,12669.97478,06/20/2013,,
88001,NM,3.27,15671.12456,08/22/2014,,
87571,NM,2.616,13664.95864,06/06/2013,,
87505,NM,5.7,18736.47257,10/01/2013,,
88005,NM,9.75,48998.98588,11/01/2013,,
88001,NM,8.37,28424.01601,08/28/2014,,
87506,NM,4.578,25409.79031,11/26/2014,,
87740,NM,3.84,19703.32106,11/21/2013,,
88011,NM,3.57,13672.86289,04/05/2013,,
88001,NM,6,21494.31526,05/13/2014,,
87111,NM,6.86,27331.61507,02/20/2013,,
88054,NM,4.8,18496.6859,08/25/2012,,
88005,NM,5.2,21130.26593,07/12/2013,,
87111,NM,5.28,27442.16423,10/30/2012,,
87010,NM,3.27,21706.36821,03/12/2013,,
87106,NM,10.24,45711.93183,12/16/2013,,
88007,NM,3.92,14326.79614,12/27/2012,,
88011,NM,1.308,9118.621043,01/23/2014,,
87508,NM,4.5,32196.52835,02/01/2013,,
88005,NM,4.251,18595.87721,06/27/2013,,
88318,NM,6.12,23869.42877,09/12/2014,,
87401,NM,2.88,29240.17762,08/22/2012,,
88011,NM,12.712,56137.97207,05/21/2013,,
88011,NM,6.76,24705.98164,09/17/2013,,
88311,NM,1.88,15849.42145,06/01/2012,,
87105,NM,6.96,42735.84515,03/15/2013,,
88011,NM,5.8,20939.43056,01/27/2014,,
87015,NM,3.825,17339.65837,07/18/2013,,
88011,NM,2.7,12523.42396,05/30/2014,,
87048,NM,10.98,36545.92592,12/11/2014,,
87047,NM,3.27,16606.55309,08/27/2013,,
87571,NM,8.64,36505.68891,12/11/2014,,
87505,NM,5.1,27154.57205,03/26/2013,,
87124,NM,4.7,14244.54417,10/25/2013,,
87016,NM,3.42,12199.16541,01/03/2012,,
87825,NM,0.51,2299.302645,03/31/2014,,
88011,NM,7.521,49093.00978,04/09/2013,,
87114,NM,8.25,32395.08594,08/06/2014,,
87123,NM,11.02,59841.35785,10/30/2013,,
88011,NM,8.25,30950.48195,11/17/2014,,
88005,NM,9.66,79357.6971,11/15/2013,,
87557,NM,3.76,15277.94344,12/13/2013,,
88005,NM,6.21,20899.47752,08/18/2014,,
87043,NM,6.54,51531.52583,06/10/2013,,
87501,NM,9.18,38049.71711,10/04/2013,,
87107,NM,7.83,119213.5184,04/03/2013,,
88011,NM,3.64,13417.97223,07/18/2013,,
88419,NM,5.98,13229.46079,02/12/2014,,
88011,NM,4.08,16530.8098,01/29/2013,,
88011,NM,4.8,20350.03514,11/06/2012,,
87043,NM,2.88,10120.21929,08/21/2013,,
87120,NM,8.67,41442.01323,12/24/2012,,
87144,NM,4.8,15948.90838,02/10/2014,,
87110,NM,3.825,17923.70354,12/26/2012,,
87110,NM,10.24,50495.82514,08/23/2013,,
87114,NM,4.86,36282.19361,01/14/2014,,
87122,NM,9.156,54377.3831,12/01/2012,,
87111,NM,6.72,32568.71308,02/22/2013,,
88007,NM,8.25,23517.7314,04/03/2013,,
88316,NM,1.84,4601.113217,12/28/2012,,
87114,NM,3.84,15661.57149,04/24/2014,,
87511,NM,3.924,28049.03454,07/17/2013,,
87114,NM,5.232,29380.32292,09/18/2014,,
87108,NM,6.345,35865.58963,06/01/2012,,
87124,NM,3.06,13221.32722,03/18/2013,,
87122,NM,3.25,11212.02257,09/18/2013,,
88007,NM,4.05,14456.98117,04/24/2014,,
87507,NM,3,12704.91905,02/11/2014,,
87506,NM,4.32,14588.96787,06/09/2014,,
87124,NM,2.55,19002.39587,10/08/2013,,
88007,NM,6.5,24416.82177,09/06/2013,,
88061,NM,5,27797.16636,03/26/2014,,
87144,NM,2.805,26754.6222,01/12/2013,,
88001,NM,7.68,48123.89454,03/23/2012,,
87120,NM,3.76,15344.97097,11/21/2013,,
88021,NM,7.02,24549.29433,05/27/2014,,
88312,NM,5.8,29886.53536,07/12/2012,,
87501,NM,6.867,34854.3388,09/11/2014,,
88005,NM,5.2,19336.47357,07/30/2013,,
87144,NM,6.867,37820.38891,10/03/2014,,
87123,NM,7.98,26750.6225,12/04/2013,,
88011,NM,2.88,12715.05364,10/12/2012,,
87507,NM,3,10162.59339,12/01/2014,,
88007,NM,3.315,14269.13184,01/11/2013,,
87106,NM,3.27,16540.4273,12/01/2014,,
87508,NM,8.64,48433.74752,12/03/2012,,
87505,NM,13.44,64501.38984,11/25/2014,,
87106,NM,7.54,47389.50392,01/04/2014,,
88001,NM,3.78,11832.3286,07/17/2014,,
87043,NM,6.21,18006.71334,05/09/2014,,
88007,NM,1.08,5484.216238,04/21/2014,,
88005,NM,2,7503.642718,04/11/2013,,
87108,NM,6.375,16171.87508,12/14/2012,,
87501,NM,9.81,52464.3884,12/12/2014,,
87109,NM,8.085,33347.04863,12/19/2012,,
88337,NM,6,19416.10853,12/20/2014,,
88047,NM,5,32430.85594,08/06/2012,,
87104,NM,5.232,24697.83318,06/03/2013,,
87505,NM,9.81,61085.01662,04/06/2013,,
87047,NM,3.29,10474.33375,04/30/2014,,
87120,NM,8.745,33411.62922,10/15/2014,,
87108,NM,2.805,9671.096891,09/04/2014,,
88337,NM,6,23438.38667,09/03/2014,,
87508,NM,10.464,55169.64908,10/01/2014,,
87505,NM,6.213,42558.81402,02/07/2013,,
87753,NM,10.464,56095.63888,08/26/2014,,
88012,NM,0.98,6915.298896,09/04/2013,,
87508,NM,12.96,72266.6082,06/27/2013,,
88001,NM,3.64,14083.90589,09/30/2013,,
87107,NM,9.89,50231.78277,02/24/2012,,
87508,NM,1.962,15194.03716,09/26/2013,,
87111,NM,6.11,21401.09074,10/16/2014,,
88011,NM,2.4,7932.604813,08/27/2014,,
88012,NM,5.28,22846.2767,09/28/2012,,
87544,NM,2.04,9824.122242,06/25/2013,,
88321,NM,1.53,15682.5137,08/22/2013,,
87031,NM,8.46,35132.60202,10/19/2012,,
88310,NM,4.578,24901.79017,08/12/2014,,
87102,NM,6.63,28067.71797,09/10/2013,,
87048,NM,4.578,24776.36237,12/04/2014,,
87144,NM,5.886,29247.27993,10/13/2014,,
88011,NM,7.8,30277.80657,04/09/2013,,
88312,NM,15,163500.7588,12/27/2012,,
87111,NM,4.32,23942.60764,12/12/2012,,
87501,NM,5.886,30745.9855,09/05/2013,,
87508,NM,2.35,28020.75581,09/15/2012,,
87508,NM,7.194,38785.84334,09/27/2013,,
88012,NM,3.27,17765.62417,01/16/2014,,
87113,NM,17.658,92071.94235,09/23/2013,,
87544,NM,9.18,44283.36211,07/14/2013,,
88011,NM,0.96,4177.817879,03/12/2014,,
87110,NM,4.251,22181.69249,10/27/2014,,
87122,NM,10.92,42587.05845,04/26/2013,,
88011,NM,1.962,9636.376044,08/23/2013,,
87114,NM,5.232,24054.93851,10/30/2013,,
88012,NM,3.12,14622.71485,12/21/2012,,
87114,NM,3.924,21771.16232,12/07/2012,,
87508,NM,7.28,27229.05087,09/25/2014,,
87031,NM,5.88,29457.23118,04/22/2013,,
88007,NM,6.3,25844.56317,06/08/2014,,
87107,NM,6.86,27715.31344,12/20/2012,,
87507,NM,2.4,17623.75657,07/31/2013,,
87144,NM,13.734,69237.20663,07/02/2014,,
88011,NM,3.597,20951.36217,01/31/2013,,
87120,NM,8.5,32053.65916,09/10/2014,,
87109,NM,5.232,33470.1487,06/14/2012,,
87122,NM,4.8,37221.87216,12/01/2012,,
87113,NM,7.68,38765.62237,09/18/2013,,
87102,NM,4.905,22609.9097,04/02/2014,,
87102,NM,3.6,18674.67718,12/13/2012,,
87510,NM,4,16987.07681,09/23/2014,,
87508,NM,10.2,43671.42225,10/14/2014,,
87531,NM,3.84,14923.81859,04/01/2014,,
87111,NM,8.32,29855.30187,04/02/2013,,
87144,NM,4,13911.08024,11/07/2013,,
87801,NM,4.9,25125.5685,07/08/2013,,
88007,NM,3,6788.078139,07/12/2014,,
88011,NM,6.54,30361.9134,09/23/2014,,
88011,NM,3.75,17399.40157,12/28/2012,,
87048,NM,5.64,20670.40635,07/10/2014,,
87501,NM,3.27,17428.09225,10/09/2013,,
87114,NM,7.905,31068.41899,09/13/2013,,
87114,NM,4.905,24398.65679,03/18/2014,,
88011,NM,2.16,10889.93062,02/13/2014,,
87571,NM,5.185,20415.92423,12/15/2014,,
88012,NM,2.85,16002.8096,12/12/2012,,
87059,NM,4.928,25614.80612,12/28/2012,,
87901,NM,5.5,19872.90661,07/17/2014,,
87008,NM,9,32992.00591,07/17/2014,,
88061,NM,6.54,38596.36428,10/14/2014,,
88011,NM,1.2,5244.324367,11/01/2012,,
87122,NM,6.468,34743.94992,12/22/2012,,
