Zipcode,State,Size (kW DC),Cost,Date Installed,Filters=state=MD
21613,MD,9.9,65340.0,04/15/2011,,
21087,MD,9.9,53361.0,06/25/2010,,
20772,MD,9.84,87413.0,06/01/2008,,
20636,MD,9.805,49025.0,07/23/2011,,
20690,MD,9.805,50883.0,11/01/2010,,
21904,MD,9.805,52457.0,10/05/2010,,
20874,MD,9.8,57232.0,10/15/2009,,
21221,MD,9.72,46500.0,04/06/2011,,
21161,MD,9.66,56507.58,04/15/2010,,
21111,MD,9.66,67000.0,03/02/2011,,
21136,MD,9.66,53050.0,02/02/2011,,
21045,MD,9.66,57960.0,06/16/2011,,
20639,MD,9.63,57269.0,12/02/2009,,
21122,MD,9.6,54920.0,03/10/2010,,
21601,MD,9.6,60950.0,03/28/2011,,
21797,MD,9.6,56519.18,10/30/2010,,
21713,MD,9.6,86666.8,02/23/2009,,
20817,MD,9.56,68463.0,10/05/2009,,
21075,MD,9.54,52947.0,08/21/2010,,
21794,MD,9.45,74655.0,07/30/2009,,
20710,MD,9.45,66150.0,11/12/2009,,
21666,MD,9.45,60007.0,12/28/2010,,
21738,MD,9.41,64000.0,09/21/2009,,
21131,MD,9.4,52680.0,07/01/2010,,
21037,MD,9.4,47960.0,12/31/2010,,
21013,MD,9.4,46832.0,09/11/2011,,
21120,MD,9.36,55983.0,07/01/2010,,
21774,MD,9.32,56499.0,02/01/2010,,
20878,MD,9.3,69512.0,04/14/2010,,
20701,MD,9.25,50406.0,10/20/2010,,
21131,MD,9.24,69499.0,11/01/2008,,
21131,MD,9.24,69499.0,11/01/2008,,
21146,MD,9.225,43819.0,06/21/2011,,
20659,MD,9.2,52440.0,05/24/2011,,
20636,MD,9.2,48750.0,12/17/2010,,
20736,MD,9.2,71900.0,09/26/2011,,
20772,MD,9.1,62900.0,03/15/2010,,
20854,MD,9.065,48498.0,11/23/2010,,
21053,MD,9.0,55043.0,07/01/2011,,
21015,MD,9.0,47250.0,10/12/2011,,
20759,MD,9.0,47250.0,09/26/2011,,
21921,MD,9.0,55800.0,08/16/2010,,
21084,MD,8.97,44850.0,10/13/2010,,
21043,MD,8.88,47241.6,11/30/2010,,
20690,MD,8.88,56388.0,09/06/2011,,
21797,MD,8.88,47952.0,12/23/2010,,
21784,MD,8.82,58999.0,01/11/2010,,
21623,MD,8.8,43632.0,12/23/2010,,
21074,MD,8.8,38200.0,09/17/2010,,
21074,MD,8.8,32000.0,11/08/2010,,
21043,MD,8.775,46275.0,11/01/2010,,
21791,MD,8.75,47237.0,04/14/2010,,
21047,MD,8.75,59062.0,10/31/2009,,
20777,MD,8.75,56790.0,08/27/2009,,
20850,MD,8.75,52938.0,12/14/2009,,
21122,MD,8.74,46810.0,12/31/2010,,
21076,MD,8.74,58118.0,04/14/2010,,
21042,MD,8.74,51181.0,12/20/2010,,
20905,MD,8.7,49795.0,12/30/2010,,
20832,MD,8.695,47000.0,06/22/2011,,
21111,MD,8.64,56067.0,03/31/2010,,
20854,MD,8.64,50665.0,03/12/2010,,
21053,MD,8.64,45360.0,12/21/2010,,
21672,MD,8.64,52000.0,04/29/2010,,
20833,MD,8.64,47940.0,01/04/2011,,
21044,MD,8.64,39744.0,09/17/2011,,
21754,MD,8.64,49816.0,06/17/2010,,
21755,MD,8.51,43571.0,10/20/2010,,
21114,MD,8.51,42500.0,08/04/2010,,
21043,MD,8.46,38775.0,09/06/2011,,
21911,MD,8.46,46530.0,10/24/2011,,
20833,MD,8.4,63146.5,10/13/2009,,
21090,MD,8.4,42608.0,06/30/2011,,
21221,MD,8.4,49650.0,11/10/2009,,
21532,MD,8.4,59648.0,09/01/2006,,
21114,MD,8.33,51615.0,12/13/2010,,
21043,MD,8.33,50063.0,02/16/2011,,
21133,MD,8.325,54112.0,11/09/2010,,
21111,MD,8.285,45540.0,12/23/2010,,
20901,MD,8.28,71440.0,10/25/2009,,
21409,MD,8.28,50148.0,05/15/2010,,
20854,MD,8.28,56718.0,06/23/2011,,
21797,MD,8.28,56365.0,09/13/2010,,
21037,MD,8.28,49266.99,09/20/2010,,
21629,MD,8.28,45200.0,04/25/2011,,
21012,MD,8.28,45959.0,08/20/2010,,
21152,MD,8.28,66139.0,12/08/2009,,
21643,MD,8.28,55080.0,11/18/2010,,
20841,MD,8.28,47480.0,10/11/2011,,
21722,MD,8.28,48027.0,04/25/2011,,
21784,MD,8.28,53820.0,05/26/2010,,
20905,MD,8.23,51406.0,11/20/2009,,
21921,MD,8.2,55400.0,11/10/2009,,
21911,MD,8.19,24570.0,05/09/2011,,
21904,MD,8.19,44635.0,04/19/2011,,
20832,MD,8.19,49799.0,06/23/2010,,
21795,MD,8.14,41945.0,08/19/2011,,
21286,MD,8.14,40000.0,05/25/2011,,
20832,MD,8.14,49619.0,08/31/2011,,
20854,MD,8.14,40800.0,12/15/2010,,
20815,MD,8.1,69998.0,11/05/2009,,
20882,MD,8.1,75000.0,09/08/2009,,
20814,MD,8.1,67878.0,10/06/2009,,
21842,MD,8.1,56700.0,11/17/2009,,
21146,MD,8.1,49005.0,12/03/2009,,
21044,MD,8.1,50400.0,10/16/2009,,
21204,MD,8.1,71400.0,02/18/2009,,
21012,MD,8.1,59999.0,10/16/2009,,
21921,MD,8.05,57000.0,10/22/2009,,
21122,MD,8.05,50715.0,11/17/2009,,
21144,MD,8.05,50400.0,10/29/2009,,
21921,MD,8.0,56700.0,04/06/2010,,
20874,MD,7.99,39600.0,01/07/2011,,
21074,MD,7.98,65100.0,08/27/2009,,
21157,MD,7.98,84422.0,04/29/2009,,
21778,MD,7.92,41500.0,07/02/2010,,
20640,MD,7.92,40800.0,04/11/2011,,
21863,MD,7.92,40800.0,03/30/2011,,
21029,MD,7.88,47171.0,09/29/2009,,
21131,MD,7.88,48400.0,11/10/2009,,
21742,MD,7.875,41658.75,10/17/2011,,
21221,MD,7.82,47487.0,05/03/2011,,
21619,MD,7.82,43037.0,06/01/2010,,
21401,MD,7.82,47778.0,04/30/2010,,
20838,MD,7.77,49513.0,09/22/2011,,
21208,MD,7.74,50310.0,08/28/2009,,
20878,MD,7.7,42270.0,05/10/2010,,
21640,MD,7.7,43951.0,04/15/2010,,
21921,MD,7.7,44085.0,09/21/2010,,
20639,MD,7.7,50050.0,09/09/2009,,
21043,MD,7.65,49342.0,06/14/2011,,
20693,MD,7.6,47500.0,05/27/2011,,
21093,MD,7.585,35677.0,05/26/2011,,
21919,MD,7.56,54500.0,11/15/2010,,
21057,MD,7.56,52300.0,11/20/2009,,
21917,MD,7.56,38500.0,10/29/2010,,
20853,MD,7.56,37800.0,05/02/2011,,
21120,MD,7.56,49199.0,09/03/2010,,
21111,MD,7.56,61749.0,09/03/2009,,
21228,MD,7.56,60499.0,06/08/2009,,
21136,MD,7.56,61249.0,05/05/2009,,
21136,MD,7.56,55999.0,03/13/2009,,
21228,MD,7.56,60499.0,06/08/2009,,
21136,MD,7.56,61249.0,05/05/2009,,
21136,MD,7.56,55999.0,03/13/2009,,
20854,MD,7.56,53989.0,11/11/2009,,
20854,MD,7.525,51393.0,05/18/2011,,
21043,MD,7.52,48014.0,11/21/2009,,
20607,MD,7.5,41860.0,12/15/2010,,
21738,MD,7.43,58534.0,08/20/2010,,
20906,MD,7.425,65475.0,06/26/2009,,
20906,MD,7.42,65475.0,06/26/2009,,
20878,MD,7.4,41519.0,07/06/2011,,
21053,MD,7.4,54198.0,07/05/2011,,
20657,MD,7.4,65820.0,12/07/2009,,
21601,MD,7.4,38955.0,12/23/2010,,
21219,MD,7.4,41070.0,10/22/2010,,
20817,MD,7.38,63534.42,01/01/2009,,
20817,MD,7.38,81843.8,09/01/2008,,
21228,MD,7.36,41759.0,03/18/2011,,
20850,MD,7.36,18900.0,01/18/2012,,
21737,MD,7.36,47384.0,06/03/2010,,
20630,MD,7.36,44675.0,04/30/2010,,
20716,MD,7.35,38260.0,03/28/2011,,
21029,MD,7.35,45938.0,02/13/2010,,
20723,MD,7.35,45938.0,11/19/2009,,
21035,MD,7.31,55380.0,05/07/2009,,
21035,MD,7.31,55380.0,05/07/2009,,
21704,MD,7.3,51000.0,02/09/2011,,
21030,MD,7.23,40200.0,11/01/2010,,
21911,MD,7.22,40043.0,10/14/2010,,
21012,MD,7.215,45958.0,07/18/2011,,
20878,MD,7.215,40760.0,03/30/2011,,
21625,MD,7.215,40043.0,11/15/2010,,
21048,MD,7.2,38660.0,11/22/2010,,
21791,MD,7.2,76350.0,04/20/2009,,
21090,MD,7.2,55800.0,06/09/2010,,
21401,MD,7.2,37170.0,09/14/2010,,
20879,MD,7.2,42110.0,01/14/2010,,
20902,MD,7.2,42505.0,12/18/2009,,
21136,MD,7.2,37845.0,05/13/2010,,
21048,MD,7.2,38000.0,01/06/2011,,
21601,MD,7.2,40320.0,12/04/2010,,
21613,MD,7.2,37000.0,07/23/2010,,
21917,MD,7.2,58885.0,06/08/2009,,
21771,MD,7.2,39205.0,09/24/2010,,
21784,MD,7.2,42200.0,05/21/2010,,
21218,MD,7.2,26908.0,05/06/2010,,
21917,MD,7.2,58885.0,06/08/2009,,
20904,MD,7.2,69795.0,07/01/2008,,
20905,MD,7.2,50494.0,10/13/2009,,
21012,MD,7.168,35443.0,04/05/2011,,
20776,MD,7.14,43200.0,02/28/2011,,
21872,MD,7.13,49000.0,11/03/2009,,
21863,MD,7.13,49000.0,09/18/2009,,
20878,MD,7.05,41525.0,11/11/2010,,
20715,MD,7.05,36500.0,12/09/2010,,
21921,MD,7.05,44415.0,08/31/2010,,
21784,MD,7.03,39016.0,06/09/2011,,
20841,MD,7.0,42300.0,10/26/2009,,
21037,MD,7.0,36750.0,03/10/2011,,
20854,MD,7.0,43750.0,01/19/2010,,
20723,MD,7.0,43750.0,11/17/2009,,
21093,MD,7.0,43750.0,11/05/2009,,
21042,MD,7.0,45500.0,09/23/2009,,
20882,MD,6.97,46130.0,09/17/2009,,
20874,MD,6.94,40141.0,03/31/2010,,
20650,MD,6.93,42273.0,01/31/2011,,
21042,MD,6.93,48220.0,12/01/2009,,
21136,MD,6.9,42178.0,10/06/2010,,
21114,MD,6.9,39789.0,07/15/2010,,
21085,MD,6.9,47420.0,02/04/2011,,
21131,MD,6.9,43157.0,08/20/2011,,
21136,MD,6.9,37000.0,09/15/2009,,
21234,MD,6.9,48999.0,04/15/2010,,
21788,MD,6.9,49999.0,01/19/2010,,
21117,MD,6.9,43999.0,05/10/2010,,
21638,MD,6.9,37950.0,08/31/2010,,
20854,MD,6.9,50370.0,10/09/2009,,
21742,MD,6.9,59402.1,01/01/2009,,
20878,MD,6.9,63975.0,01/01/2009,,
20759,MD,6.9,57650.0,01/01/2009,,
21742,MD,6.9,63238.0,07/01/2008,,
20855,MD,6.88,40248.0,08/29/2011,,
21629,MD,6.86,36000.0,05/12/2011,,
21755,MD,6.845,44154.0,12/21/2010,,
21015,MD,6.84,55250.0,01/01/2009,,
21210,MD,6.84,56657.0,02/03/2008,,
20855,MD,6.83,43750.0,11/03/2009,,
20733,MD,6.82,49393.0,12/15/2009,,
21102,MD,6.8,39900.0,06/21/2011,,
21044,MD,6.8,51600.0,12/28/2009,,
21778,MD,6.8,29965.65,01/02/2010,,
21075,MD,6.8,64666.0,09/19/2006,,
21128,MD,6.75,58860.0,12/18/2009,,
20854,MD,6.75,52987.0,12/09/2009,,
20850,MD,6.75,37968.75,04/09/2010,,
21114,MD,6.75,46274.0,08/03/2010,,
21209,MD,6.72,38398.4,05/03/2010,,
21084,MD,6.72,62100.0,10/09/2009,,
20882,MD,6.7,19530.0,02/16/2011,,
21756,MD,6.66,34373.0,10/27/2010,,
21401,MD,6.61,38680.0,11/30/2010,,
21012,MD,6.6,45639.0,03/04/2010,,
20707,MD,6.58,34104.0,07/30/2011,,
20817,MD,6.58,40075.0,01/24/2011,,
21863,MD,6.48,,04/25/2011,,
20854,MD,6.48,40240.0,11/18/2010,,
21742,MD,6.48,36852.8,08/19/2010,,
21401,MD,6.48,45907.0,10/29/2009,,
20874,MD,6.48,40176.0,10/07/2011,,
21108,MD,6.48,32854.0,09/15/2010,,
21850,MD,6.48,18140.91,09/15/2010,,
21032,MD,6.48,64760.0,05/10/2009,,
21090,MD,6.48,37584.0,09/02/2010,,
21144,MD,6.48,39528.0,05/19/2010,,
21032,MD,6.48,64760.0,05/07/2009,,
20901,MD,6.475,37231.0,05/23/2011,,
20878,MD,6.46,44830.0,12/04/2009,,
21045,MD,6.46,35070.0,08/31/2011,,
21915,MD,6.44,64400.0,04/30/2010,,
20878,MD,6.44,43470.0,06/16/2011,,
21144,MD,6.44,45402.0,10/05/2010,,
21703,MD,6.44,48410.0,06/04/2010,,
21043,MD,6.44,35420.0,08/17/2011,,
21043,MD,6.44,35420.0,08/25/2011,,
21048,MD,6.44,36290.0,12/16/2010,,
20817,MD,6.44,36795.4,03/25/2010,,
21045,MD,6.44,42826.0,05/24/2010,,
20814,MD,6.44,54740.0,02/01/2009,,
21666,MD,6.37,33442.5,11/29/2010,,
21029,MD,6.35,35115.0,02/10/2011,,
21012,MD,6.345,37752.75,05/07/2010,,
21629,MD,6.34,46000.0,11/01/2009,,
21053,MD,6.3,43400.0,05/15/2010,,
21742,MD,6.3,52829.0,06/26/2010,,
21122,MD,6.3,34104.0,05/25/2010,,
20639,MD,6.3,40900.0,11/25/2009,,
21158,MD,6.3,40887.0,11/23/2009,,
20723,MD,6.3,41395.0,10/09/2009,,
21157,MD,6.3,41895.0,10/02/2009,,
20852,MD,6.3,41895.0,09/17/2009,,
21090,MD,6.3,41895.0,08/29/2009,,
21755,MD,6.3,48941.0,08/25/2009,,
21742,MD,6.3,44730.0,08/19/2009,,
20636,MD,6.3,47246.0,11/20/2009,,
21155,MD,6.3,39499.0,05/03/2010,,
21210,MD,6.3,36855.0,09/13/2010,,
20833,MD,6.3,46999.0,03/04/2010,,
20876,MD,6.3,50400.0,08/31/2009,,
21035,MD,6.3,48449.0,06/15/2009,,
21045,MD,6.3,48999.0,02/10/2009,,
21629,MD,6.3,55500.0,12/23/2009,,
20855,MD,6.3,45525.0,09/30/2009,,
21035,MD,6.3,48449.0,06/15/2009,,
21057,MD,6.3,54236.7,01/01/2009,,
21057,MD,6.3,58700.0,07/01/2008,,
21144,MD,6.29,38055.0,06/16/2011,,
21093,MD,6.29,35507.0,09/23/2010,,
21157,MD,6.27,38250.0,08/19/2011,,
21045,MD,6.24,36625.0,04/29/2010,,
21122,MD,6.21,40034.25,03/24/2010,,
20721,MD,6.21,43400.0,02/04/2010,,
21128,MD,6.21,45600.0,07/29/2009,,
21042,MD,6.21,49680.0,09/13/2010,,
21114,MD,6.21,46512.0,03/15/2010,,
21740,MD,6.21,33900.0,08/09/2010,,
21136,MD,6.2,41117.0,03/23/2011,,
21146,MD,6.188,40600.0,03/01/2011,,
21797,MD,6.16,20886.0,03/14/2011,,
21787,MD,6.115,35350.0,04/04/2011,,
21787,MD,6.11,38732.0,09/17/2010,,
21048,MD,6.105,39700.0,03/02/2011,,
20774,MD,6.08,52388.0,05/05/2009,,
20850,MD,6.08,37968.75,03/29/2009,,
20850,MD,6.08,37968.75,03/19/2009,,
21784,MD,6.08,24500.0,08/03/2009,,
21037,MD,6.08,42490.0,12/10/2009,,
21117,MD,6.075,37396.0,02/02/2011,,
20721,MD,6.02,48039.6,06/16/2011,,
21771,MD,6.0,51180.0,10/20/2010,,
21737,MD,6.0,51182.0,07/19/2010,,
21921,MD,5.98,37418.0,08/04/2010,,
21043,MD,5.98,32350.0,07/29/2011,,
21239,MD,5.98,33949.0,10/17/2011,,
21012,MD,5.98,38409.45,12/29/2009,,
21704,MD,5.98,36478.0,05/26/2010,,
20817,MD,5.92,36112.0,05/16/2011,,
20871,MD,5.92,29600.0,11/18/2010,,
21084,MD,5.88,42999.0,01/19/2010,,
21113,MD,5.88,42629.0,10/01/2009,,
21811,MD,5.88,30000.0,05/03/2011,,
21087,MD,5.88,36990.0,12/18/2009,,
21782,MD,5.85,47000.0,06/22/2007,,
21122,MD,5.805,36800.0,10/13/2010,,
20910,MD,5.8,40939.0,10/02/2009,,
21713,MD,5.78,37171.0,05/20/2010,,
21784,MD,5.78,35978.25,04/21/2010,,
21755,MD,5.78,47777.0,02/03/2010,,
21157,MD,5.78,38903.0,01/22/2009,,
21045,MD,5.78,38981.0,12/08/2009,,
20816,MD,5.775,33980.0,04/16/2010,,
21666,MD,5.76,41472.0,08/06/2010,,
21769,MD,5.76,32750.0,06/01/2010,,
21040,MD,5.76,34240.0,12/22/2009,,
21076,MD,5.76,40320.0,08/25/2010,,
21601,MD,5.76,49587.84,01/01/2009,,
21601,MD,5.76,45465.0,10/01/2008,,
20607,MD,5.735,36150.0,02/08/2011,,
21029,MD,5.735,33018.0,08/30/2010,,
20815,MD,5.7,35964.0,12/02/2009,,
21851,MD,5.7,42770.0,09/04/2009,,
21042,MD,5.7,48260.0,06/05/2009,,
20902,MD,5.67,45246.6,07/15/2011,,
21044,MD,5.64,32886.0,09/30/2010,,
21804,MD,5.635,37500.0,05/23/2011,,
21921,MD,5.6,49678.0,10/02/2010,,
20854,MD,5.6,37800.0,10/28/2009,,
21601,MD,5.6,36400.0,12/30/2009,,
20774,MD,5.6,48210.4,01/01/2009,,
20774,MD,5.6,45696.0,08/01/2008,,
20882,MD,5.6,41466.0,04/01/2008,,
20904,MD,5.6,43980.0,04/01/2008,,
20882,MD,5.55,32468.0,06/28/2011,,
20878,MD,5.55,33855.0,01/31/2011,,
20832,MD,5.55,31135.0,12/27/2010,,
21043,MD,5.55,36907.0,08/17/2011,,
21054,MD,5.55,32413.0,09/11/2010,,
21154,MD,5.55,29523.0,09/22/2010,,
21163,MD,5.52,38627.0,05/13/2010,,
20637,MD,5.52,37815.0,03/05/2010,,
21044,MD,5.52,47820.0,03/23/2009,,
20735,MD,5.52,44049.6,05/17/2011,,
21202,MD,5.52,34396.0,09/17/2010,,
20853,MD,5.52,35703.0,10/19/2011,,
20912,MD,5.52,35407.0,04/08/2011,,
21061,MD,5.52,37845.0,10/11/2010,,
20814,MD,5.52,34661.0,02/17/2010,,
20763,MD,5.52,31485.0,10/22/2009,,
21601,MD,5.52,34130.0,08/17/2010,,
21601,MD,5.52,34500.0,10/29/2009,,
21531,MD,5.52,27133.0,10/27/2010,,
21044,MD,5.52,47820.0,03/23/2009,,
21778,MD,5.52,46920.0,02/11/2009,,
20882,MD,5.52,47521.68,01/01/2009,,
20882,MD,5.52,51601.0,01/01/2009,,
20850,MD,5.52,47521.68,01/01/2009,,
20850,MD,5.52,61890.0,09/01/2008,,
21044,MD,5.52,34640.0,03/03/2010,,
20876,MD,5.5,35520.0,08/25/2011,,
21144,MD,5.5,34018.0,04/02/2010,,
20639,MD,5.5,34300.0,12/15/2010,,
21158,MD,5.46,40000.0,11/13/2009,,
21635,MD,5.46,29920.8,08/30/2010,,
21117,MD,5.46,44795.0,11/04/2009,,
21108,MD,5.425,44800.0,12/07/2009,,
21012,MD,5.41,29617.0,01/04/2011,,
21550,MD,5.4,33038.0,09/10/2010,,
21208,MD,5.4,32238.0,08/23/2010,,
21093,MD,5.4,33791.0,07/22/2010,,
20854,MD,5.4,45000.0,11/09/2009,,
21679,MD,5.4,44500.0,09/03/2009,,
21742,MD,5.4,48600.0,08/12/2009,,
21084,MD,5.4,49200.0,07/28/2009,,
20850,MD,5.4,48600.0,04/16/2009,,
20852,MD,5.4,48600.0,01/01/2009,,
21210,MD,5.4,38669.0,05/11/2011,,
21661,MD,5.4,34000.0,10/19/2011,,
21784,MD,5.4,32750.0,05/19/2010,,
21001,MD,5.4,30564.0,09/05/2011,,
21921,MD,5.4,40500.0,07/22/2010,,
21090,MD,5.4,32430.0,06/25/2010,,
21401,MD,5.4,33649.0,04/19/2010,,
21122,MD,5.4,42400.0,05/13/2009,,
21042,MD,5.4,37530.0,07/14/2011,,
21236,MD,5.4,32670.0,09/15/2010,,
21093,MD,5.4,33750.0,08/10/2010,,
20723,MD,5.4,40150.0,04/23/2009,,
20854,MD,5.4,46488.6,01/01/2009,,
21209,MD,5.4,46488.6,01/01/2009,,
20685,MD,5.4,46488.6,01/01/2009,,
20832,MD,5.4,46488.6,01/01/2009,,
20852,MD,5.4,15580.0,01/01/2009,,
20685,MD,5.4,51300.0,07/01/2008,,
20832,MD,5.4,51300.0,07/01/2008,,
20854,MD,5.4,51300.0,06/01/2008,,
21157,MD,5.4,43460.0,06/01/2008,,
21209,MD,5.4,51300.0,05/01/2008,,
21612,MD,5.4,45210.0,04/01/2008,,
21075,MD,5.4,38268.0,11/06/2009,,
21788,MD,5.38,34406.0,06/28/2010,,
20636,MD,5.36,33680.0,12/11/2010,,
21029,MD,5.32,34048.0,09/13/2011,,
20814,MD,5.32,38060.0,11/20/2009,,
20815,MD,5.32,42990.0,09/17/2009,,
20853,MD,5.32,36040.0,09/02/2009,,
20906,MD,5.29,35171.0,12/11/2010,,
21239,MD,5.28,30096.0,09/13/2011,,
20832,MD,5.25,34912.0,12/01/2009,,
21113,MD,5.25,36000.0,11/10/2009,,
20707,MD,5.25,41950.0,11/05/2009,,
21742,MD,5.25,38982.5,11/04/2009,,
21042,MD,5.25,38482.5,10/08/2009,,
21771,MD,5.25,34913.0,09/09/2009,,
21136,MD,5.25,40943.0,07/15/2009,,
20692,MD,5.25,43860.0,07/08/2009,,
21108,MD,5.25,43260.0,06/22/2009,,
21122,MD,5.25,29080.0,06/16/2009,,
21009,MD,5.25,28875.0,09/30/2011,,
20850,MD,5.25,30000.0,07/15/2010,,
21122,MD,5.25,29080.0,06/16/2009,,
21784,MD,5.25,45197.25,01/01/2009,,
21784,MD,5.25,45197.25,01/01/2009,,
21784,MD,5.25,39199.02,07/01/2008,,
21784,MD,5.25,40279.99,05/01/2008,,
21117,MD,5.25,42721.87,04/01/2008,,
21155,MD,5.2,30970.0,08/25/2009,,
20905,MD,5.2,29970.0,07/10/2010,,
20852,MD,5.2,30808.16,02/13/2009,,
21042,MD,5.18,32400.0,11/16/2009,,
20878,MD,5.18,31503.68,06/25/2009,,
21043,MD,5.18,39000.0,11/01/2010,,
21872,MD,5.18,36000.0,10/12/2009,,
21403,MD,5.18,39010.0,08/15/2009,,
21784,MD,5.18,31339.0,12/28/2010,,
21076,MD,5.17,29973.0,08/29/2010,,
21722,MD,5.17,30503.0,07/26/2011,,
21771,MD,5.17,24041.0,08/03/2011,,
21113,MD,5.17,34639.0,06/30/2010,,
21620,MD,5.16,32250.0,06/16/2011,,
21037,MD,5.16,32480.0,10/06/2010,,
21221,MD,5.145,22188.0,06/16/2011,,
21042,MD,5.1,38898.75,04/11/2011,,
21128,MD,5.08,30500.0,02/19/2010,,
20650,MD,5.08,31000.0,11/21/2009,,
20723,MD,5.08,34256.0,11/21/2009,,
21401,MD,5.07,44750.0,04/02/2009,,
20601,MD,5.06,33000.0,03/03/2010,,
21146,MD,5.06,17658.57,02/22/2010,,
21236,MD,5.06,47800.0,03/20/2010,,
21228,MD,5.06,34627.0,12/23/2010,,
21921,MD,5.06,31680.0,10/26/2010,,
21122,MD,5.06,30570.0,07/09/2010,,
21042,MD,5.06,30875.0,12/17/2009,,
20905,MD,5.06,31655.0,12/15/2009,,
21403,MD,5.06,34800.0,03/03/2010,,
21042,MD,5.06,31802.0,03/12/2010,,
20854,MD,5.04,28980.0,10/14/2011,,
21144,MD,5.04,29106.0,09/20/2010,,
21029,MD,5.04,41580.0,05/25/2010,,
21776,MD,5.04,34195.43,04/09/2010,,
21921,MD,5.04,20561.0,10/15/2011,,
20817,MD,5.04,32729.0,03/16/2010,,
21702,MD,5.04,31240.0,12/24/2009,,
21218,MD,5.04,32760.0,07/06/2010,,
21043,MD,5.04,40999.0,03/12/2010,,
21158,MD,5.04,35647.0,01/11/2010,,
21078,MD,5.04,37999.0,12/10/2009,,
21158,MD,5.04,39787.0,07/10/2009,,
21042,MD,5.04,43999.0,06/08/2009,,
21804,MD,5.04,50400.0,12/23/2010,,
21811,MD,5.04,50400.0,10/11/2010,,
21226,MD,5.04,30809.0,12/06/2010,,
21042,MD,5.04,43999.0,06/08/2009,,
21620,MD,5.04,46090.0,04/01/2008,,
21798,MD,5.04,44296.56,01/01/2008,,
21798,MD,5.04,55360.0,11/02/2007,,
21617,MD,5.04,36288.0,12/11/2009,,
21677,MD,5.0,28750.0,07/09/2011,,
21029,MD,5.0,34400.0,12/22/2009,,
21042,MD,5.0,43045.0,01/01/2009,,
21042,MD,5.0,47270.0,07/01/2008,,
20879,MD,4.995,31500.0,04/13/2011,,
20774,MD,4.995,30470.0,02/28/2011,,
20817,MD,4.995,30470.0,01/28/2011,,
20735,MD,4.995,29670.0,11/23/2010,,
21620,MD,4.995,30250.0,11/15/2010,,
21795,MD,4.99,30350.0,04/09/2011,,
20841,MD,4.95,43416.0,10/15/2009,,
20854,MD,4.95,45787.5,05/20/2009,,
20723,MD,4.95,45250.0,05/19/2009,,
21612,MD,4.95,25987.5,10/28/2010,,
20854,MD,4.95,45787.5,05/20/2009,,
20723,MD,4.95,45250.0,05/19/2009,,
21114,MD,4.94,31773.0,09/30/2010,,
21207,MD,4.94,32560.0,12/29/2009,,
21917,MD,4.92,27060.0,06/18/2010,,
20904,MD,4.92,43800.0,04/24/2009,,
20814,MD,4.92,43241.88,01/01/2008,,
20895,MD,4.9,36260.0,09/03/2009,,
20815,MD,4.9,42651.0,04/08/2009,,
21755,MD,4.86,30763.0,10/30/2010,,
21071,MD,4.86,30767.0,09/17/2010,,
20905,MD,4.86,29999.0,08/31/2010,,
21144,MD,4.86,29565.0,08/25/2010,,
21713,MD,4.86,30514.0,08/24/2010,,
21114,MD,4.86,29260.0,06/30/2010,,
20815,MD,4.86,33414.0,02/13/2009,,
21798,MD,4.84,29600.0,08/09/2010,,
21755,MD,4.83,42937.0,04/01/2010,,
21219,MD,4.83,30187.0,08/01/2011,,
20896,MD,4.83,29825.0,07/22/2010,,
21219,MD,4.83,41581.47,01/01/2009,,
21219,MD,4.83,45885.0,07/01/2008,,
20832,MD,4.81,38383.8,06/30/2011,,
20817,MD,4.8,44470.0,10/16/2009,,
21075,MD,4.8,29411.72,04/01/2009,,
20904,MD,4.8,31000.0,03/25/2010,,
20815,MD,4.8,30791.0,02/26/2010,,
21046,MD,4.8,30975.0,12/23/2009,,
21045,MD,4.8,27640.0,03/21/2011,,
21286,MD,4.8,27600.0,12/15/2010,,
21666,MD,4.8,37500.0,08/07/2009,,
21286,MD,4.8,48770.0,09/22/2005,,
20721,MD,4.788,28489.0,11/15/2010,,
20706,MD,4.73,30998.0,01/12/2010,,
21014,MD,4.73,32602.0,11/18/2009,,
20912,MD,4.73,34965.0,11/04/2009,,
21620,MD,4.73,34500.0,10/22/2009,,
21046,MD,4.73,31421.25,10/07/2009,,
21791,MD,4.73,33634.0,10/02/2009,,
20772,MD,4.73,35134.0,09/04/2009,,
20904,MD,4.73,42525.0,05/07/2009,,
21162,MD,4.73,24752.0,07/22/2010,,
20882,MD,4.73,40677.53,01/01/2009,,
20882,MD,4.73,45630.0,07/01/2008,,
21777,MD,4.725,30807.0,06/10/2011,,
21755,MD,4.72,34634.25,12/16/2009,,
21113,MD,4.72,34427.0,08/12/2009,,
21012,MD,4.7,24000.0,05/31/2011,,
21401,MD,4.7,27487.5,12/22/2010,,
21713,MD,4.7,32900.0,04/20/2011,,
21108,MD,4.7,28336.0,07/12/2010,,
21756,MD,4.68,44163.43,05/08/2009,,
21161,MD,4.68,26850.0,06/21/2010,,
21157,MD,4.68,29399.0,05/29/2010,,
21042,MD,4.68,36499.0,01/01/2009,,
21221,MD,4.68,31750.0,07/02/2010,,
21613,MD,4.68,35999.0,03/30/2009,,
21042,MD,4.68,36499.0,01/01/2009,,
21613,MD,4.68,40290.12,01/01/2009,,
21220,MD,4.625,24836.0,12/15/2010,,
